n_gen,success,best_fit,eval_first_sol,tgt_fit,elapsed_time,final_eval_counter,final_gen_mean_fit,final_gen_best_fit,final_gen_worst_fit,best_idv,final_gen_best_idv,seed,lambda,mu 
33334,False,-5.884294033050537,,-1.94824821988684,258.71366477012634,1000020,-5.884371280670166,-5.884335994720459,-5.884425640106201,"[18.122631072998047, 10.705032348632812, -1.696587324142456, -3.5550622940063477, -0.13647925853729248, -3.9954075813293457, 8.974337577819824, 3.1151251792907715, -3.762686252593994, 2.101421356201172, 6.779214859008789, -6.446371555328369, -10.383469581604004, 0.8174586892127991, -2.7897722721099854, 0.6691956520080566, -5.302391529083252, 0.9440933465957642, -0.7611091732978821, 12.1403226852417, 0.0011559881968423724, 0.0012676154728978872, 0.0012559564784169197, 0.0011858523357659578, 0.0011727993842214346, 0.0014935174258425832, 0.0010130933951586485, 0.0010864040814340115, 0.0037407702766358852, 0.00213613617233932, 0.0014280446339398623, 0.0011362923542037606, 0.002679108874872327, 0.0033703416120260954, 0.0010000000474974513, 0.0013217394007369876, 0.0025039033498615026, 0.0021763499826192856, 0.0010069424752146006, 0.002040161518380046]","[18.126998901367188, 10.70826530456543, -1.7027781009674072, -3.5565614700317383, -0.1334322690963745, -3.9945297241210938, 8.967137336730957, 3.1192901134490967, -3.7514355182647705, 2.107332468032837, 6.783692359924316, -6.441095352172852, -10.377087593078613, 0.825245201587677, -2.7918710708618164, 0.6516214609146118, -5.298586845397949, 0.9518269300460815, -0.7696102857589722, 12.140552520751953, 0.0021085713524371386, 0.003650146769359708, 0.0010000000474974513, 0.0019624214619398117, 0.0010000000474974513, 0.0016437419690191746, 0.002596477745100856, 0.0010000000474974513, 0.0010000000474974513, 0.003027555765584111, 0.0014204294420778751, 0.0010000000474974513, 0.002718114061281085, 0.0011236974969506264, 0.0011592103401198983, 0.0010000000474974513, 0.0018484252505004406, 0.002510929713025689, 0.0014827215345576406, 0.0057944790460169315]",207833,30,10
33334,True,-1.8927456140518188,532860,-2.017280512908813,264.15407729148865,1000020,-1.8927839994430542,-1.8927665948867798,-1.8928167819976807,"[-8.066766738891602, 6.67701530456543, -4.494101047515869, 9.127272605895996, 0.0998634472489357, -1.7979120016098022, -4.952717304229736, -7.907391548156738, 6.964169979095459, 7.187805652618408, -13.550912857055664, 1.1600407361984253, -19.24713897705078, -3.793762683868408, 7.382635116577148, 9.32911491394043, -11.36040210723877, 4.096582412719727, -7.907534122467041, -12.088335990905762, 0.0010000000474974513, 0.0010000000474974513, 0.0016150798182934523, 0.0010000000474974513, 0.001525500905700028, 0.0015302873216569424, 0.001407221658155322, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0012890391517430544, 0.0010000000474974513, 0.0015474328538402915, 0.0010127350687980652, 0.0013167799916118383, 0.0013712688814848661, 0.0011523946886882186, 0.0010000000474974513]","[-8.066576957702637, 6.678712368011475, -4.4980244636535645, 9.119185447692871, 0.10358863323926926, -1.7964686155319214, -4.955392837524414, -7.907447814941406, 6.961846351623535, 7.1884331703186035, -13.555146217346191, 1.1588433980941772, -19.245771408081055, -3.787665367126465, 7.379164695739746, 9.327986717224121, -11.362408638000488, 4.100144386291504, -7.9083380699157715, -12.094462394714355, 0.0025811423547565937, 0.0016418361337855458, 0.004990673158317804, 0.0013451834674924612, 0.00164179434068501, 0.0017643808387219906, 0.002566935960203409, 0.004458027891814709, 0.0021966814529150724, 0.003949192818254232, 0.004668152425438166, 0.001326182158663869, 0.0010285010794177651, 0.0017097957897931337, 0.002751182997599244, 0.0017855693586170673, 0.0014728056266903877, 0.0019441379699856043, 0.001909487065859139, 0.0032816785387694836]",95044,30,10
33334,False,-4.9464111328125,,-2.0502499090588047,265.4662096500397,1000020,-4.9464640617370605,-4.946429252624512,-4.946527481079102,"[-3.856348752975464, -2.8518500328063965, 4.395195960998535, -12.207572937011719, -1.9137022495269775, -6.392270565032959, -15.925288200378418, -9.396774291992188, -5.46608304977417, -2.3196303844451904, 6.383266925811768, -1.5318922996520996, -6.592979431152344, 7.6391377449035645, -0.8902303576469421, -7.346993446350098, -9.570283889770508, 16.739349365234375, 13.462915420532227, 10.033885955810547, 0.001251572510227561, 0.001117585925385356, 0.0011944326106458902, 0.00128437380772084, 0.003666470292955637, 0.0013383099576458335, 0.00120772875379771, 0.001352793537080288, 0.0011444910196587443, 0.0010000000474974513, 0.0017784498631954193, 0.0016902624629437923, 0.0018617664463818073, 0.0016675778897479177, 0.0010000000474974513, 0.0015415078960359097, 0.0018333963816985488, 0.0010000000474974513, 0.0010000000474974513, 0.0016563570825383067]","[-3.8604111671447754, -2.8469290733337402, 4.39436149597168, -12.20740795135498, -1.9102232456207275, -6.388369560241699, -15.924854278564453, -9.399394035339355, -5.469620227813721, -2.332526206970215, 6.386858940124512, -1.534051537513733, -6.592411041259766, 7.6291184425354, -0.8986207842826843, -7.351463794708252, -9.572808265686035, 16.73737907409668, 13.465863227844238, 10.034954071044922, 0.0022078673355281353, 0.0047981021925807, 0.00470046466216445, 0.0010000000474974513, 0.0057825809344649315, 0.0010000000474974513, 0.002704628510400653, 0.0010000000474974513, 0.0023955616634339094, 0.0033300050999969244, 0.004687825217843056, 0.002559691434726119, 0.0010295523097738624, 0.0022910621482878923, 0.0010000000474974513, 0.004513170104473829, 0.0011785231763496995, 0.001237227232195437, 0.001978745451197028, 0.0014857163187116385]",493745,30,10
33334,False,-2.1499972343444824,,-2.006794130688919,265.93365716934204,1000020,-2.150010347366333,-2.1500051021575928,-2.150019884109497,"[-26.81922721862793, -4.158565521240234, 10.811985969543457, -22.780662536621094, -1.442054271697998, 2.5208771228790283, -1.8196160793304443, 4.268033027648926, 5.22651481628418, -6.476219177246094, 3.024341344833374, -14.79080867767334, 1.1295191049575806, -8.842815399169922, -8.400171279907227, 0.49417245388031006, -0.4207676351070404, -26.318029403686523, 6.436908721923828, -0.644719660282135, 0.0010000000474974513, 0.0010000000474974513, 0.0011466436553746462, 0.0010000000474974513, 0.0017792661674320698, 0.0014465699205175042, 0.0015591662377119064, 0.0010000000474974513, 0.0013424796052277088, 0.0011474137427285314, 0.0010000000474974513, 0.0016454252181574702, 0.0028137112967669964, 0.0015273385215550661, 0.001636504428461194, 0.0010000000474974513, 0.0010436463635414839, 0.0010000000474974513, 0.0010000000474974513, 0.0010813393164426088]","[-26.820798873901367, -4.161350727081299, 10.810792922973633, -22.780603408813477, -1.440230131149292, 2.5264933109283447, -1.8314998149871826, 4.268844127655029, 5.227147102355957, -6.475856781005859, 3.024312734603882, -14.794943809509277, 1.130603551864624, -8.843499183654785, -8.401309967041016, 0.495045930147171, -0.4172501266002655, -26.31633949279785, 6.438996315002441, -0.6427485346794128, 0.0020623509772121906, 0.0010000000474974513, 0.0013259300030767918, 0.0011687205405905843, 0.0018027207115665078, 0.0023103575222194195, 0.00290573388338089, 0.0012699123471975327, 0.0010565712582319975, 0.0019193022744730115, 0.001534158131107688, 0.0010837852023541927, 0.0029274311382323503, 0.001505282474681735, 0.001227938337251544, 0.0010563406394794583, 0.002115403302013874, 0.0010150758316740394, 0.0018081202870234847, 0.0015209122793748975]",476152,30,10
33334,True,-1.9554104804992676,12120,-2.0752196751079084,267.32221603393555,1000020,-1.955454707145691,-1.9554275274276733,-1.9554765224456787,"[-2.4258077144622803, -5.746922492980957, -8.755029678344727, -2.1857762336730957, 5.731897830963135, 3.5821733474731445, -1.9764878749847412, -19.794042587280273, 16.426448822021484, -0.4140583574771881, -16.849367141723633, -13.062292098999023, -9.097399711608887, 1.6058584451675415, 10.566431999206543, 7.811936378479004, 1.4212452173233032, -3.4789950847625732, 5.50093412399292, 15.214055061340332, 0.0010000000474974513, 0.0010007504606619477, 0.0017442652024328709, 0.0010000000474974513, 0.0012780854012817144, 0.0011479874374344945, 0.0017223645700141788, 0.0013658097013831139, 0.002389368135482073, 0.0023437687195837498, 0.0010000000474974513, 0.0015366778243333101, 0.0020062171388417482, 0.001064363750629127, 0.0019765598699450493, 0.002181082032620907, 0.0021191381383687258, 0.0010000000474974513, 0.0013611208414658904, 0.0022819149307906628]","[-2.4195785522460938, -5.747757434844971, -8.752066612243652, -2.1941635608673096, 5.731287956237793, 3.585977554321289, -1.97690749168396, -19.790767669677734, 16.423154830932617, -0.4095664918422699, -16.852027893066406, -13.057506561279297, -9.093934059143066, 1.603249192237854, 10.566655158996582, 7.817169666290283, 1.4238085746765137, -3.4752118587493896, 5.500712871551514, 15.208540916442871, 0.001280345139093697, 0.00806532334536314, 0.0010000000474974513, 0.0015794321661815047, 0.0016806735657155514, 0.0010000000474974513, 0.0014317150926217437, 0.0010000000474974513, 0.005596111994236708, 0.0014072260819375515, 0.003986568655818701, 0.0012300341622903943, 0.0028625933919101954, 0.0011755467858165503, 0.0010000000474974513, 0.002738281385973096, 0.001179474638774991, 0.0023140718694776297, 0.0028091708663851023, 0.0019042736385017633]",348979,30,10
33334,False,-11.805798530578613,,-1.8515208572281112,280.8346085548401,1000020,-11.805866241455078,-11.805830955505371,-11.805910110473633,"[-4.408078193664551, 2.7594282627105713, 5.531118392944336, 5.614715099334717, -0.8747466802597046, 0.2277655154466629, 2.6110188961029053, 3.4943535327911377, -1.6517467498779297, -1.2872834205627441, 1.4424464702606201, -1.1542683839797974, 11.349031448364258, 3.249598503112793, -11.57320785522461, 2.961029052734375, 1.241181492805481, -2.658902168273926, 12.5594482421875, -4.941634654998779, 0.001471762196160853, 0.00219462881796062, 0.0010000000474974513, 0.0010000000474974513, 0.001463678083382547, 0.0010000000474974513, 0.0010000000474974513, 0.0012388628674671054, 0.0012076188577339053, 0.001875635120086372, 0.0012447686167433858, 0.001315505476668477, 0.002290483098477125, 0.0013311695074662566, 0.0013305239845067263, 0.0011856523342430592, 0.0013452181592583656, 0.0015096991555765271, 0.001533071044832468, 0.0018675888422876596]","[-4.413625240325928, 2.770195245742798, 5.532749176025391, 5.602291107177734, -0.874472975730896, 0.23320384323596954, 2.608915328979492, 3.4944300651550293, -1.6551787853240967, -1.2760876417160034, 1.4434744119644165, -1.1536074876785278, 11.344305038452148, 3.246758460998535, -11.573736190795898, 2.9622690677642822, 1.2358956336975098, -2.6673009395599365, 12.560015678405762, -4.9461750984191895, 0.002759773749858141, 0.002018233062699437, 0.0010101544903591275, 0.0020149480551481247, 0.002832782920449972, 0.002652456285431981, 0.0011577426921576262, 0.0010000000474974513, 0.004129758104681969, 0.003234618343412876, 0.007146886084228754, 0.012855609878897667, 0.005176533479243517, 0.0022371041122823954, 0.002706661820411682, 0.0028332252986729145, 0.007586316671222448, 0.0010000000474974513, 0.0010159672237932682, 0.001991948112845421]",317001,30,10
33334,False,-2.3363215923309326,,-1.7325844185061383,376.92760133743286,1000020,-2.3363358974456787,-2.3363301753997803,-2.336345911026001,"[-0.5620992183685303, -8.63176155090332, 5.993239879608154, 2.2758395671844482, 9.431986808776855, -6.378462314605713, 2.641216993331909, 0.13692641258239746, 4.581292629241943, 8.241663932800293, -14.084368705749512, -1.9048163890838623, 4.579239845275879, 2.703524112701416, 5.58108377456665, 6.791658401489258, 3.7199971675872803, 18.645614624023438, 3.657684326171875, -0.9572234749794006, 0.0010000000474974513, 0.0017953593051061034, 0.0014508913736790419, 0.0010000000474974513, 0.0010607870062813163, 0.001303302589803934, 0.001240089419297874, 0.0012813778594136238, 0.001838112948462367, 0.0010000000474974513, 0.0010000000474974513, 0.0016437106532976031, 0.0014987015165388584, 0.0010000000474974513, 0.0010000000474974513, 0.001233901595696807, 0.00100354989990592, 0.0010000000474974513, 0.0028486447408795357, 0.0015659915516152978]","[-0.5611207485198975, -8.632223129272461, 6.004761695861816, 2.277535915374756, 9.434003829956055, -6.377255916595459, 2.6378180980682373, 0.13296110928058624, 4.584024906158447, 8.245684623718262, -14.087148666381836, -1.9050825834274292, 4.577542781829834, 2.6932549476623535, 5.572177886962891, 6.790045261383057, 3.7206196784973145, 18.646657943725586, 3.6514039039611816, -0.9534809589385986, 0.0011880891397595406, 0.0016467233654111624, 0.0010000000474974513, 0.0010000000474974513, 0.001242528553120792, 0.0016160807572305202, 0.0012324060080572963, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0014956825179979205, 0.0010000000474974513, 0.0013843734050169587, 0.0012957147555425763, 0.0010000000474974513, 0.0012643149821087718, 0.0022898553870618343, 0.0013858395395800471, 0.0010000000474974513, 0.0010718995472416282]",393341,30,10
33334,False,-11.710711479187012,,-1.8816901021058348,482.455379486084,1000020,-11.710800170898438,-11.710741996765137,-11.710858345031738,"[-5.2358598709106445, 10.022122383117676, 6.6415815353393555, 0.0324924997985363, 9.384804725646973, -3.8587489128112793, 1.6119567155838013, -4.957762718200684, -6.158947944641113, -1.213114619255066, 1.0289475917816162, -3.727898120880127, -0.011386798694729805, -4.720398426055908, -11.906708717346191, -4.468704700469971, 0.7854790091514587, 10.20589542388916, 3.6021416187286377, 7.021491050720215, 0.0014694415731355548, 0.0010000000474974513, 0.0010833204723894596, 0.001020205789245665, 0.0020218794234097004, 0.0010000000474974513, 0.0010000000474974513, 0.001445613568648696, 0.0010000000474974513, 0.001372399739921093, 0.0010000000474974513, 0.005313729867339134, 0.0010000000474974513, 0.0019156079506501555, 0.0010000000474974513, 0.0010000000474974513, 0.0011325555387884378, 0.0011287489905953407, 0.0013281510910019279, 0.0010000000474974513]","[-5.235238552093506, 10.019774436950684, 6.636120319366455, 0.027086347341537476, 9.383964538574219, -3.860105514526367, 1.5822433233261108, -4.979119300842285, -6.153774261474609, -1.2172248363494873, 1.068429708480835, -3.714548110961914, -0.025312723591923714, -4.69323205947876, -11.906914710998535, -4.463999271392822, 0.7784382104873657, 10.20267105102539, 3.5973901748657227, 7.023975372314453, 0.0021423769649118185, 0.0010000000474974513, 0.005190395750105381, 0.005067872814834118, 0.0025346947368234396, 0.0019130149157717824, 0.013739561662077904, 0.0019210658501833677, 0.002128258114680648, 0.0014223598409444094, 0.0010000000474974513, 0.005353160202503204, 0.002324093831703067, 0.0010343545582145452, 0.0026387134566903114, 0.005567678716033697, 0.0026317969895899296, 0.0022661262191832066, 0.0011343347141519189, 0.0020100935362279415]",146321,30,10
33334,False,-3.703996419906616,,-2.080798724820261,514.1173856258392,1000020,-3.7040116786956787,-3.70400333404541,-3.7040224075317383,"[4.473971366882324, 3.829725742340088, -2.8449208736419678, -1.9268227815628052, 10.923954010009766, -1.7350661754608154, -2.78727126121521, -0.3430611193180084, -2.7187469005584717, 5.077895641326904, 0.7410351634025574, -1.576589584350586, -7.153575420379639, 10.580462455749512, -12.089284896850586, -9.763944625854492, 5.864984512329102, -12.438285827636719, -17.886098861694336, 13.805785179138184, 0.0011637151474133134, 0.0019540281500667334, 0.001560664502903819, 0.0012698376085609198, 0.001569155603647232, 0.0017572134966030717, 0.0015659002820029855, 0.0011091443011537194, 0.0010263676522299647, 0.001683301874436438, 0.00281959748826921, 0.0014300741022452712, 0.0012829378247261047, 0.001387226046063006, 0.0012327191652730107, 0.0016986142145469785, 0.0010000000474974513, 0.0011912380577996373, 0.0018520902376621962, 0.001027596415951848]","[4.471564292907715, 3.827526569366455, -2.84601092338562, -1.9205816984176636, 10.920010566711426, -1.7382508516311646, -2.782803535461426, -0.3352179527282715, -2.719200611114502, 5.076391220092773, 0.7387123107910156, -1.5805950164794922, -7.153125762939453, 10.582793235778809, -12.090396881103516, -9.767693519592285, 5.86155891418457, -12.437302589416504, -17.890676498413086, 13.808911323547363, 0.0013910997658967972, 0.0012958839070051908, 0.001382992253638804, 0.0017802976071834564, 0.0010000000474974513, 0.0020043794065713882, 0.0010000000474974513, 0.0011614442337304354, 0.0012287076096981764, 0.0012873421655967832, 0.0011446153512224555, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0015601989580318332, 0.0011322064092382789, 0.001410341588780284, 0.0010000000474974513, 0.0010000000474974513, 0.001181882806122303]",38139,30,10
33334,False,-2.846362829208374,,-1.9133974263210343,519.1557819843292,1000020,-2.8469104766845703,-2.846611499786377,-2.847449779510498,"[-7.792951583862305, -3.619349241256714, 10.368444442749023, 9.867817878723145, -5.101415157318115, -5.44747257232666, -3.2582507133483887, -1.4350436925888062, -16.756885528564453, -2.819795846939087, -4.639660835266113, 2.393394947052002, -8.188618659973145, -7.586174011230469, 6.210574626922607, 0.5604720711708069, -4.41209602355957, 0.7851850986480713, -0.6642081141471863, -9.877714157104492, 0.0012986661167815328, 0.0021737893112003803, 0.0010149485897272825, 0.0010000000474974513, 0.0010000000474974513, 0.0010582435643300414, 0.0010000000474974513, 0.0012664289679378271, 0.0017532061319798231, 0.0010000000474974513, 0.0012694173492491245, 0.002242588670924306, 0.0018902813317254186, 0.0022582749370485544, 0.0010000000474974513, 0.0010000000474974513, 0.001285454025492072, 0.0010000000474974513, 0.0015128471422940493, 0.0028228163719177246]","[-7.791695594787598, -3.626052141189575, 10.37099838256836, 9.862187385559082, -5.100825309753418, -5.456987380981445, -3.253744125366211, -1.434330701828003, -16.74542236328125, -2.8102903366088867, -4.659939765930176, 2.3804807662963867, -8.169389724731445, -7.569680690765381, 6.196833610534668, 0.5668264627456665, -4.379267692565918, 0.7373535633087158, -0.6475169062614441, -9.854842185974121, 0.01354628149420023, 0.0070003024302423, 0.009272545576095581, 0.010095370933413506, 0.016737179830670357, 0.017405826598405838, 0.004540958907455206, 0.018005499616265297, 0.007289880886673927, 0.009729527868330479, 0.006987644825130701, 0.0187354888767004, 0.003583619836717844, 0.013677924871444702, 0.008975106291472912, 0.005553904455155134, 0.019089728593826294, 0.018601786345243454, 0.014078202657401562, 0.01483744103461504]",837481,30,10
33334,False,-3.481065034866333,,-2.1095072954875924,546.4309139251709,1000020,-3.481096029281616,-3.481076240539551,-3.481116771697998,"[5.121461391448975, 24.77005958557129, 19.936079025268555, 4.656405925750732, -10.968963623046875, -15.283069610595703, 4.372859477996826, -3.7882750034332275, -3.0615947246551514, -4.662509441375732, 6.784997940063477, -10.71385383605957, -1.0211561918258667, 3.169903516769409, -2.607971429824829, 3.4336016178131104, 7.138598442077637, 3.3049488067626953, 16.083831787109375, -7.889644145965576, 0.0010000000474974513, 0.001041686744429171, 0.0010000000474974513, 0.0010000000474974513, 0.0014728372916579247, 0.0010000000474974513, 0.0015482223825529218, 0.0010944594396278262, 0.0013398554874584079, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.00143709359690547, 0.0016313126543536782, 0.0012998082675039768, 0.0010400332976132631, 0.0010000000474974513]","[5.121758937835693, 24.765661239624023, 19.939895629882812, 4.662238597869873, -10.968602180480957, -15.28614616394043, 4.371954441070557, -3.78994083404541, -3.0608603954315186, -4.654779434204102, 6.781128883361816, -10.714667320251465, -1.023388147354126, 3.1695189476013184, -2.6091203689575195, 3.4277236461639404, 7.140870094299316, 3.306551218032837, 16.085216522216797, -7.887660026550293, 0.0010000000474974513, 0.001461746054701507, 0.0022894605062901974, 0.004259435925632715, 0.0011248793452978134, 0.0012371530756354332, 0.0021201102063059807, 0.0017103977734223008, 0.0019121807999908924, 0.0030413202475756407, 0.0010835409630089998, 0.0013343902537599206, 0.002570456825196743, 0.0016805672785267234, 0.0019360206788405776, 0.003145963419228792, 0.0019927702378481627, 0.0012321965768933296, 0.0010000000474974513, 0.0013089176500216126]",94539,30,10
33334,True,-1.9770973920822144,7200,-2.113925765499606,534.3135948181152,1000020,-1.9773519039154053,-1.9771733283996582,-1.9776262044906616,"[-9.21883773803711, -5.848056793212891, -3.880174160003662, 1.3683702945709229, -10.718169212341309, 2.3430285453796387, -2.8960981369018555, 8.556639671325684, -16.02703285217285, 2.4479751586914062, 13.682821273803711, 32.734188079833984, -9.280607223510742, 9.327807426452637, 6.26326322555542, 16.880889892578125, 0.9933830499649048, -7.498020172119141, -5.377736568450928, 18.514129638671875, 0.0013175635831430554, 0.0016146971611306071, 0.0011764514492824674, 0.0010000000474974513, 0.0019290581112727523, 0.0010000000474974513, 0.0010000000474974513, 0.0012722747633233666, 0.0015564598143100739, 0.0010000000474974513, 0.0015813258942216635, 0.0010000000474974513, 0.0013434633146971464, 0.0010000000474974513, 0.0010000000474974513, 0.0011027297005057335, 0.001125228009186685, 0.0016679390100762248, 0.0010876958258450031, 0.001003821031190455]","[-9.22298812866211, -5.86120080947876, -3.8682689666748047, 1.3709183931350708, -10.709742546081543, 2.343695640563965, -2.9067256450653076, 8.561079978942871, -16.03154945373535, 2.455672025680542, 13.69037914276123, 32.74018859863281, -9.27768611907959, 9.32530403137207, 6.254974365234375, 16.881736755371094, 0.991992712020874, -7.500920295715332, -5.3763508796691895, 18.511581420898438, 0.004656645003706217, 0.004527099896222353, 0.0068391794338822365, 0.002787430537864566, 0.0013599635567516088, 0.0041153947822749615, 0.006783769000321627, 0.003451394382864237, 0.0011399073991924524, 0.009839563630521297, 0.004702138248831034, 0.005822546314448118, 0.003925024531781673, 0.0018887199694290757, 0.003969651646912098, 0.011997543275356293, 0.003347838530316949, 0.00976500567048788, 0.0010509677231311798, 0.002511328551918268]",231484,30,10
33334,False,-3.230065107345581,,-1.8956577846141272,540.5396068096161,1000020,-3.2300944328308105,-3.2300760746002197,-3.230132579803467,"[3.697566032409668, -2.361635446548462, -1.5898336172103882, 6.422552585601807, -9.518016815185547, -10.831584930419922, -2.219344139099121, 3.5988879203796387, 7.570128440856934, -11.80788516998291, -0.5270056128501892, 3.284233331680298, -1.492867112159729, 1.347752332687378, -0.477173388004303, -14.219206809997559, -3.1567111015319824, 13.425488471984863, -2.486006259918213, 10.933789253234863, 0.0010000000474974513, 0.0010000000474974513, 0.0014562567230314016, 0.002233196282759309, 0.0017019049264490604, 0.0014835984911769629, 0.0010000000474974513, 0.0010095869656652212, 0.0010000000474974513, 0.0010366890346631408, 0.001709068426862359, 0.0010000000474974513, 0.0010000000474974513, 0.0020239336881786585, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010320466244593263]","[3.703310966491699, -2.361339807510376, -1.5924134254455566, 6.422616481781006, -9.520111083984375, -10.836870193481445, -2.223738431930542, 3.5943899154663086, 7.572327613830566, -11.805045127868652, -0.5317545533180237, 3.2796621322631836, -1.4867360591888428, 1.3523764610290527, -0.47711291909217834, -14.218340873718262, -3.1563708782196045, 13.4237642288208, -2.4849236011505127, 10.931785583496094, 0.002072341972962022, 0.001130365883000195, 0.0028185262344777584, 0.002016231417655945, 0.0033467859029769897, 0.0024685771204531193, 0.00439679529517889, 0.004363479558378458, 0.0019192231120541692, 0.0015434265369549394, 0.001253384631127119, 0.004296721424907446, 0.0025986165273934603, 0.001487456145696342, 0.0010000000474974513, 0.0014395812759175897, 0.0026426054537296295, 0.0024439143016934395, 0.0010000000474974513, 0.0030646128579974174]",440675,30,10
33334,False,-11.7900972366333,,-2.0968344287498364,509.1398904323578,1000020,-11.79011058807373,-11.790104866027832,-11.790115356445312,"[-1.456785798072815, -7.285433292388916, 3.0308640003204346, -0.011207234114408493, 9.949941635131836, 2.415447950363159, 11.612709045410156, -11.532608032226562, -8.36985969543457, -13.053476333618164, 2.00948166847229, -14.397323608398438, 13.615596771240234, -5.430027484893799, 12.164186477661133, 6.697277069091797, 6.951495170593262, 4.182826042175293, 4.64944314956665, 0.7691579461097717, 0.0013000285252928734, 0.0010000000474974513, 0.0010000000474974513, 0.002325570909306407, 0.0013055509189143777, 0.0010000000474974513, 0.0011667925864458084, 0.0010000000474974513, 0.0012788936728611588, 0.002012485172599554, 0.0014977720566093922, 0.0010000000474974513, 0.0010000000474974513, 0.0019345827167853713, 0.0017081636469811201, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513]","[-1.4544259309768677, -7.285491943359375, 3.0359256267547607, -0.009276018477976322, 9.944953918457031, 2.4098129272460938, 11.613765716552734, -11.529573440551758, -8.370415687561035, -13.052803039550781, 2.013293981552124, -14.396891593933105, 13.617677688598633, -5.43548583984375, 12.162519454956055, 6.698486328125, 6.954436302185059, 4.183339595794678, 4.654831409454346, 0.7691924571990967, 0.0014885253040120006, 0.001874979818239808, 0.0022184138651937246, 0.0010000000474974513, 0.001781308907084167, 0.0010000000474974513, 0.0010000000474974513, 0.001197328558191657, 0.002449547639116645, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.002502918941900134, 0.0010000000474974513, 0.001542273792438209, 0.001644595991820097, 0.0018531756941229105, 0.0010000000474974513, 0.0024986208882182837, 0.0010000000474974513]",315080,30,10
33334,False,-11.514787673950195,,-1.8028418756242681,553.5303468704224,1000020,-11.514848709106445,-11.514810562133789,-11.514941215515137,"[0.983225405216217, -2.332707166671753, 1.7439064979553223, -6.3817315101623535, 1.5848498344421387, 1.402147650718689, 2.6419036388397217, 0.06108187884092331, 11.529481887817383, 14.42392349243164, 1.1058462858200073, -0.11535197496414185, 7.364950656890869, 0.45576485991477966, 3.437931776046753, 3.911614179611206, 18.803194046020508, 2.95194673538208, -10.822402954101562, -15.129074096679688, 0.0016028945101425052, 0.0019569152500480413, 0.0021677359472960234, 0.001341124763712287, 0.001039117225445807, 0.003508357796818018, 0.0010000000474974513, 0.002717661904171109, 0.001493482501246035, 0.0020534128416329622, 0.001659943489357829, 0.0019277441315352917, 0.0022182194516062737, 0.0016572307795286179, 0.0013113395543769002, 0.0016007497906684875, 0.0010000000474974513, 0.0011061436962336302, 0.002300061285495758, 0.002005390590056777]","[0.9863965511322021, -2.328437328338623, 1.7365052700042725, -6.377435684204102, 1.5948216915130615, 1.4066777229309082, 2.6400134563446045, 0.05196401849389076, 11.524127960205078, 14.424871444702148, 1.1030102968215942, -0.11364714056253433, 7.3679351806640625, 0.46060580015182495, 3.4410324096679688, 3.917400598526001, 18.806276321411133, 2.949800729751587, -10.82697868347168, -15.124406814575195, 0.009931037202477455, 0.0035056055057793856, 0.006460393313318491, 0.002710839733481407, 0.004257177468389273, 0.00442536361515522, 0.0021466538310050964, 0.006673391908407211, 0.0041117314249277115, 0.002572691533714533, 0.002549495082348585, 0.006318414118140936, 0.003810325637459755, 0.0016772530507296324, 0.005778348073363304, 0.0025192308239638805, 0.007280305027961731, 0.002991162473335862, 0.007165967952460051, 0.003094136482104659]",912630,30,10
