n_gen,success,best_fit,eval_first_sol,tgt_fit,elapsed_time,final_eval_counter,final_gen_mean_fit,final_gen_best_fit,final_gen_worst_fit,best_idv,final_gen_best_idv,seed,lambda,mu 
14286,False,-20.384864807128906,,-1.9925049903798149,304.61405992507935,1000020,-20.384929656982422,-20.38489532470703,-20.385009765625,"[-11.575468063354492, 14.03283977508545, -4.594075679779053, 1.7324644327163696, 12.197103500366211, -10.081365585327148, 7.0374932289123535, 9.159622192382812, -4.396042346954346, -1.3289626836776733, -5.7691755294799805, 3.7403109073638916, -2.856750249862671, -1.2207835912704468, -3.9747917652130127, -2.3323726654052734, -6.566652297973633, 2.359549045562744, 1.4654335975646973, 14.573920249938965, 0.0010000000474974513, 0.0011420738883316517, 0.0010000000474974513, 0.00148565205745399, 0.0010000000474974513, 0.0010000000474974513, 0.0015555552672594786, 0.0011231506941840053, 0.0012773866765201092, 0.0016657300293445587, 0.0010000000474974513, 0.0012515515554696321, 0.0016442830674350262, 0.001311178901232779, 0.0015915412222966552, 0.0017244020709767938, 0.0010000000474974513, 0.0014187358319759369, 0.0013691075146198273, 0.0020794507581740618]","[-11.570002555847168, 14.040425300598145, -4.598084449768066, 1.73086416721344, 12.197562217712402, -10.077142715454102, 7.034213542938232, 9.154264450073242, -4.410547733306885, -1.341429591178894, -5.772043228149414, 3.7353997230529785, -2.8554258346557617, -1.219016194343567, -3.979907989501953, -2.3278889656066895, -6.56428861618042, 2.3546791076660156, 1.457818865776062, 14.573294639587402, 0.0027584326453506947, 0.003042933763936162, 0.00395501172170043, 0.006387213245034218, 0.0010000000474974513, 0.0020422921516001225, 0.0034619555808603764, 0.0010000000474974513, 0.0060801939107477665, 0.0022131409496068954, 0.012386571615934372, 0.007265630178153515, 0.005401035770773888, 0.013456125743687153, 0.010765943676233292, 0.0026610109489411116, 0.00701301172375679, 0.016514964401721954, 0.001125018810853362, 0.003657880239188671]",656322,70,10
14286,False,-16.06435775756836,,-1.9746160982477388,308.53138184547424,1000020,-16.064369201660156,-16.064361572265625,-16.064388275146484,"[-10.840476036071777, 1.5203253030776978, 10.6834716796875, 6.186187267303467, 5.1209330558776855, 6.433869361877441, 6.402961730957031, 5.4155449867248535, -22.525972366333008, -2.054495334625244, -0.31227725744247437, 14.091541290283203, -1.5784181356430054, 15.129390716552734, 3.0546743869781494, -7.702101707458496, 6.682093143463135, -7.508608818054199, 10.73911190032959, 7.6168293952941895, 0.0010000000474974513, 0.001101738540455699, 0.0014438501093536615, 0.0010000000474974513, 0.001179452403448522, 0.001037505455315113, 0.001154350582510233, 0.0010000000474974513, 0.0016862696502357721, 0.0012759278761222959, 0.001492941752076149, 0.0013952264562249184, 0.0021030313801020384, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.001104838796891272, 0.0014772762078791857, 0.0010000000474974513, 0.001188671332783997]","[-10.839730262756348, 1.5207152366638184, 10.67679500579834, 6.187135219573975, 5.1157660484313965, 6.426616191864014, 6.401590347290039, 5.414184093475342, -22.52552604675293, -2.0540359020233154, -0.3083483874797821, 14.09133243560791, -1.5848729610443115, 15.133216857910156, 3.05475115776062, -7.705044269561768, 6.683424472808838, -7.5112175941467285, 10.744080543518066, 7.616546630859375, 0.0016340240836143494, 0.0015818558167666197, 0.001707062590867281, 0.002446598606184125, 0.001215169089846313, 0.0010938044870272279, 0.002337612910196185, 0.0023111607879400253, 0.001967234304174781, 0.0010088717099279165, 0.0010770636145025492, 0.0010000000474974513, 0.004239450674504042, 0.00407786201685667, 0.0015409226762130857, 0.00138344697188586, 0.0021763374097645283, 0.002914953511208296, 0.0019020531326532364, 0.002126873005181551]",2192,70,10
14286,True,-1.9199469089508057,13510,-2.0293926662376434,307.84918880462646,1000020,-1.9199645519256592,-1.9199554920196533,-1.9199814796447754,"[-4.56986141204834, -12.944205284118652, -2.9062998294830322, -1.7490804195404053, 9.582514762878418, 8.313520431518555, -12.626129150390625, -3.8133106231689453, -7.385804176330566, 27.679800033569336, -8.633728981018066, -0.2766781151294708, -17.09760856628418, 6.628607273101807, -8.612666130065918, -6.909742832183838, -2.5966532230377197, -9.023478507995605, 11.115445137023926, -11.628725051879883, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0011643243487924337, 0.0010924942325800657, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010342111345380545, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.001080829300917685, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513]","[-4.569222927093506, -12.941594123840332, -2.9060921669006348, -1.752180814743042, 9.57956600189209, 8.314408302307129, -12.624550819396973, -3.8150243759155273, -7.381692886352539, 27.685304641723633, -8.635263442993164, -0.27700290083885193, -17.099742889404297, 6.62782621383667, -8.610498428344727, -6.907157897949219, -2.5959858894348145, -9.022479057312012, 11.116267204284668, -11.631146430969238, 0.0012499296572059393, 0.00408780574798584, 0.002029427560046315, 0.0012860904680565, 0.0022435213904827833, 0.0029262567404657602, 0.0017442727694287896, 0.001433837809599936, 0.0010000000474974513, 0.0013843626948073506, 0.0011141544673591852, 0.0011641005985438824, 0.0015398061368614435, 0.0018464844906702638, 0.0017650756053626537, 0.0010000000474974513, 0.003507783403620124, 0.0024457459803670645, 0.001785777392797172, 0.0010000000474974513]",907726,70,10
14286,False,-2.183877468109131,,-1.8752966749025985,306.9926905632019,1000020,-2.1838948726654053,-2.1838793754577637,-2.183910608291626,"[-1.4873669147491455, -0.33478954434394836, -11.55291748046875, -4.5100202560424805, -13.889199256896973, 0.046678610146045685, 3.345245838165283, -4.512202262878418, 0.1902872920036316, -0.24374118447303772, -5.356606960296631, -3.517965793609619, -3.853630781173706, 15.042547225952148, 11.348886489868164, 0.9540069699287415, -7.496860504150391, 10.583033561706543, -0.0036759930662810802, -1.609642744064331, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0014879729133099318, 0.0010000000474974513, 0.0014989685732871294, 0.0010000000474974513, 0.0023961213883012533, 0.001179233891889453, 0.0012114933924749494, 0.004253301303833723, 0.0015568070812150836, 0.0010000000474974513, 0.0010000000474974513, 0.0014646113850176334, 0.0011929456377401948, 0.0021185458172112703, 0.0037300775293260813, 0.0017653933027759194]","[-1.4859356880187988, -0.3337741792201996, -11.553239822387695, -4.51141881942749, -13.889538764953613, 0.04721812903881073, 3.3461358547210693, -4.511759281158447, 0.1832484006881714, -0.23642517626285553, -5.353680610656738, -3.517502784729004, -3.8561606407165527, 15.047297477722168, 11.349381446838379, 0.9524595737457275, -7.500784397125244, 10.583637237548828, 0.006244739517569542, -1.6030633449554443, 0.0012740477686747909, 0.0010000000474974513, 0.0017088268650695682, 0.0019133579917252064, 0.0026803503278642893, 0.002616447862237692, 0.0033766471315175295, 0.0010000000474974513, 0.0019818544387817383, 0.001160882879048586, 0.003154585137963295, 0.0015695265028625727, 0.0010000000474974513, 0.00253900489769876, 0.0021395664662122726, 0.002498640911653638, 0.0017260785680264235, 0.0012057803105562925, 0.002854118822142482, 0.0018873983062803745]",919351,70,10
14286,False,-3.545250654220581,,-2.1629273869539287,308.3354470729828,1000020,-3.545283794403076,-3.5452609062194824,-3.5453240871429443,"[7.650403022766113, 2.825716733932495, 3.5908517837524414, -5.92063045501709, 6.2300920486450195, 1.764355182647705, -12.187530517578125, 15.415398597717285, -0.6441436409950256, 20.782501220703125, -0.31437477469444275, -12.566003799438477, -2.9184348583221436, 7.539808750152588, -0.06748030334711075, -21.805679321289062, 3.021695613861084, -24.24880599975586, 10.141630172729492, -6.986972332000732, 0.0014117603423073888, 0.0010000000474974513, 0.0010364381596446037, 0.0011883528204634786, 0.0010000000474974513, 0.0010000000474974513, 0.002017925726249814, 0.0010000000474974513, 0.0011785009410232306, 0.0010989948641508818, 0.0011043620761483908, 0.0010000000474974513, 0.0011523673310875893, 0.0010993402684107423, 0.0012049139477312565, 0.001812698319554329, 0.001110539073124528, 0.0010000000474974513, 0.0010000000474974513, 0.0015230154385790229]","[7.649287223815918, 2.8290388584136963, 3.5902812480926514, -5.9208598136901855, 6.222160339355469, 1.7601529359817505, -12.190629005432129, 15.41529369354248, -0.6451442837715149, 20.783782958984375, -0.31649959087371826, -12.563920021057129, -2.9197275638580322, 7.543684005737305, -0.06767891347408295, -21.80706024169922, 3.0230865478515625, -24.25455093383789, 10.140512466430664, -6.989797115325928, 0.0018822111887857318, 0.004443756304681301, 0.002550135599449277, 0.001973480684682727, 0.0024312364403158426, 0.005053363740444183, 0.0017254302510991693, 0.0025114829186350107, 0.003155684331431985, 0.0011715554865077138, 0.004176985006779432, 0.0012433906085789204, 0.001760165672749281, 0.0018853292567655444, 0.0010000000474974513, 0.001332974759861827, 0.0016030003316700459, 0.0027370783500373363, 0.002051300834864378, 0.0034842067398130894]",518988,70,10
14286,False,-11.66829776763916,,-1.8357823803077087,307.44123244285583,1000020,-11.668488502502441,-11.668380737304688,-11.668778419494629,"[-2.8222997188568115, -2.454921007156372, -1.1739357709884644, 1.2955983877182007, -10.283757209777832, -9.013381958007812, -0.8218642473220825, 2.704951286315918, 8.882377624511719, -3.834794759750366, -3.470033884048462, 8.879084587097168, -4.097878456115723, -1.4145694971084595, -12.175713539123535, 2.020547866821289, 12.967809677124023, -0.8861052989959717, 4.738422870635986, -0.8647688031196594, 0.001503785839304328, 0.0013550177682191133, 0.0017341490602120757, 0.0029813305009156466, 0.0014262035256251693, 0.0011151486542075872, 0.0010000000474974513, 0.0011429756414145231, 0.002599271945655346, 0.0010127521818503737, 0.0016491796122863889, 0.001089136814698577, 0.0011988902697339654, 0.002387986984103918, 0.0010216515511274338, 0.0014293590793386102, 0.0017297993181273341, 0.0010000000474974513, 0.0011612704256549478, 0.0011647508945316076]","[-2.8122212886810303, -2.474477767944336, -1.16696298122406, 1.2973006963729858, -10.296228408813477, -9.014378547668457, -0.8149345517158508, 2.7046616077423096, 8.88473129272461, -3.840193510055542, -3.4638683795928955, 8.875065803527832, -4.10052490234375, -1.4269349575042725, -12.16845989227295, 2.015174388885498, 12.95755386352539, -0.8862812519073486, 4.739689350128174, -0.8667057156562805, 0.006209791172295809, 0.014409706927835941, 0.014835111796855927, 0.01681813970208168, 0.004847065079957247, 0.015031513758003712, 0.006173836067318916, 0.007209042552858591, 0.004708139691501856, 0.0014912926126271486, 0.0019819417502731085, 0.002004594076424837, 0.0031645430717617273, 0.0051015038043260574, 0.0010397060541436076, 0.001797446166165173, 0.007347308564931154, 0.0132209537550807, 0.006928820163011551, 0.005620402283966541]",844952,70,10
14286,False,-2.6148130893707275,,-1.9731296330544639,307.7526979446411,1000020,-2.6149301528930664,-2.6148622035980225,-2.6151609420776367,"[-14.681193351745605, -9.34274959564209, 16.720239639282227, 4.747826099395752, 8.425922393798828, 0.7599420547485352, 5.8302130699157715, 2.793191909790039, 1.160050392150879, -3.4083428382873535, 3.002180337905884, 0.47061073780059814, -6.7176408767700195, -3.996058464050293, -8.504277229309082, 10.729437828063965, -1.9156849384307861, -5.846260070800781, 5.065624237060547, 0.8750773072242737, 0.0011834679171442986, 0.0015967347426339984, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.001508377492427826, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010455067967996001, 0.001351553131826222, 0.0010000000474974513, 0.0010000000474974513, 0.001340178307145834, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513]","[-14.68269157409668, -9.340113639831543, 16.717966079711914, 4.744898319244385, 8.418806076049805, 0.759990930557251, 5.838278770446777, 2.793285369873047, 1.166944146156311, -3.4028029441833496, 3.0038959980010986, 0.46807724237442017, -6.722241401672363, -3.9836297035217285, -8.508844375610352, 10.728049278259277, -1.9053475856781006, -5.839258670806885, 5.081171035766602, 0.8665217161178589, 0.0013206592993810773, 0.003852173686027527, 0.002153138630092144, 0.0051520816050469875, 0.0034147133119404316, 0.007017723750323057, 0.005582624115049839, 0.002224037190899253, 0.0024198731407523155, 0.00725477933883667, 0.010308626107871532, 0.004107609391212463, 0.002287327777594328, 0.005197565071284771, 0.0010534139582887292, 0.0027600566390901804, 0.01183235365897417, 0.0020192714873701334, 0.006159148178994656, 0.01290346123278141]",623452,70,10
14286,False,-26.413185119628906,,-1.8851686015759122,309.68887066841125,1000020,-26.413192749023438,-26.41318702697754,-26.4132022857666,"[8.032922744750977, 1.2670063972473145, 5.781466960906982, 4.435431480407715, 6.262451648712158, 1.5508853197097778, -6.52708101272583, -7.937370777130127, 3.3927979469299316, 3.7481496334075928, 6.576902866363525, 0.013626698404550552, 3.3834221363067627, 5.022737979888916, -10.585875511169434, -20.99187660217285, 8.250762939453125, 4.881436824798584, 7.872675895690918, 2.9233641624450684, 0.0012129677925258875, 0.0010000000474974513, 0.0011801427463069558, 0.0013869148679077625, 0.0011022862745448947, 0.001505578402429819, 0.0010000000474974513, 0.0010527005651965737, 0.0012731564929708838, 0.0010770574444904923, 0.0015643724473193288, 0.0012249908177182078, 0.0013999086804687977, 0.0010000000474974513, 0.0010314913233742118, 0.0010000000474974513, 0.0014743125066161156, 0.0010000000474974513, 0.001178864622488618, 0.002222823677584529]","[8.030313491821289, 1.2672653198242188, 5.783323287963867, 4.429719924926758, 6.2638702392578125, 1.5475395917892456, -6.5255045890808105, -7.937304973602295, 3.3916780948638916, 3.7479617595672607, 6.577492713928223, 0.013543127104640007, 3.38466215133667, 5.02689790725708, -10.586311340332031, -20.99201774597168, 8.249985694885254, 4.88232946395874, 7.873700141906738, 2.926227569580078, 0.002931194379925728, 0.001833322225138545, 0.0037074419669806957, 0.003000008873641491, 0.001099002081900835, 0.0016813889378681779, 0.001307368976995349, 0.0010000000474974513, 0.0020848356653004885, 0.002578076208010316, 0.0028439813759177923, 0.002914644544944167, 0.004809845704585314, 0.00118078978266567, 0.0010000000474974513, 0.0010000000474974513, 0.0021751311141997576, 0.0013232147321105003, 0.0014689585659652948, 0.0016988820862025023]",702376,70,10
14286,False,-15.025710105895996,,-2.062637761569949,306.832053899765,1000020,-15.025725364685059,-15.025716781616211,-15.025754928588867,"[3.3568036556243896, -1.0390454530715942, 7.602542400360107, -0.08560606092214584, 8.399670600891113, 3.260216474533081, -5.751823902130127, -7.427296161651611, 0.08833470195531845, -7.900743007659912, 1.9456101655960083, -1.2922427654266357, 3.3082337379455566, -2.220141649246216, 3.918363571166992, -13.950600624084473, 8.021020889282227, 14.978670120239258, 6.206670761108398, -8.54984188079834, 0.0020043840631842613, 0.0010854211868718266, 0.0010000000474974513, 0.0010000000474974513, 0.0011571747018024325, 0.001957483822479844, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0011307072127237916, 0.001070505939424038, 0.0010000000474974513, 0.0010000000474974513, 0.0013516374165192246, 0.0010000000474974513, 0.0012953486293554306, 0.0010000000474974513, 0.0010000000474974513, 0.0011749117402359843]","[3.3552563190460205, -1.0392985343933105, 7.6017231941223145, -0.08502832800149918, 8.398419380187988, 3.260432720184326, -5.751214504241943, -7.425520420074463, 0.08603047579526901, -7.904297828674316, 1.9379836320877075, -1.2926294803619385, 3.314420223236084, -2.2151055335998535, 3.9224348068237305, -13.950798988342285, 8.021024703979492, 14.981100082397461, 6.205872535705566, -8.549922943115234, 0.0015954780392348766, 0.005393406376242638, 0.0010000000474974513, 0.002158269053325057, 0.0010000000474974513, 0.0023163456935435534, 0.003954477608203888, 0.0012825278099626303, 0.003948825411498547, 0.0029497684445232153, 0.0010000000474974513, 0.003313373075798154, 0.005501698702573776, 0.002253518905490637, 0.0019505637465044856, 0.0015094946138560772, 0.001629180391319096, 0.0010000000474974513, 0.001731769647449255, 0.0026272935792803764]",55329,70,10
14286,True,-1.7568914890289307,14350,-1.795055243162845,307.3950538635254,1000020,-1.756900668144226,-1.7568939924240112,-1.7569093704223633,"[1.2344352006912231, -3.9800071716308594, 1.0854384899139404, -5.7136383056640625, 10.104936599731445, 4.993616104125977, -2.896824359893799, 6.755222320556641, -0.47452524304389954, 10.542460441589355, -4.9996867179870605, 3.676964521408081, 11.348814964294434, -9.208773612976074, -3.881436347961426, -10.213305473327637, 12.208465576171875, 3.818775177001953, -8.554438591003418, 5.352528095245361, 0.0010000000474974513, 0.0013625913998112082, 0.0010000000474974513, 0.0016366586787626147, 0.0010000000474974513, 0.0011161109432578087, 0.0010000000474974513, 0.0010000000474974513, 0.0011577486293390393, 0.0010000000474974513, 0.001366119016893208, 0.0010000000474974513, 0.001737439539283514, 0.0013902669306844473, 0.0011419766815379262, 0.0010000000474974513, 0.0014384167734533548, 0.0010000000474974513, 0.0010000000474974513, 0.0010183141566812992]","[1.2372515201568604, -3.983858823776245, 1.0871838331222534, -5.7154927253723145, 10.102645874023438, 4.99360990524292, -2.899346113204956, 6.756311893463135, -0.4749408960342407, 10.541287422180176, -5.001400947570801, 3.678847312927246, 11.350157737731934, -9.21104621887207, -3.880692720413208, -10.216076850891113, 12.20662784576416, 3.8205671310424805, -8.557393074035645, 5.353170394897461, 0.0010000000474974513, 0.0013895205920562148, 0.0012369314208626747, 0.0010000000474974513, 0.0011852781753987074, 0.0015450238715857267, 0.002616419456899166, 0.0010000000474974513, 0.0010000000474974513, 0.0012868073536083102, 0.0010000000474974513, 0.0010000000474974513, 0.0020851758308708668, 0.0012990266550332308, 0.0019719048868864775, 0.0010000000474974513, 0.0012622128706425428, 0.0016619374509900808, 0.0024670991115272045, 0.0018004864687100053]",311698,70,10
14286,False,-3.3032760620117188,,-1.9777086354367244,307.17494893074036,1000020,-3.3032891750335693,-3.3032798767089844,-3.3032984733581543,"[-10.641152381896973, -2.5901036262512207, -3.3208019733428955, -3.9690921306610107, 7.440919399261475, -5.304289817810059, 6.8913893699646, -3.9287543296813965, -2.054183006286621, 13.255180358886719, 10.23781967163086, 7.4927592277526855, -14.560014724731445, 4.807879447937012, 3.06034517288208, -10.422357559204102, 1.3570339679718018, 4.950390815734863, 2.371582508087158, 5.980149269104004, 0.0013148697325959802, 0.0010066528338938951, 0.002073323354125023, 0.001213381183333695, 0.00134235096629709, 0.001600997056812048, 0.0011629319051280618, 0.0013345059705898166, 0.0010000000474974513, 0.0010000000474974513, 0.0010852606501430273, 0.0012041154550388455, 0.0010000000474974513, 0.0013342945603653789, 0.0010000000474974513, 0.0019519118359312415, 0.0010000000474974513, 0.001728858333081007, 0.0016402448527514935, 0.0024992667604237795]","[-10.639750480651855, -2.5898609161376953, -3.319692373275757, -3.9692935943603516, 7.437564849853516, -5.306097507476807, 6.8898491859436035, -3.9261865615844727, -2.054471015930176, 13.255389213562012, 10.238698959350586, 7.494436740875244, -14.557802200317383, 4.8088297843933105, 3.060617208480835, -10.419687271118164, 1.3570830821990967, 4.955508708953857, 2.372499465942383, 5.975520610809326, 0.0010000000474974513, 0.0010000000474974513, 0.001065293326973915, 0.0013935680035501719, 0.0010000000474974513, 0.0016642962582409382, 0.0010000000474974513, 0.0032943012192845345, 0.0013369560474529862, 0.0010208991589024663, 0.001448115799576044, 0.0013936805771663785, 0.0021964178886264563, 0.0010595452040433884, 0.0022148960269987583, 0.0016090798890218139, 0.0013709764461964369, 0.0013193506747484207, 0.0023954573553055525, 0.001383980386890471]",898688,70,10
14286,False,-2.2140426635742188,,-2.066782191571769,306.68552231788635,1000020,-2.2140560150146484,-2.214049816131592,-2.214071273803711,"[11.812833786010742, -9.46607494354248, -11.929311752319336, -23.626237869262695, 1.5388820171356201, 5.650208473205566, -7.409238338470459, -7.432951927185059, 5.8551764488220215, -8.19392204284668, 3.006089687347412, 5.353037357330322, -9.523113250732422, -16.741168975830078, 5.144073009490967, -11.023917198181152, -7.775291919708252, 5.771700382232666, -12.42149829864502, 22.585094451904297, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0012861088616773486, 0.0012465625768527389, 0.0011424603872001171, 0.001103373826481402, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0012355555081740022, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010947318514809012, 0.0010000000474974513, 0.0010000000474974513]","[11.81432819366455, -9.467684745788574, -11.927356719970703, -23.62639808654785, 1.5378870964050293, 5.644314289093018, -7.409127712249756, -7.435044765472412, 5.858207702636719, -8.19404411315918, 3.0137417316436768, 5.352941513061523, -9.521726608276367, -16.74095344543457, 5.142740249633789, -11.024645805358887, -7.773315906524658, 5.771968364715576, -12.420990943908691, 22.587488174438477, 0.001771249808371067, 0.0010000000474974513, 0.0018125135684385896, 0.0010000000474974513, 0.0015637637116014957, 0.0010000000474974513, 0.001245246035978198, 0.0010000000474974513, 0.002538758795708418, 0.0010000000474974513, 0.0015372042544186115, 0.0010000000474974513, 0.0010000000474974513, 0.0012537227012217045, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0013283875305205584]",626433,70,10
14286,False,-4.496013164520264,,-1.9993836619641967,305.8862578868866,1000020,-4.496031761169434,-4.4960222244262695,-4.496044635772705,"[0.4665544331073761, 8.058256149291992, 12.456999778747559, 16.332685470581055, -3.5154037475585938, 9.48520278930664, -0.17096607387065887, -4.0394816398620605, 27.054576873779297, -12.261322975158691, 0.8524080514907837, -2.9498543739318848, 1.685704231262207, 17.10860252380371, 3.9372096061706543, -3.170414447784424, 15.688603401184082, -7.653639793395996, 5.088274002075195, -2.233480930328369, 0.0014817286282777786, 0.0019446297083050013, 0.0010000000474974513, 0.0017116962699219584, 0.0015382335986942053, 0.0010000000474974513, 0.0017394906608387828, 0.0018456238321959972, 0.0010000000474974513, 0.001601260039024055, 0.0014150558272376657, 0.0010000000474974513, 0.001029572100378573, 0.0013617899967357516, 0.0013426406076177955, 0.0010305806063115597, 0.0010000000474974513, 0.0012659295462071896, 0.001408185577020049, 0.0012324280105531216]","[0.4644145667552948, 8.056836128234863, 12.45463752746582, 16.332599639892578, -3.5101447105407715, 9.484184265136719, -0.1721356362104416, -4.0363450050354, 27.05528450012207, -12.257467269897461, 0.8552930951118469, -2.954854726791382, 1.6863716840744019, 17.108097076416016, 3.9458913803100586, -3.171992778778076, 15.690730094909668, -7.652897357940674, 5.078979015350342, -2.227555751800537, 0.0033672840800136328, 0.0015543702756986022, 0.0010000000474974513, 0.0010000000474974513, 0.0015525628114119172, 0.002736334688961506, 0.0022178473882377148, 0.0015465772012248635, 0.0010000000474974513, 0.0010000000474974513, 0.002249789424240589, 0.0016866305377334356, 0.0015239709755405784, 0.0012022455921396613, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.002689265413209796, 0.00109917635563761, 0.0010000000474974513]",887047,70,10
14286,False,-5.2244696617126465,,-1.8298461289729195,307.3079397678375,1000020,-5.224502086639404,-5.224482536315918,-5.224534034729004,"[2.1298699378967285, 1.5348557233810425, 2.9822473526000977, 3.1532859802246094, 8.638665199279785, 3.249908685684204, -15.532422065734863, 0.8249248266220093, -12.284870147705078, -9.081985473632812, 7.405988693237305, -4.1686811447143555, 1.7697076797485352, 3.1585450172424316, 9.840044975280762, 15.897045135498047, -23.78950309753418, -5.762133598327637, 3.5589373111724854, 1.8742096424102783, 0.002166065853089094, 0.0014896757202222943, 0.0010000000474974513, 0.0010000000474974513, 0.002259064931422472, 0.0015273896278813481, 0.0014326764503493905, 0.0012239896459504962, 0.0015973306726664305, 0.0022780345752835274, 0.0024010210763663054, 0.0010000000474974513, 0.0013692649081349373, 0.0010000000474974513, 0.0018543088808655739, 0.0014585522003471851, 0.0010000000474974513, 0.0010000000474974513, 0.001551163149997592, 0.00157705950550735]","[2.1244912147521973, 1.5260344743728638, 2.9911317825317383, 3.1397507190704346, 8.635897636413574, 3.253559112548828, -15.530214309692383, 0.8274263739585876, -12.281634330749512, -9.086657524108887, 7.403904438018799, -4.1665496826171875, 1.7732164859771729, 3.168168067932129, 9.837562561035156, 15.897626876831055, -23.78835678100586, -5.763217449188232, 3.5596933364868164, 1.8837536573410034, 0.0057192835956811905, 0.006317611783742905, 0.0023458146024495363, 0.002520759589970112, 0.002669486915692687, 0.001876787282526493, 0.001449862844310701, 0.002065495355054736, 0.0027503259479999542, 0.0039058872498571873, 0.0016555616166442633, 0.0014656312996521592, 0.00414552167057991, 0.003018499119207263, 0.0017789416015148163, 0.001037186593748629, 0.0018660096684470773, 0.0016733270604163408, 0.004360363818705082, 0.0029945808928459883]",442106,70,10
14286,False,-12.324348449707031,,-1.9735948630726101,304.26105523109436,1000020,-12.324357032775879,-12.32435131072998,-12.324365615844727,"[-1.9465017318725586, -0.2655617296695709, 2.853778123855591, -1.4514946937561035, -3.303133487701416, -1.2434979677200317, -4.7777228355407715, -4.992298126220703, -0.13291989266872406, 7.5689616203308105, 6.498927116394043, 2.057529926300049, -6.121703147888184, 15.756572723388672, -11.925193786621094, 7.059346675872803, -0.5394018888473511, 1.2836790084838867, 4.5879597663879395, -1.3806878328323364, 0.0021583440247923136, 0.0016677628736943007, 0.0010769981890916824, 0.0010000000474974513, 0.0018641576170921326, 0.0010734278475865722, 0.0010000000474974513, 0.0015542508335784078, 0.0014679322484880686, 0.0012792360503226519, 0.0010000000474974513, 0.001017305999994278, 0.0016225796425715089, 0.0015824571019038558, 0.0013780406443402171, 0.0011188409989699721, 0.0018902745796367526, 0.0016633985796943307, 0.00111382023897022, 0.001337777590379119]","[-1.9449620246887207, -0.2676686942577362, 2.8508026599884033, -1.452821969985962, -3.3058972358703613, -1.2430734634399414, -4.779880046844482, -4.994045257568359, -0.13357321918010712, 7.570634841918945, 6.500056743621826, 2.055546760559082, -6.120723724365234, 15.757767677307129, -11.924516677856445, 7.059112548828125, -0.5367788076400757, 1.287742257118225, 4.586956977844238, -1.3790571689605713, 0.0014266778016462922, 0.001151476171799004, 0.0014474043855443597, 0.0010000000474974513, 0.001866528415121138, 0.0012525193160399795, 0.0015575451543554664, 0.0015457422705367208, 0.0011127111501991749, 0.0010000000474974513, 0.0021407424937933683, 0.001415278296917677, 0.0012941864551976323, 0.0010000000474974513, 0.0010000000474974513, 0.001300024101510644, 0.001365469885058701, 0.0012018918059766293, 0.0010822063777595758, 0.0010000000474974513]",135863,70,10
