NC,T0,max_iterations,alpha,eps,delta,success_rate,elapsed_time
10,False,100.0,100,0.875,1e-06,0.001,100,-0.29432554779290615,4.264634794796644,10.33087011435927,4.377793312072754,2311
10,False,100.0,100,0.875,1e-06,0.001,100,-1.987301683255983,7.119382616446787,13.493381373857005,4.363847970962524,6658
10,False,100.0,100,0.875,1e-06,0.001,100,0.30358736128297004,4.179436785370227,11.80670870212488,4.396663188934326,5674
10,False,100.0,100,0.875,1e-06,0.001,100,0.004822693932380749,4.4906875263804675,9.03951135006436,4.425930023193359,5870
10,False,100.0,100,0.875,1e-06,0.001,100,-4.012830842374478,9.72795378802754,20.14172380004311,4.397008180618286,10690
10,False,100.0,100,0.875,1e-06,0.001,100,-0.9942001392673975,4.7577425010107595,11.80670870212488,4.3903350830078125,3324
10,False,100.0,100,0.875,1e-06,0.001,100,0.02971082152836219,4.15651000153725,10.33087011435927,4.433848142623901,5108
10,False,100.0,100,0.875,1e-06,0.001,100,-0.585601965165881,8.362959781251073,17.62400832503772,4.406982421875,2872
10,False,100.0,100,0.875,1e-06,0.001,100,-2.92329478393233,6.566888877531804,13.493381373857005,4.33003830909729,5068
10,False,100.0,100,0.875,1e-06,0.001,100,-0.5518782533459659,8.060830844341803,15.421007284408006,4.380819320678711,2412
10,False,100.0,100,0.875,1e-06,0.001,100,-0.9327549231527409,4.990296378756569,13.493381373857005,4.430306434631348,13108
10,False,100.0,100,0.875,1e-06,0.001,100,0.0006513791906147248,5.144975122392227,10.33087011435927,4.362736701965332,4457
10,False,100.0,100,0.875,1e-06,0.001,100,-0.8196941623006913,9.245106288835958,17.62400832503772,4.379450798034668,13078
10,True,100.0,100,0.875,1e-06,0.001,100,0.8437850731812265,2.9081241185613242,4.636446144425406,4.388067960739136,12302
10,False,100.0,100,0.875,1e-06,0.001,100,-0.23478200823516843,4.021314670696246,6.055766392718898,4.360429286956787,12721
10,False,100.0,100,0.875,1e-06,0.001,100,-0.8301039761942558,4.590933650022514,15.421007284408006,4.427989959716797,8744
10,False,100.0,100,0.875,1e-06,0.001,100,-0.48584899250566715,3.841615633638571,9.03951135006436,4.344013452529907,1999
10,False,100.0,100,0.875,1e-06,0.001,100,1.6800731248736418,3.5511681831524826,7.909572431306316,4.41845965385437,14552
10,True,100.0,100,0.875,1e-06,0.001,100,1.5514197389210258,3.128414705947155,4.636446144425406,4.440786600112915,5902
10,False,100.0,100,0.875,1e-06,0.001,100,-1.2514919700559788,4.87277542748164,11.80670870212488,4.452826738357544,2498
10,True,100.0,100,0.875,1e-06,0.001,100,-0.051782595358842796,2.6596351669010776,6.920875877393026,4.482540130615234,13335
10,False,100.0,100,0.875,1e-06,0.001,100,3.1082206155820398,5.6850661871162735,4.05689037637223,4.707363128662109,2561
10,False,100.0,100,0.875,1e-06,0.001,100,1.9386313862420306,6.485744138500222,10.33087011435927,4.469349384307861,11722
10,False,100.0,100,0.875,1e-06,0.001,100,0.6200200889594044,4.512384525991083,13.493381373857005,4.403352499008179,12619
10,False,100.0,100,0.875,1e-06,0.001,100,-0.8959232725029566,5.400063876994937,15.421007284408006,4.414584636688232,8060
10,True,100.0,100,0.875,1e-06,0.001,100,1.4311134681187037,2.4674350661296045,3.1060566944099888,4.400548696517944,10088
10,False,100.0,100,0.875,1e-06,0.001,100,0.09788778610530198,6.670048012529781,13.493381373857005,4.419266700744629,14995
10,False,100.0,100,0.875,1e-06,0.001,100,-6.679761791974215,10.373880551920363,26.307557616382837,4.437281847000122,10875
