NC,satisfactory_result,T0,max_iterations,alpha,eps,delta,i_final,final_J,final_D,target_D,final_T,elapsed_time,seed,
10,True,100.0,228,0.97,0.000001,1,228,1.6747046722686356,2.6784397851033845,,7.065467143931313,11.94028639793396,7231,
10,False,100.0,228,0.97,0.000001,1,228,-0.2347052478082829,3.9679580774679852,,10.822724453081035,12.026558637619019,13581,
10,False,100.0,228,0.97,0.000001,1,228,0.5325814042117445,4.164634946722882,,7.741509986524543,12.048669576644897,1838,
10,False,100.0,228,0.97,0.000001,1,228,1.7508329827092421,3.64166058063182,,9.581280142923822,11.530463933944702,13437,
10,False,100.0,228,0.97,0.000001,1,228,2.715767478710333,4.5192780600843845,,5.88533633264044,11.474578380584717,7252,
10,False,100.0,228,0.94,0.000001,1,209,9.139960780670842,9.21125279294082,,1.0267416186689107,10.737874984741211,7312,
10,True,100.0,228,0.94,0.000001,1,228,1.875465630818575,2.102977040898408,,3.3268402561233565,11.52734637260437,15418,
10,True,100.0,228,0.94,0.000001,1,211,2.6804663981279733,2.737516506791988,,1.0267416186689107,10.980702638626099,11247,
10,True,100.0,228,0.94,0.000001,1,228,2.8786919083754703,2.954508849887794,,1.0267416186689107,11.923366785049438,2935,
10,True,100.0,228,0.94,0.000001,1,222,3.1221744885716447,3.2176682139077104,,1.0267416186689107,11.345551252365112,11872,
10,True,100.0,228,0.94,0.000001,1,227,1.913235245075179,1.9198768808000146,,1.0267416186689107,12.242668628692627,3430,
10,True,100.0,228,0.94,0.000001,1,208,1.9617681464286512,1.9827357179138807,,1.0267416186689107,10.462793111801147,7615,
10,True,100.0,228,0.94,0.000001,1,228,2.730554006905717,2.8211071529753844,,1.1619982103541315,12.010958194732666,3076,
10,True,100.0,228,0.94,0.000001,1,228,1.8670996344807598,1.9601700695086628,,1.3150726690291215,12.120476245880127,14349,
10,True,100.0,228,0.94,0.000001,1,189,1.9580012415146735,1.9602914386922388,,1.0267416186689107,9.949439764022827,5922,
10,True,100.0,228,0.94,0.000001,1,223,1.668585156582712,1.7858672516517653,,1.0267416186689107,11.524521589279175,14951,
10,True,100.0,228,0.94,0.000001,1,228,1.910938430591703,1.9831825562415792,,1.3990134776905547,11.445298910140991,15342,
10,False,100.0,228,0.94,0.000001,1,209,3.9653790736422514,4.1575250728231605,,1.0267416186689107,10.460598707199097,8786,
10,True,100.0,228,0.94,0.000001,1,209,1.8293836971073802,1.8737204178234192,,1.0267416186689107,10.481598377227783,4866,
10,True,100.0,228,0.94,0.000001,1,228,2.2443383432254143,2.3983093453416275,,1.0922783177328836,11.371232986450195,1754,
10,True,100.0,228,0.94,0.000001,1,222,1.8030155035463196,1.8285628417401727,,1.0267416186689107,11.123395681381226,9390,
10,True,100.0,228,0.94,0.000001,1,212,1.6012282076695497,1.7045852310944807,,1.0267416186689107,10.38193416595459,10133,
10,True,100.0,228,0.94,0.000001,1,228,1.7634747951882679,1.990638618369207,,1.5833108620309584,11.298783540725708,4977,
10,True,100.0,228,0.94,0.000001,1,213,1.9203459751023897,1.9329484191454416,,1.0267416186689107,10.626576662063599,8598,
10,True,100.0,228,0.94,0.000001,1,212,1.815093701626142,1.8649897974906273,,1.0267416186689107,10.552654504776001,6650,
10,False,100.0,228,0.94,0.000001,1,201,4.153711774978229,4.266151939689612,,1.0267416186689107,9.954654455184937,13355,
10,True,100.0,228,0.94,0.000001,1,228,2.110149490725481,2.6853941016029923,,3.3268402561233565,11.421454668045044,3920,
10,False,100.0,228,0.94,0.000001,1,228,3.3583730809939802,3.597738499462916,,1.9062621746036026,11.265641212463379,3235,
10,True,100.0,228,0.94,0.000001,1,228,3.092877112695097,3.1849610328355737,,1.3150726690291215,11.3155837059021,13792,
10,True,100.0,228,0.94,0.000001,1,227,3.3675443663845734,3.495116633984284,,1.0267416186689107,11.266072750091553,12946,
10,True,100.0,228,0.94,0.000001,1,187,1.8678983507290103,1.8711597884365354,,1.0267416186689107,9.221264362335205,8144,
10,True,100.0,228,0.94,0.000001,1,209,1.8684888348743327,1.9327266809778543,,1.0267416186689107,10.335759162902832,10217,
10,True,100.0,228,0.94,0.000001,1,207,1.8848814411867845,1.9299364394927307,,1.0267416186689107,10.170416116714478,3698,
10,True,100.0,228,0.94,0.000001,1,213,1.6475790675422335,1.7472080145224185,,1.0267416186689107,10.403217077255249,3805,
10,True,100.0,228,0.94,0.000001,1,228,2.712047718408563,2.800500724755404,,1.3990134776905547,11.243534803390503,13062,
10,False,100.0,228,0.94,0.000001,1,211,3.3266113716839274,3.3836104943900263,,1.0267416186689107,10.449840307235718,9190,
10,True,100.0,228,0.94,0.000001,1,228,2.0062086147461806,2.366801557533424,,2.441581445851177,11.338191747665405,11782,
10,True,100.0,228,0.94,0.000001,1,217,2.56440057779097,2.6466064125914204,,1.0267416186689107,10.718029499053955,12278,
10,False,100.0,228,0.94,0.000001,1,180,8.524340272719469,8.828609402758099,,1.0267416186689107,8.919338941574097,9704,
10,True,100.0,228,0.94,0.000001,1,209,1.837978215560087,1.8508914254136841,,1.0267416186689107,10.315008878707886,2574,
10,False,100.0,100,0.97,0.000001,1,100,-12.306080627389456,15.13915342087784,,30.485802824652836,4.344334602355957,0,3.2871244314000334
10,False,100.0,100,0.94,0.000001,1,100,-5.0955652840475745,9.598602108776863,,21.291013728972384,4.336967945098877,0,3.2871244314000334
10,False,100.0,100,0.9099999999999999,0.000001,1,100,-2.485051279952967,6.3527244978958635,,16.66427615935995,4.377725839614868,0,3.2871244314000334
10,False,100.0,100,0.88,0.000001,1,100,-0.7480432601669409,4.655400292491787,,12.933699143209912,4.320374250411987,0,3.2871244314000334
10,False,100.0,100,0.85,0.000001,1,100,-1.31569390725291,5.089327150525235,,14.224175713617207,4.306787014007568,0,3.2871244314000334
10,False,268.26957952797244,100,0.97,0.000001,1,100,-65.1270424517746,56.49853387553051,,70.23081953281833,4.336279630661011,0,3.2871244314000334
10,False,268.26957952797244,100,0.94,0.000001,1,100,-16.32537909175052,19.18315897951974,,34.816939862579105,4.329861402511597,0,3.2871244314000334
10,False,268.26957952797244,100,0.9099999999999999,0.000001,1,100,-3.6541573899926054,8.71819630717653,,19.1306802759073,4.3010969161987305,0,3.2871244314000334
10,False,268.26957952797244,100,0.88,0.000001,1,100,-1.9013571782260006,7.092437150926686,,16.113512335335518,4.380484104156494,0,3.2871244314000334
10,False,268.26957952797244,100,0.85,0.000001,1,100,-2.6241714729176295,6.463767451223291,,16.93141153143747,4.336439847946167,0,3.2871244314000334
10,False,719.6856730011522,100,0.97,0.000001,1,100,-255.65570677120851,128.40669246352283,,166.7961806941733,4.270405054092407,0,3.2871244314000334
10,False,719.6856730011522,100,0.94,0.000001,1,100,-49.203211452184895,48.35663111444765,,60.56992015033102,4.392460823059082,0,3.2871244314000334
10,False,719.6856730011522,100,0.9099999999999999,0.000001,1,100,-16.692998971792612,19.598860586686627,,35.193901274009356,4.263525009155273,0,3.2871244314000334
10,False,719.6856730011522,100,0.88,0.000001,1,100,-6.1578679622117045,10.35585551790553,,22.812611537473565,4.22877836227417,0,3.2871244314000334
10,False,719.6856730011522,100,0.85,0.000001,1,100,-1.4388217338421507,5.388781396350567,,14.561196891331862,4.3667988777160645,0,3.2871244314000334
10,False,1930.6977288832495,100,0.97,0.000001,1,100,-901.9158910885548,128.40669246353733,,447.46341261697575,4.361431360244751,0,3.2871244314000334
10,False,1930.6977288832495,100,0.94,0.000001,1,100,-99.66267010342322,128.40668988257417,,99.049265300393,4.4444286823272705,0,3.2871244314000334
10,False,1930.6977288832495,100,0.9099999999999999,0.000001,1,100,-38.89176781797485,40.075990224021226,,53.61510908218806,4.31971287727356,0,3.2871244314000334
10,False,1930.6977288832495,100,0.88,0.000001,1,100,-13.986964116691777,16.178002522006985,,32.29682233949991,4.399107217788696,0,3.2871244314000334
10,False,1930.6977288832495,100,0.85,0.000001,1,100,0.12891551195772916,6.570394860343921,,12.522786686416994,4.3922131061553955,0,3.2871244314000334
10,False,5179.474679231213,100,0.97,0.000001,1,100,-2635.635370213407,128.40669246353733,,1200.4082155690792,4.330491542816162,0,3.2871244314000334
10,False,5179.474679231213,100,0.94,0.000001,1,100,-483.43402534255443,128.40669246353724,,265.7190475469104,4.390370607376099,0,3.2871244314000334
10,False,5179.474679231213,100,0.9099999999999999,0.000001,1,100,-27.090948116410257,97.88778068901523,,61.55043879497435,4.338712930679321,0,3.2871244314000334
10,False,5179.474679231213,100,0.88,0.000001,1,100,-21.843522042251752,25.031902333896355,,40.23715407303918,4.376789093017578,0,3.2871244314000334
10,False,5179.474679231213,100,0.85,0.000001,1,100,-4.636274313211626,9.373559230838186,,20.631423247343808,4.358582019805908,0,3.2871244314000334
10,False,13894.95494373136,100,0.97,0.000001,1,100,-7286.677327056192,128.4066924635373,,3220.330072526403,4.407914161682129,0,3.2871244314000334
10,False,13894.95494373136,100,0.94,0.000001,1,100,-1512.9758285757928,128.40669246353733,,712.8433715798292,4.433009147644043,0,3.2871244314000334
10,False,13894.95494373136,100,0.9099999999999999,0.000001,1,100,-217.58021345485824,128.40669246353306,,150.26020405113852,4.507558584213257,0,3.2871244314000334
10,False,13894.95494373136,100,0.88,0.000001,1,100,-43.331280579649516,46.55918998183272,,56.965517271414946,4.369949817657471,0,3.2871244314000334
10,False,13894.95494373136,100,0.85,0.000001,1,100,-15.54361027269691,18.042495414775352,,33.99048757036883,4.324706077575684,0,3.2871244314000334
10,False,37275.93720314938,100,0.97,0.000001,1,100,-19167.235586723593,128.4066924635393,,8379.990966630055,4.392873287200928,0,3.2871244314000334
10,False,37275.93720314938,100,0.94,0.000001,1,100,-4010.7234959160382,128.4066924635388,,1797.6014006924177,4.330280542373657,0,3.2871244314000334
10,False,37275.93720314938,100,0.9099999999999999,0.000001,1,100,-799.7709252655836,128.40669246353733,,403.10241760586314,4.351039171218872,0,3.2871244314000334
10,False,37275.93720314938,100,0.88,0.000001,1,100,-57.29357258463145,128.40669214426973,,80.64860034855779,4.376049995422363,0,3.2871244314000334
10,False,37275.93720314938,100,0.85,0.000001,1,100,-30.625566424207424,33.40986025212292,,47.59973399349099,4.370660066604614,0,3.2871244314000334
10,False,100000.0,100,0.97,0.000001,1,100,-51635.9317171335,128.4066924635392,,22480.966530660542,4.412871360778809,0,3.2871244314000334
10,False,100000.0,100,0.94,0.000001,1,100,-10975.620460017739,128.4066924635391,,4822.417719226498,4.386732578277588,0,3.2871244314000334
10,False,100000.0,100,0.9099999999999999,0.000001,1,100,-2137.509862579207,128.40669246353903,,984.0750563082908,4.345876216888428,0,3.2871244314000334
10,False,100000.0,100,0.88,0.000001,1,100,-309.9893490653816,128.40669246353593,,190.39298172423855,4.317650556564331,0,3.2871244314000334
10,False,100000.0,100,0.85,0.000001,1,100,-14.07876006223233,73.58686417945844,,48.16033604114779,4.3828065395355225,0,3.2871244314000334
10,True,100.0,228,0.97,0.000001,1,228,0.959489572484272,2.927721296536289,,7.741509986524543,9.958333730697632,0,3.2871244314000334
10,True,100.0,228,0.94,0.000001,1,217,1.8177685401375208,1.8371940807247733,,1.0267416186689107,10.799590110778809,0,3.2871244314000334
11,True,100.0,228,0.94,0.000001,1,200,2.0362798072978743,2.0556653257146853,,1.0267416186689107,11.862033605575562,1390,
11,False,100.0,228,0.94,0.000001,1,191,5.282607177910358,5.348082975947504,,1.0267416186689107,11.366905212402344,4534,
11,True,100.0,228,0.94,0.000001,1,225,2.9268963540372,3.002517484878748,,1.0267416186689107,13.540467977523804,5718,
11,False,100.0,228,0.94,0.000001,1,218,4.734534823835836,4.833485389442825,,1.0267416186689107,13.023741006851196,9692,
11,True,100.0,228,0.94,0.000001,1,228,2.5024755322398873,2.6318313139861944,,1.0267416186689107,13.691432476043701,6585,
11,True,100.0,228,0.94,0.000001,1,195,2.9807857633008945,3.025735772386298,,1.0267416186689107,11.697477579116821,5451,
11,True,100.0,228,0.94,0.000001,1,228,1.5426121804106152,2.308145788076079,,3.127229840755955,13.751986742019653,741,
11,True,100.0,228,0.94,0.000001,1,217,1.6771138652080062,1.7701574468022203,,1.0267416186689107,12.983907461166382,3878,
11,False,100.0,228,0.94,0.000001,1,228,3.3251788679733996,3.920579106695534,,4.0054229989060195,13.67676854133606,12707,
11,True,100.0,228,0.94,0.000001,1,226,3.464162194475561,3.5185990268846696,,1.0267416186689107,13.426512956619263,2786,
11,True,100.0,228,0.94,0.000001,1,210,1.5477704409637387,1.8150470580561855,,1.0267416186689107,12.457095384597778,7993,
11,True,100.0,228,0.94,0.000001,1,228,1.6526622597208032,3.3944185958215343,,10.132825956607121,13.630264043807983,6608,
11,True,100.0,228,0.94,0.000001,1,228,1.7858915190653222,1.8969994714601663,,1.3990134776905547,13.656535625457764,6713,
11,True,100.0,228,0.94,0.000001,1,228,1.817913722999296,1.867119184387665,,1.3990134776905547,13.458861351013184,4943,
11,True,100.0,228,0.94,0.000001,1,228,1.8919749719535548,1.9050026719426478,,1.9062621746036026,13.59072732925415,4880,
11,False,100.0,228,0.94,0.000001,1,216,6.577837486249898,6.6426277669534075,,1.0267416186689107,12.840495824813843,5168,
11,True,100.0,228,0.94,0.000001,1,228,3.4327145140284943,3.510614220391067,,1.236168308887374,13.613434553146362,12604,
11,True,100.0,228,0.94,0.000001,1,213,1.8770196378467747,1.8890418178215607,,1.0267416186689107,12.820826530456543,11294,
11,True,100.0,228,0.94,0.000001,1,206,1.8812315353359426,1.899067300620055,,1.0267416186689107,12.32136344909668,5369,
11,True,100.0,228,0.94,0.000001,1,209,1.912285381333872,1.916634945221382,,1.0267416186689107,12.45119833946228,10381,
11,True,100.0,228,0.94,0.000001,1,228,1.6905564627483587,2.068560330856226,,2.9395960503105973,13.619796991348267,4316,
11,True,100.0,228,0.94,0.000001,1,228,1.9055114225427865,2.094029279606051,,3.127229840755955,13.577353477478027,555,
11,True,100.0,228,0.94,0.000001,1,228,1.7490395435014228,2.047614806555434,,1.9062621746036026,13.598822593688965,12838,
11,True,100.0,228,0.94,0.000001,1,228,1.852021784222783,1.8661780741789773,,1.1619982103541315,13.641915798187256,8006,
11,False,100.0,228,0.94,0.000001,1,228,6.862623338134301,7.031215036743313,,1.3990134776905547,13.662089347839355,3784,
11,False,100.0,228,0.94,0.000001,1,213,3.8408439545976027,3.908793632029316,,1.0267416186689107,12.7377290725708,7721,
11,False,100.0,228,0.94,0.000001,1,222,4.110587070825669,4.207223391098411,,1.0267416186689107,13.242480754852295,12892,
11,True,100.0,228,0.94,0.000001,1,221,1.8135780098236614,1.9640589728904747,,1.0267416186689107,13.167559146881104,6659,
11,True,100.0,228,0.94,0.000001,1,228,2.8536265304135333,3.0054181845274113,,2.027938483620854,13.685168504714966,13713,
11,False,100.0,228,0.94,0.000001,1,228,6.312041134009558,10.56916553522479,,10.132825956607121,13.54092264175415,664,
11,True,100.0,228,0.94,0.000001,1,222,1.7189046073019612,1.8086270659391102,,1.0267416186689107,13.206928491592407,10736,
11,True,100.0,228,0.94,0.000001,1,207,1.8300653424740674,1.885621500922447,,1.0267416186689107,12.444300889968872,14478,
