gen_n,eval_counter,iter_time,gen_best_fit,gen_mean_fit,gen_worst_fit,gen_best_idv
0,750,0.22235918045043945,-88.9077377319336,-92.5511245727539,-94.0029067993164,"[1.868065595626831, 0.5009856224060059, 1.1863791942596436, -1.0425642728805542, 0.4582541584968567, -5.620595932006836, -0.15512292087078094, 0.32022085785865784, -0.5657498240470886, 0.8293413519859314, 0.39167335629463196, -0.19203586876392365, -0.28182342648506165, -0.31644025444984436, -0.9552558660507202, -0.3441241979598999, 1.314819574356079, -1.1276298761367798, -0.1904590129852295, -0.8528562784194946, 0.18314939737319946, 1.99562406539917, -1.1020101308822632, 0.7525387406349182, -6.238486289978027, 0.6082026958465576, 1.6567951440811157, 0.35943517088890076, 0.1163133978843689, 2.5485405921936035, -1.6722227334976196, 0.40422672033309937, 0.4734637141227722, -0.06312500685453415, 0.6290302872657776, -0.1300947070121765, -0.05318811535835266, 0.1830076277256012, -1.3563311100006104, 0.2142212986946106, 1.0591071844100952, 0.19925327599048615, 0.08928907662630081, 0.0010000000474974513, 0.0010000000474974513, 2.884540557861328, 0.0010000000474974513, 0.26905229687690735, 0.0010000000474974513, 0.9153332114219666, 0.0010000000474974513, 0.020837480202317238, 1.2453346252441406, 0.0010000000474974513, 1.5068676471710205, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.4708689749240875, 0.13217055797576904, 0.0010000000474974513, 0.5309156179428101, 0.0010000000474974513, 0.0010000000474974513, 2.9720444679260254, 1.4262382984161377, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.04322286695241928, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 1.172091007232666, 0.7758634090423584, 0.9335971474647522, 0.0010000000474974513, 0.0010000000474974513, 0.37775903940200806]"
1,1500,0.22068309783935547,-84.36735534667969,-90.25109100341797,-93.49349975585938,"[-1.187892198562622, 0.8444896340370178, 1.3040509223937988, -0.21601134538650513, -3.5278067588806152, -6.799258708953857, -0.1537024825811386, 0.3997405767440796, -0.5618873238563538, 1.37444007396698, -0.03848177194595337, -0.17218312621116638, -0.5992028713226318, 1.2579760551452637, 2.2101497650146484, 0.2122858464717865, 1.3142366409301758, -1.126309871673584, 0.32774657011032104, -0.563092827796936, 0.4350861608982086, -0.187582328915596, 0.8213763236999512, 0.751983642578125, -9.52444076538086, 0.23815765976905823, 1.6558157205581665, 0.35921111702919006, 0.1170399859547615, 2.526054620742798, -1.8788813352584839, 0.3451617360115051, 0.4250614047050476, -0.06056905910372734, 0.24023064970970154, 0.06855419278144836, -0.08213280141353607, -0.027146413922309875, -1.24512779712677, -0.7012348771095276, 1.9345903396606445, 0.21498577296733856, 0.08627551048994064, 0.0018130461685359478, 1.6352815628051758, 4.150179862976074, 0.0010759372962638736, 0.43771106004714966, 0.0017711735563352704, 0.7393491268157959, 0.3948799669742584, 0.01753711886703968, 1.5593318939208984, 0.20834465324878693, 2.8186028003692627, 0.29574814438819885, 0.0020339228212833405, 0.0019395228009670973, 0.37660181522369385, 0.12780441343784332, 0.8706987500190735, 0.4632206857204437, 0.0015654349699616432, 0.001719477935694158, 3.702014207839966, 2.5476326942443848, 0.0016105088870972395, 0.0012541265459731221, 0.0019903110805898905, 0.1566527783870697, 0.503150224685669, 0.24448837339878082, 0.3571888506412506, 0.0020223213359713554, 1.4237202405929565, 1.661296010017395, 0.7339253425598145, 0.0016540952492505312, 0.24468228220939636, 0.42178624868392944]"
2,2250,0.26852989196777344,-75.22150421142578,-86.46062469482422,-93.16402435302734,"[-1.2493401765823364, 0.5262404680252075, 0.6351569890975952, -0.13179275393486023, -2.4053618907928467, -13.132387161254883, 0.15958118438720703, 0.38535499572753906, -0.7750710248947144, 1.839383602142334, 0.7800085544586182, 0.279369592666626, 0.35890287160873413, -0.1721341460943222, 0.050580620765686035, -0.34298574924468994, 1.3150891065597534, 2.1068763732910156, 0.12432785332202911, -1.2901158332824707, 16.67440414428711, 1.6547040939331055, -1.2646818161010742, 2.29198956489563, -8.285433769226074, -0.4133920669555664, 1.8968032598495483, 0.3604586124420166, -7.556013107299805, -0.052338242530822754, -0.10872042924165726, -1.7033509016036987, 1.017958164215088, 0.43557214736938477, -1.4779365062713623, -1.8192830085754395, -0.3087482452392578, 0.18519939482212067, 0.6216103434562683, 1.4388285875320435, 1.4268765449523926, 0.2277965098619461, 0.600788950920105, 0.0027658087201416492, 2.9884798526763916, 3.7763028144836426, 1.3493379354476929, 2.221428871154785, 0.0030133859254419804, 1.9471766948699951, 0.33839669823646545, 1.9613456726074219, 0.6920363306999207, 0.36188435554504395, 0.8726971745491028, 0.0022900933399796486, 0.0024761303793638945, 0.0027408134192228317, 0.38217464089393616, 0.4970146119594574, 5.66131591796875, 2.0957491397857666, 1.2304768562316895, 1.3295849561691284, 3.5169100761413574, 2.3000807762145996, 0.7584969401359558, 0.003695811377838254, 1.885819673538208, 1.1321958303451538, 0.0020730912219733, 1.3008525371551514, 0.0019325085449963808, 0.6718592047691345, 1.4166971445083618, 1.2739636898040771, 1.1187376976013184, 0.0021814557258039713, 0.0022701784037053585, 0.8411722183227539]"
3,3000,0.23675274848937988,-65.9742202758789,-82.51449584960938,-90.6576156616211,"[-0.07192564010620117, 0.13162168860435486, 2.700749397277832, 0.28695037961006165, 11.614518165588379, -10.604860305786133, 3.954468250274658, 4.246245384216309, -0.49200439453125, 2.4922022819519043, 1.151679277420044, -0.6200729012489319, -2.6950011253356934, -0.11550376564264297, 1.46768057346344, -0.3431980609893799, 1.316367506980896, -1.036198616027832, -0.12062759697437286, -1.375359058380127, 21.891691207885742, 4.090353012084961, -0.8160895705223083, 2.616565704345703, 2.7095272541046143, -1.0501973628997803, 1.320703148841858, 0.4083154499530792, -8.29054069519043, -4.1218061447143555, 1.9273399114608765, -0.4154331684112549, -1.7355315685272217, 1.4326064586639404, 1.23003089427948, -1.217022180557251, -1.2358543872833252, 0.803108274936676, 0.14824730157852173, 1.8402998447418213, 1.0577516555786133, 0.42311233282089233, 0.40347009897232056, 0.33098527789115906, 2.081284761428833, 4.421009540557861, 1.012135624885559, 2.1713671684265137, 0.49519938230514526, 1.3652920722961426, 0.8766147494316101, 1.2813740968704224, 1.4589489698410034, 0.15127602219581604, 0.826327919960022, 0.0018227266846224666, 0.0049879527650773525, 0.0019532956648617983, 0.39783018827438354, 0.18281789124011993, 4.474972248077393, 1.8265008926391602, 0.8387503623962402, 0.5724942088127136, 3.324772596359253, 1.8972115516662598, 0.36794936656951904, 0.09394095838069916, 0.959097146987915, 1.4555493593215942, 0.3476252853870392, 0.20268972218036652, 0.054909199476242065, 1.0499171018600464, 0.9460405111312866, 1.3411308526992798, 1.0680712461471558, 0.1069769412279129, 0.2645878791809082, 0.35259658098220825]"
4,3750,0.18878579139709473,-62.04140090942383,-74.29218292236328,-87.48994445800781,"[7.697096347808838, 0.627926230430603, -1.2460817098617554, -0.139556884765625, -8.392861366271973, -25.388654708862305, -2.2381598949432373, 2.5096030235290527, -1.5818403959274292, 0.2668970227241516, 0.5977650880813599, 0.8593501448631287, -0.8907012939453125, 1.7932466268539429, -0.6392990350723267, 0.18915678560733795, 1.2107422351837158, -1.0401594638824463, -0.7836326360702515, -0.577557384967804, 24.5523681640625, -0.3663814961910248, -1.5801599025726318, 0.9859750866889954, -10.810710906982422, -0.41560816764831543, 1.4415416717529297, 2.9593381881713867, -6.473487377166748, -7.0924835205078125, 2.272082805633545, 0.698333740234375, 1.025619387626648, -0.35723376274108887, -3.3708081245422363, -2.2799322605133057, 0.9734417200088501, -0.16951002180576324, 3.0281190872192383, 2.474881172180176, 1.0198593139648438, 0.146470308303833, 0.725888729095459, 0.1280677318572998, 1.8945493698120117, 3.693352460861206, 0.8394373059272766, 1.0328470468521118, 0.21514426171779633, 0.4616680145263672, 1.033447504043579, 0.2518734037876129, 0.6286516785621643, 0.14441727101802826, 0.7069714069366455, 0.08462153375148773, 0.16798697412014008, 0.004076619166880846, 0.2657122313976288, 0.15097162127494812, 1.6584932804107666, 1.3498808145523071, 0.15480126440525055, 0.2667751610279083, 3.40716814994812, 2.0404164791107178, 0.15687456727027893, 0.3188070058822632, 0.6002814769744873, 0.6089392900466919, 0.6783566474914551, 0.9004771709442139, 0.005295268259942532, 1.5449174642562866, 0.8546227812767029, 1.5664193630218506, 0.29376617074012756, 0.07317472249269485, 1.0069133043289185, 0.6814783811569214]"
5,4500,0.23495244979858398,-56.900264739990234,-67.53469848632812,-79.552490234375,"[-1.324196457862854, 0.8578190803527832, 1.362525224685669, 0.5580840110778809, 12.064738273620605, -14.129716873168945, 0.19349756836891174, 4.0558905601501465, 10.738075256347656, 4.4911885261535645, 0.9407452344894409, 0.03376540541648865, -4.376742362976074, 1.064272165298462, -0.37206918001174927, -1.0919783115386963, 0.8465321660041809, 2.1063830852508545, 1.3006818294525146, -1.5672506093978882, 24.653446197509766, 1.1087104082107544, -0.4859893023967743, 1.533239722251892, -13.626863479614258, 3.350036382675171, -0.21004852652549744, -0.8554570078849792, -9.709832191467285, -12.681107521057129, 0.9146618247032166, -3.603306293487549, 1.6831088066101074, -7.931385517120361, 5.737920761108398, -1.4253309965133667, 1.741884469985962, 0.19513095915317535, 0.6195116639137268, 2.1065940856933594, 0.8850634098052979, 0.20557720959186554, 0.3962750732898712, 0.08715897053480148, 1.0237157344818115, 0.10831289738416672, 0.5435385704040527, 0.12616269290447235, 0.3267900347709656, 0.644103467464447, 0.26127445697784424, 0.5714181661605835, 0.7099196314811707, 0.2481568306684494, 0.14966809749603271, 0.10603810101747513, 0.030040793120861053, 0.0014800889184698462, 0.21406204998493195, 0.23059092462062836, 1.3649765253067017, 0.6483146548271179, 0.312320351600647, 0.2817503809928894, 1.3027011156082153, 0.5614662170410156, 0.15271273255348206, 0.1263747364282608, 0.9951170086860657, 0.45513197779655457, 0.18813902139663696, 0.46166372299194336, 0.28351593017578125, 0.4560323655605316, 0.5115815997123718, 0.4228890538215637, 0.5313006639480591, 0.19544491171836853, 0.05572899803519249, 0.5445423722267151]"
6,5250,0.20963501930236816,-54.22527313232422,-62.673370361328125,-75.91972351074219,"[-12.674059867858887, 0.3214385509490967, -4.147885799407959, -0.5832410454750061, 10.457311630249023, -12.775437355041504, 2.830913543701172, 7.127809047698975, 0.17812120914459229, -1.1088447570800781, 1.0273734331130981, 0.6618435382843018, -0.8718363046646118, 0.7504781484603882, -1.4434707164764404, -0.14018109440803528, 1.3341630697250366, 1.0396003723144531, -1.8007500171661377, -1.413936972618103, 28.06450080871582, 5.797965049743652, -2.6889491081237793, 2.184840440750122, 20.183765411376953, 5.278545379638672, 1.7915229797363281, -0.711292564868927, -7.349716663360596, -10.880038261413574, 2.4144985675811768, -2.9693970680236816, 1.2853724956512451, -0.3608027994632721, 0.6625398397445679, -1.6788408756256104, -1.0459216833114624, -0.31169185042381287, -1.6835558414459229, -1.7234668731689453, 0.7514804601669312, 0.25725340843200684, 0.527150571346283, 0.02913362719118595, 0.48300668597221375, 1.4496405124664307, 0.4325609803199768, 1.0944266319274902, 0.2142132669687271, 0.4987180829048157, 0.3431990444660187, 0.6427322626113892, 0.3357332646846771, 0.0332149900496006, 0.3601042628288269, 0.147345170378685, 0.10473383963108063, 0.0010212954366579652, 0.31925883889198303, 0.06719160825014114, 1.9817601442337036, 0.2132551670074463, 1.1222885847091675, 0.5116901397705078, 1.290358543395996, 1.0164830684661865, 0.4693470299243927, 0.02215571328997612, 0.6586940288543701, 1.7049435377120972, 0.13704371452331543, 0.719621479511261, 0.21537117660045624, 0.742864727973938, 0.942736804485321, 0.28260117769241333, 0.4842028319835663, 0.06228912994265556, 0.3070223331451416, 0.7462120056152344]"
7,6000,0.24970221519470215,-51.146846771240234,-59.663238525390625,-70.20928192138672,"[-11.334419250488281, 1.2278528213500977, -3.873106002807617, -0.24394115805625916, 14.914084434509277, -13.840411186218262, 0.7594097852706909, 5.361553192138672, -0.5163241028785706, 3.548917770385742, 1.5474129915237427, 0.31374087929725647, -0.8097317218780518, -0.17714154720306396, -2.335261106491089, -0.9565870761871338, 3.127206325531006, -1.0387012958526611, -0.047901540994644165, -1.4637938737869263, 28.139183044433594, 2.1516711711883545, 0.4477899372577667, 2.9346725940704346, 14.96166706085205, 5.6315813064575195, -0.22148126363754272, -0.833126962184906, -9.226712226867676, -10.051929473876953, 0.17019948363304138, -1.4858944416046143, 1.2308796644210815, 3.739579677581787, 0.44275495409965515, -0.13245418667793274, -0.058102548122406006, -0.7859492301940918, -0.14930066466331482, -16.436973571777344, 0.3501449227333069, 0.11919991672039032, 0.06947938352823257, 0.020055493339896202, 1.2702152729034424, 0.0010000000474974513, 0.20328404009342194, 0.9163177013397217, 0.304114431142807, 0.42505115270614624, 0.7487679719924927, 0.19629134237766266, 0.2534785866737366, 0.046747662127017975, 0.28205329179763794, 0.032012440264225006, 0.03222161903977394, 0.0013858445454388857, 0.11085617542266846, 0.0802999883890152, 0.01676805689930916, 0.15213288366794586, 0.1975518763065338, 0.14795427024364471, 1.5222020149230957, 0.33110010623931885, 0.1472678780555725, 0.02014455385506153, 0.23347412049770355, 0.3533576428890228, 0.06289483606815338, 0.08908019959926605, 0.06923406571149826, 0.6708000898361206, 0.5926262140274048, 0.5204229354858398, 0.2182542234659195, 0.03632713854312897, 0.11715806275606155, 0.24519482254981995]"
8,6750,0.23621201515197754,-48.92954635620117,-54.47685241699219,-68.13086700439453,"[-12.557516098022461, -0.9794877767562866, 1.142500638961792, -0.056064438074827194, 12.318671226501465, -11.666438102722168, 4.083441257476807, 2.5793285369873047, 9.404664039611816, 1.2148172855377197, -0.437688410282135, 0.5344909429550171, -5.022094249725342, -0.8757938146591187, -2.229356288909912, 1.2219069004058838, 0.6204184889793396, -1.0381053686141968, -1.0121761560440063, 0.9029592871665955, 25.60785484313965, 2.3275442123413086, -4.68059778213501, 0.8795425295829773, 15.668549537658691, 6.094542026519775, 1.6779658794403076, 1.3567277193069458, -8.835007667541504, -10.120546340942383, 2.287970781326294, 0.40598264336586, -2.00994873046875, 0.235526904463768, 0.5838459730148315, 0.7841582298278809, -1.1417138576507568, -0.019979476928710938, -1.9851343631744385, -12.498356819152832, 0.5043194890022278, 0.11340992152690887, 0.1714722365140915, 0.010588620789349079, 0.9072322249412537, 0.876269519329071, 0.27178189158439636, 0.29910582304000854, 0.31229692697525024, 0.2715938985347748, 0.3630179464817047, 0.21790798008441925, 0.6520188450813293, 0.11802929639816284, 0.3463738262653351, 0.026947863399982452, 0.0368010550737381, 0.0013762220041826367, 0.16810689866542816, 0.1056368425488472, 1.0700322389602661, 0.3732489049434662, 0.548222005367279, 0.22689329087734222, 1.1905220746994019, 0.4715568423271179, 0.108600914478302, 0.037635233253240585, 0.2700524628162384, 0.3903331756591797, 0.02540780045092106, 0.13096778094768524, 0.1557946503162384, 0.22092832624912262, 0.2582409977912903, 0.31135478615760803, 0.2824602425098419, 0.07970412075519562, 0.04027166590094566, 0.2145429402589798]"
9,7500,0.24107766151428223,-47.12520980834961,-51.4263801574707,-61.05581283569336,"[-13.759268760681152, -0.3696029484272003, -4.016232490539551, 0.49748319387435913, 14.715868949890137, -12.829622268676758, 0.8278583288192749, -1.9853131771087646, 10.370978355407715, -3.0595192909240723, 0.7507811784744263, 0.9369041919708252, -0.5978228449821472, -0.679783046245575, -2.2873549461364746, -0.25427716970443726, 1.2718223333358765, 2.102428436279297, -0.017290256917476654, -1.3010047674179077, 26.75514793395996, 1.9782534837722778, -3.5577054023742676, 2.316068410873413, 15.248332977294922, 6.423842430114746, 1.640059471130371, -0.8284292221069336, -10.857755661010742, -8.134697914123535, 0.2098880559206009, 0.6915196180343628, 1.8966281414031982, 0.8219446539878845, 3.5630083084106445, -2.068519115447998, -1.2263914346694946, -0.25250935554504395, -2.0911002159118652, -12.51763916015625, 0.865943968296051, 0.23128695785999298, 0.4815266728401184, 0.01976104825735092, 1.1598567962646484, 2.1596343517303467, 0.40069907903671265, 1.01054048538208, 0.20062759518623352, 0.7131246328353882, 0.2320118546485901, 0.29553860425949097, 0.3253999650478363, 0.09850285947322845, 0.43702077865600586, 0.08260686695575714, 0.03687146678566933, 0.0013806114438921213, 0.2657833397388458, 0.0939209833741188, 1.849109172821045, 0.23280006647109985, 0.731293797492981, 0.4272715151309967, 2.25761079788208, 0.6150602102279663, 0.05222778767347336, 0.0604509636759758, 0.2055455893278122, 1.3089081048965454, 0.160190612077713, 0.402462899684906, 0.11524873226881027, 0.5302644371986389, 0.6099944114685059, 0.25916293263435364, 0.15525047481060028, 0.16749455034732819, 0.3092307448387146, 0.2611006498336792]"
