gen_n,eval_counter,iter_time,gen_best_fit,gen_mean_fit,gen_worst_fit,gen_best_idv
0,750,0.2243361473083496,-73.62149047851562,-83.9711685180664,-86.28311920166016,"[0.13675078749656677, -0.6712108254432678, 0.009713709354400635, 1.8074872493743896, -0.8195698261260986, -0.0817568376660347, -0.5072938799858093, -0.7629708647727966, -1.800875186920166, 1.6145153045654297, -0.6662073135375977, -0.18546545505523682, -1.3641622066497803, 0.5779032707214355, 1.771475076675415, 1.1344220638275146, 0.37112343311309814, 1.1548078060150146, -0.48991087079048157, -4.021294593811035, -0.015561620704829693, -1.989396333694458, -1.3322992324829102, -0.8171793222427368, -7.036746025085449, -0.176302969455719, -1.1012214422225952, 2.220458507537842, -1.196433663368225, 0.6716868281364441, 0.7781643271446228, -0.06909693032503128, 2.060816526412964, -0.9229145050048828, -0.5597013235092163, -1.869384527206421, -0.11684335768222809, 1.2646608352661133, -1.00092613697052, 1.4770171642303467, 0.0010000000474974513, 0.6948772668838501, 0.0010000000474974513, 0.5783951878547668, 0.8777884840965271, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.7155385613441467, 0.0010000000474974513, 0.8208439350128174, 1.9787241220474243, 2.563281297683716, 0.3461918234825134, 0.5760675072669983, 0.0010000000474974513, 0.08165322989225388, 0.0010000000474974513, 1.1428699493408203, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.2577055096626282, 1.218189001083374, 0.17126773297786713, 0.36451417207717896, 0.16025187075138092, 1.2919209003448486, 0.0010000000474974513, 0.22105997800827026, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.1478680670261383, 0.0010000000474974513, 0.30252179503440857, 0.9179232716560364, 0.0010000000474974513, 0.0010000000474974513]"
1,1500,0.25319409370422363,-68.86805725097656,-80.46697998046875,-85.94039916992188,"[-0.27712833881378174, -0.1113613098859787, 0.010495767928659916, 1.638627052307129, 3.7784829139709473, 0.7373374700546265, -0.37443336844444275, -0.40720486640930176, -1.8028979301452637, 1.8274023532867432, -0.666392982006073, -1.103642463684082, -0.23421895503997803, 0.849380373954773, 0.7348597049713135, -0.4465745687484741, 0.5872746706008911, 1.1860227584838867, -0.2916977107524872, 0.12785930931568146, -0.058344192802906036, -0.10047231614589691, -1.3314164876937866, -0.887138307094574, -8.963460922241211, -0.16802707314491272, 1.0878591537475586, 0.8656871914863586, -0.2642914652824402, 1.5425591468811035, -1.2548904418945312, -0.785506010055542, 2.062397003173828, -0.9239903688430786, -0.840300440788269, 0.28415101766586304, -0.9564064741134644, 0.8943701982498169, -0.4084681570529938, 1.4772801399230957, 0.5161579251289368, 0.21405650675296783, 0.0010000000474974513, 0.3948582708835602, 2.5947766304016113, 0.1195288598537445, 0.0010000000474974513, 0.7161805629730225, 0.0010000000474974513, 0.2574760615825653, 0.0010000000474974513, 0.35319551825523376, 0.2943524122238159, 1.6544312238693237, 0.07383619993925095, 0.3588567078113556, 0.25024327635765076, 0.02361532859504223, 0.0010000000474974513, 0.6535217761993408, 0.3803549110889435, 0.16950061917304993, 0.0011505746515467763, 0.061175767332315445, 0.5934498310089111, 0.040830347687006, 0.3255445063114166, 0.026030397042632103, 0.7687637209892273, 0.03185281530022621, 0.04520172253251076, 0.0010000000474974513, 0.0012287816498428583, 0.0010000000474974513, 0.14921055734157562, 0.0010000000474974513, 0.09524767100811005, 0.49913322925567627, 0.07678467780351639, 0.0010000000474974513]"
2,2250,0.23571562767028809,-63.828372955322266,-73.6639404296875,-84.95218658447266,"[-1.9298036098480225, 1.3195005655288696, 0.010143710300326347, 1.6156772375106812, -11.196847915649414, 1.6741949319839478, -0.21350540220737457, 1.2968930006027222, 1.2985241413116455, -1.1081175804138184, -0.7638382911682129, -1.0006238222122192, 1.9120676517486572, 0.2201911211013794, -0.17397789657115936, 0.2465168982744217, 0.18638478219509125, 1.1364651918411255, -0.6347551345825195, 1.0123610496520996, 0.7658272385597229, -1.2949556112289429, -0.9881597757339478, -1.679680347442627, -7.467778205871582, -0.8138900995254517, -1.0687944889068604, 2.9548416137695312, -0.2056857943534851, 0.6730738878250122, -0.01806231588125229, -0.7002496719360352, 2.310570240020752, 0.0522937998175621, 2.42828369140625, 0.5365692377090454, 2.8371877670288086, -1.953627586364746, 2.403198003768921, 1.1329848766326904, 0.5271398425102234, 0.09444033354520798, 0.0010000000474974513, 0.6282503008842468, 0.9466492533683777, 0.0010000000474974513, 0.3560866713523865, 0.007945719175040722, 0.0010000000474974513, 0.12543806433677673, 0.2198309302330017, 0.275838166475296, 0.33435365557670593, 0.6297401189804077, 0.10503663867712021, 0.16876371204853058, 0.03325372934341431, 0.02590230666100979, 0.2982194423675537, 0.5102421641349792, 0.0010000000474974513, 0.04726282134652138, 0.1834394931793213, 0.04105033725500107, 0.33006322383880615, 0.08325076103210449, 0.1730136126279831, 0.5358102917671204, 0.7057254314422607, 0.02076849341392517, 0.12511727213859558, 0.05727258324623108, 0.1165912076830864, 0.06533115357160568, 1.0863510370254517, 0.0398896224796772, 0.15507446229457855, 0.1855619102716446, 0.09876932948827744, 0.014214960858225822]"
3,3000,0.17320966720581055,-61.27546310424805,-68.45108032226562,-85.43494415283203,"[-0.5282820463180542, 1.4834221601486206, 1.467434048652649, -0.4339495301246643, -13.112405776977539, 3.7684128284454346, -1.845661997795105, 1.7360005378723145, -0.3350237011909485, -0.8400518894195557, -9.200529098510742, 2.6084768772125244, -1.5173254013061523, 0.14459002017974854, -0.08523282408714294, 1.3722766637802124, -1.1830854415893555, 1.009934663772583, 1.549818992614746, -5.172911167144775, -0.6440154314041138, 0.5073010921478271, 0.4047589600086212, -0.7383903861045837, -1.4220505952835083, -0.04240981489419937, 0.12014216184616089, -0.6628013849258423, 0.16618803143501282, -8.155518531799316, 0.9851692914962769, 0.776103138923645, 1.956484079360962, 0.039438001811504364, -0.6013940572738647, 0.17294824123382568, -0.2709029018878937, 2.0657577514648438, -0.6875020861625671, -1.9683233499526978, 0.03695904091000557, 0.05971314758062363, 0.034943439066410065, 0.07290403544902802, 1.0949971675872803, 0.42396387457847595, 0.11254515498876572, 0.09022697806358337, 0.011246313340961933, 0.16128501296043396, 0.5167924165725708, 0.14338350296020508, 0.2661377191543579, 0.2591211497783661, 0.07823385298252106, 0.1902981996536255, 0.10414108633995056, 0.03407511115074158, 0.05744948983192444, 0.42361679673194885, 0.10015511512756348, 0.42322391271591187, 0.00865075271576643, 0.05737295001745224, 0.28436562418937683, 0.02811426855623722, 0.08091729879379272, 0.14357271790504456, 0.07612231373786926, 0.2446446269750595, 0.1557224988937378, 0.10936696082353592, 0.14548766613006592, 0.007256113458424807, 0.35946887731552124, 0.18785792589187622, 0.05313940718770027, 0.06346940249204636, 0.3107167184352875, 0.1466313749551773]"
4,3750,0.23593831062316895,-57.77219009399414,-64.7354507446289,-84.35662841796875,"[-1.6614460945129395, 1.5744465589523315, 1.4660134315490723, -0.22191137075424194, -13.588369369506836, 3.817776679992676, -1.845624327659607, 1.2667747735977173, -0.3283638656139374, -0.9782627820968628, -9.368803024291992, -0.9717981219291687, -1.4957658052444458, 0.3421076238155365, -0.1936199963092804, 1.3172895908355713, -1.203881859779358, 1.0023728609085083, 1.5153955221176147, -3.9092979431152344, 0.0009421110153198242, -1.6011741161346436, -1.0551602840423584, 0.35560789704322815, -7.615185260772705, -0.13766035437583923, 0.15980610251426697, -0.7372868061065674, 0.2788660526275635, -8.157600402832031, 0.8613760471343994, 0.7048459053039551, 2.222059488296509, 0.023009901866316795, -0.5137342214584351, 0.2262064665555954, 2.872166156768799, 2.293639659881592, 2.467209577560425, -1.2388092279434204, 0.11684540659189224, 0.04885542765259743, 0.01994580216705799, 0.16778622567653656, 0.6262210011482239, 0.17189142107963562, 0.0010000000474974513, 0.03491027280688286, 0.007234618999063969, 0.07286057621240616, 0.2618732750415802, 0.08345550298690796, 0.14108076691627502, 0.20912586152553558, 0.030785325914621353, 0.0686441957950592, 0.06473776698112488, 0.004284951835870743, 0.05307193845510483, 0.26327040791511536, 0.06105055287480354, 0.23870545625686646, 0.012650624848902225, 0.008123795501887798, 0.17158201336860657, 0.01455447543412447, 0.07940027862787247, 0.07313786447048187, 0.1954198032617569, 0.0635669082403183, 0.05614694207906723, 0.06893275678157806, 0.07408259809017181, 0.010238281451165676, 0.2128625214099884, 0.07238022983074188, 0.029224880039691925, 0.08818436414003372, 0.20879629254341125, 0.039755478501319885]"
5,4500,0.1919558048248291,-55.59547805786133,-59.980865478515625,-79.90271759033203,"[6.728644371032715, -0.966779887676239, 1.396201491355896, -1.2100268602371216, -15.10162353515625, 3.0322139263153076, -9.712286949157715, -0.17806456983089447, -0.38152867555618286, -0.7156248688697815, -9.496131896972656, 2.305957317352295, -0.3699667453765869, 2.5219051837921143, 1.4265636205673218, 1.0909197330474854, -0.6449554562568665, 0.5683866143226624, 1.8290386199951172, 0.4895443618297577, 0.6120064854621887, 0.4773101508617401, 0.42186063528060913, -0.7567165493965149, -7.850954055786133, -2.0485291481018066, 0.12286221981048584, -0.7616441249847412, 1.0969208478927612, -7.223783493041992, -1.2158427238464355, -0.7852268815040588, 0.3780114948749542, 0.040856294333934784, -0.7295670509338379, 0.2082095444202423, -0.26615095138549805, -0.18398137390613556, 0.27847418189048767, -0.9826527833938599, 0.11644376069307327, 0.03049161471426487, 0.02602706477046013, 0.016378724947571754, 0.5527009963989258, 0.2714786231517792, 0.12701423466205597, 0.04380608722567558, 0.009955978021025658, 0.04303237050771713, 0.2683311402797699, 0.03944465517997742, 0.17393340170383453, 0.2849518060684204, 0.017036953940987587, 0.027807248756289482, 0.07660193741321564, 0.02933529205620289, 0.24965828657150269, 0.09466110169887543, 0.048456065356731415, 0.06970258057117462, 0.0010000000474974513, 0.016289930790662766, 0.09726549685001373, 0.012202215380966663, 0.03584195300936699, 0.05977526307106018, 0.06935591250658035, 0.05534248799085617, 0.019569190219044685, 0.003980195615440607, 0.04156607761979103, 0.0010000000474974513, 0.1217411607503891, 0.046893030405044556, 0.037888579070568085, 0.018699832260608673, 0.11257205158472061, 0.06349270790815353]"
6,5250,0.2751603126525879,-54.19569396972656,-56.786888122558594,-60.23286056518555,"[6.938043594360352, -1.1183923482894897, 1.411513328552246, -0.4139466881752014, -14.576027870178223, 3.807487726211548, -11.597744941711426, 1.3698270320892334, -0.4997187852859497, 2.8349153995513916, -0.6915757060050964, 2.2303707599639893, -1.6647063493728638, -1.0672321319580078, 0.8342203497886658, 1.4739104509353638, -1.3302884101867676, 1.1643487215042114, -0.8172833919525146, -3.9413108825683594, -0.0712132602930069, 0.19962018728256226, -1.0800353288650513, 2.861360549926758, -9.179328918457031, -0.5800496339797974, 0.12012716382741928, -0.4807031452655792, 1.7652373313903809, -7.873456954956055, 0.9645490050315857, 0.6906625032424927, 2.311586618423462, 0.024986015632748604, 5.605570316314697, 1.2498366832733154, 3.4776413440704346, 0.18711087107658386, -0.7351149320602417, -0.9539434909820557, 0.06663965433835983, 0.032389815896749496, 0.026427144184708595, 0.030966300517320633, 0.24433687329292297, 0.0397113673388958, 0.11105084419250488, 0.061745986342430115, 0.038631878793239594, 0.06478019803762436, 0.12168103456497192, 0.057998012751340866, 0.042381852865219116, 0.15594428777694702, 0.05588565394282341, 0.07818062603473663, 0.06763970851898193, 0.003875607857480645, 0.039425384253263474, 0.1206321120262146, 0.045362815260887146, 0.1198275089263916, 0.0015822299756109715, 0.018470244482159615, 0.09123552590608597, 0.0071646301075816154, 0.04658552259206772, 0.07811874151229858, 0.02821822091937065, 0.16898825764656067, 0.03857314586639404, 0.018167071044445038, 0.04131193459033966, 0.00314542930573225, 0.10403147339820862, 0.04493851959705353, 0.04849904403090477, 0.041500117629766464, 0.11200591921806335, 0.041588589549064636]"
7,6000,0.2417762279510498,-52.42652130126953,-54.89970779418945,-57.47802734375,"[7.258747577667236, -0.9869873523712158, -0.8295551538467407, -1.0929913520812988, -14.184845924377441, 4.591205596923828, -9.851188659667969, 1.713120460510254, -0.5402839183807373, 1.3559479713439941, 2.5205843448638916, 2.2677955627441406, -0.16681580245494843, 0.033623531460762024, -0.4591609835624695, 0.9665002226829529, -0.6553226113319397, 1.1627494096755981, -1.4274177551269531, -5.180017948150635, -0.6834977269172668, 0.4453767240047455, -1.3528343439102173, -0.6964056491851807, -12.531794548034668, -2.029416084289551, -1.5577774047851562, 3.317037343978882, 1.2589735984802246, -8.164713859558105, 1.0308343172073364, -0.8490790128707886, 1.7210637331008911, -0.9140009880065918, -0.3624841272830963, 0.36785632371902466, -0.31468603014945984, 0.42118701338768005, 2.4352879524230957, -1.944380283355713, 0.1437629610300064, 0.03516799956560135, 0.014516556635499, 0.08910011500120163, 0.24570722877979279, 0.14566917717456818, 0.1194000244140625, 0.01871667429804802, 0.00946241244673729, 0.07313396036624908, 0.22944842278957367, 0.0462975837290287, 0.09219884127378464, 0.395590215921402, 0.026532744988799095, 0.05379405617713928, 0.07484866678714752, 0.015904130414128304, 0.09706594794988632, 0.27410221099853516, 0.06550093740224838, 0.19503064453601837, 0.005881746765226126, 0.02912881411612034, 0.3179282546043396, 0.02267535775899887, 0.07812191545963287, 0.05365632474422455, 0.07492385059595108, 0.1000613197684288, 0.04693957045674324, 0.04080291837453842, 0.04152080789208412, 0.012461185455322266, 0.13750770688056946, 0.051625676453113556, 0.05450258031487465, 0.038621686398983, 0.1427716314792633, 0.05225197225809097]"
8,6750,0.2521383762359619,-51.57378387451172,-53.463706970214844,-55.829898834228516,"[7.242887496948242, -1.48733651638031, 0.22276678681373596, -1.1990745067596436, -14.42350959777832, 4.442383289337158, -9.728165626525879, -1.9153990745544434, -0.5774938464164734, -0.7886772155761719, 2.6642463207244873, 2.377559185028076, -0.39778876304626465, -1.5143449306488037, -0.8663381934165955, 1.4754502773284912, -0.6674801707267761, -0.7691002488136292, -1.2948838472366333, -5.034646034240723, 0.7756216526031494, -0.3446555435657501, -1.355650782585144, 2.6141886711120605, -12.922272682189941, -0.9191939234733582, 1.1102668046951294, 3.1125314235687256, 0.3001639246940613, -8.422844886779785, 1.039475917816162, -0.6830462217330933, 1.6945754289627075, 0.025476587936282158, 5.119246482849121, 0.10152025520801544, 0.49422141909599304, 0.43843337893486023, 1.9263091087341309, -1.993856430053711, 0.017220549285411835, 0.006145406514406204, 0.005436556413769722, 0.09268157184123993, 0.09852396696805954, 0.03728508576750755, 0.052295200526714325, 0.016884172335267067, 0.004712121561169624, 0.043383900076150894, 0.012473757378757, 0.03959209844470024, 0.06685436517000198, 0.16001024842262268, 0.014615420252084732, 0.09876790642738342, 0.01623009890317917, 0.007103839889168739, 0.04130063205957413, 0.18088802695274353, 0.028303062543272972, 0.14813026785850525, 0.006185885984450579, 0.008971982635557652, 0.16199173033237457, 0.011410156264901161, 0.08235077559947968, 0.07827427238225937, 0.02325800247490406, 0.055259909480810165, 0.027559584006667137, 0.03063756413757801, 0.017470091581344604, 0.008913497440516949, 0.05840304493904114, 0.027885964140295982, 0.07539647072553635, 0.041057806462049484, 0.19804829359054565, 0.003647502511739731]"
9,7500,0.26177549362182617,-50.712005615234375,-52.28153991699219,-54.030235290527344,"[7.213033676147461, -1.4725422859191895, 0.01629970595240593, -1.0931304693222046, -14.734957695007324, 5.241518974304199, -9.858922958374023, -1.95656156539917, -0.5631044507026672, -0.8680543303489685, 2.706641674041748, -1.1609728336334229, -0.9361929297447205, -2.1946310997009277, -0.8763979077339172, 0.8661139607429504, -0.5888860821723938, 1.1602376699447632, -0.7025032639503479, -5.533512115478516, -0.6237499713897705, -0.3819558024406433, -0.825439989566803, -1.0050350427627563, -12.6854829788208, -0.8595684766769409, 0.1578904390335083, 3.364128351211548, 1.1837022304534912, -8.484576225280762, 1.0816938877105713, -0.7384913563728333, 1.7241730690002441, -0.8769769072532654, -1.8192346096038818, 0.4449179768562317, 2.706507682800293, 1.7317107915878296, 2.5382797718048096, -1.98881995677948, 0.06003376096487045, 0.011798870749771595, 0.011298034340143204, 0.06306251138448715, 0.08190188556909561, 0.06684941798448563, 0.061582714319229126, 0.003437921404838562, 0.007461776491254568, 0.03429803252220154, 0.1876983493566513, 0.04358349367976189, 0.03883485496044159, 0.20980480313301086, 0.007325741462409496, 0.020166732370853424, 0.03766091540455818, 0.0010000000474974513, 0.017919162288308144, 0.0982494205236435, 0.015177477151155472, 0.045926548540592194, 0.004932661075145006, 0.01819133572280407, 0.11653382331132889, 0.0028629775624722242, 0.03675926849246025, 0.04588145390152931, 0.01030059065669775, 0.03669888153672218, 0.005191395990550518, 0.02652755193412304, 0.02619364485144615, 0.0051160347647964954, 0.07315962016582489, 0.022506553679704666, 0.04719237610697746, 0.03931393846869469, 0.017772646620869637, 0.0036431550979614258]"
