gen_n,eval_counter,iter_time,gen_best_fit,gen_mean_fit,gen_worst_fit,gen_best_idv
0,750,0.19123363494873047,-82.5854263305664,-88.06175994873047,-89.99102783203125,"[0.5472701787948608, -0.6953263878822327, 0.5345503687858582, -0.9118912816047668, 1.4034744501113892, 0.7106629014015198, -1.3583261966705322, -2.131446599960327, -0.7414390444755554, -0.9662444591522217, 0.10301002860069275, -0.16710367798805237, -0.3722723424434662, 0.7457603812217712, -0.7308741807937622, -0.3656800091266632, 0.6859002113342285, 2.5731918811798096, -0.48715513944625854, -1.6710021495819092, -0.8495980501174927, 0.04126179218292236, -0.3910231292247772, -0.7169176340103149, 5.052158355712891, 1.2471662759780884, 0.4521489143371582, 0.4455302655696869, -4.494095325469971, -0.18824978172779083, 7.075446128845215, -1.4494067430496216, -0.1696511209011078, -0.5779486298561096, 0.15643362700939178, -1.1835936307907104, 1.9824059009552002, 0.12914049625396729, -1.3352549076080322, -0.28137317299842834, 0.0010000000474974513, 0.971346378326416, 1.459311842918396, 0.0010000000474974513, 0.3751862943172455, 0.0010000000474974513, 0.880919337272644, 1.3249040842056274, 0.0361948162317276, 0.0010000000474974513, 2.0760574340820312, 0.0010000000474974513, 0.0010000000474974513, 1.0033038854599, 3.2567389011383057, 0.0010000000474974513, 0.07530106604099274, 0.9264063835144043, 0.0010000000474974513, 2.018561601638794, 0.01693641021847725, 0.0010000000474974513, 0.0010000000474974513, 1.2540831565856934, 2.6136856079101562, 0.5792803168296814, 0.0010000000474974513, 0.0010000000474974513, 3.101473569869995, 0.0010000000474974513, 2.5491621494293213, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 2.6573636531829834, 1.5846755504608154, 0.48154082894325256, 0.04671766236424446, 1.242124080657959]"
1,1500,0.20844388008117676,-76.6519775390625,-84.00885009765625,-89.45077514648438,"[1.770963430404663, 4.370899200439453, 2.9160497188568115, -0.911498486995697, -2.597142457962036, -0.8938635587692261, -1.733062982559204, -2.895066499710083, -0.09716594219207764, 1.7744832038879395, 4.693600654602051, 0.5829578042030334, -0.792940616607666, 4.186120986938477, 2.401412010192871, -0.739911675453186, -2.093899965286255, 2.8921265602111816, -9.366283416748047, 2.6682493686676025, 0.04258554056286812, 0.03995808959007263, -0.3932780623435974, -0.9645914435386658, 2.181905508041382, -2.009201765060425, 0.36466097831726074, 0.6626608967781067, 0.19534778594970703, 1.0193138122558594, 10.94232177734375, 2.2362945079803467, -0.16801393032073975, -0.5779796242713928, 0.15682289004325867, -2.3368637561798096, -3.60967755317688, 0.525662362575531, -1.5828901529312134, 0.45176514983177185, 0.5484573841094971, 3.3171772956848145, 1.3675261735916138, 0.0012290353188291192, 1.2215057611465454, 0.001253871014341712, 1.4643666744232178, 1.173835039138794, 0.5449373722076416, 0.4593026638031006, 2.6793222427368164, 0.322536826133728, 0.01913904771208763, 1.4771840572357178, 2.6505300998687744, 0.6933368444442749, 1.1184066534042358, 0.7336698770523071, 2.60266375541687, 1.5499337911605835, 0.01090465858578682, 0.0010403847554698586, 0.0014083720743656158, 0.9138162732124329, 1.309653401374817, 1.2404347658157349, 0.089388407766819, 0.0013540327781811357, 2.667301654815674, 0.036992721259593964, 2.38161563873291, 0.8318011164665222, 0.0014749527908861637, 0.0014887090073898435, 0.00136613380163908, 1.9751733541488647, 1.3171616792678833, 0.36878976225852966, 0.8651041984558105, 1.1082584857940674]"
2,2250,0.22078323364257812,-71.57054138183594,-78.9150619506836,-87.85872650146484,"[-1.7233068943023682, -2.684349298477173, -0.5659074187278748, -3.30305552482605, -0.4915596842765808, -0.8861352801322937, 8.60213851928711, -1.2224012613296509, -15.686256408691406, 6.455379486083984, 1.3041603565216064, 0.12759412825107574, -0.3748849928379059, -3.058621644973755, -7.6379265785217285, -1.564542293548584, -0.26531973481178284, -6.53660774230957, 0.39241331815719604, 0.4497371315956116, -0.8296315670013428, 1.9467215538024902, 0.8857210874557495, 2.7946414947509766, 12.712746620178223, 0.9671411514282227, -2.2897214889526367, 0.48435860872268677, 2.955112934112549, 8.593663215637207, 1.2239782810211182, 3.625514268875122, 3.3899152278900146, -0.60941481590271, 4.894226551055908, 2.4662282466888428, 2.3214449882507324, -0.4909757971763611, 0.016077451407909393, 8.703185081481934, 0.5927517414093018, 0.4800577461719513, 0.7539036870002747, 1.5857248306274414, 0.16209547221660614, 0.48426899313926697, 2.143759250640869, 0.9392421245574951, 3.636317014694214, 0.7032634019851685, 1.5827370882034302, 0.00183002685662359, 0.002012430690228939, 1.7229679822921753, 3.2425172328948975, 2.1389455795288086, 0.05661749467253685, 1.9316723346710205, 0.0016457830788567662, 0.5384438633918762, 0.36693158745765686, 0.3266356289386749, 0.0019403616897761822, 0.5980744361877441, 2.5026040077209473, 0.6505334377288818, 1.0720757246017456, 1.1098381280899048, 2.9154136180877686, 2.4936888217926025, 3.4438796043395996, 0.60748690366745, 1.2880630493164062, 0.7398456931114197, 1.394152283668518, 3.595292329788208, 1.7111352682113647, 0.5926752686500549, 0.029460282996296883, 2.042018175125122]"
3,3000,0.20489883422851562,-64.58084869384766,-74.13294219970703,-85.52764129638672,"[2.521095037460327, 4.653565406799316, 7.167960166931152, -5.815409183502197, -2.0929083824157715, -0.6827507019042969, 13.393548965454102, -1.41758394241333, -14.661358833312988, 6.285914421081543, 8.707327842712402, -0.061678946018218994, -0.3675732910633087, 0.10025954246520996, -4.357943058013916, 4.4382405281066895, -1.2048319578170776, -3.4179766178131104, -16.11735725402832, -2.568161964416504, 0.5257247686386108, 2.278850793838501, 0.8881292343139648, 4.272702693939209, 11.508064270019531, -5.203503608703613, 0.5008288621902466, -1.1028951406478882, -1.3212580680847168, -0.15623772144317627, 8.060158729553223, 1.334721565246582, 3.406736373901367, 0.014330387115478516, 5.45555305480957, 7.175843238830566, -9.398076057434082, -0.16375380754470825, 0.3764268159866333, 15.003701210021973, 0.5734200477600098, 2.652135133743286, 1.2727652788162231, 5.1783952713012695, 0.30311474204063416, 0.3299989104270935, 3.3657147884368896, 0.9456779360771179, 5.03690767288208, 0.27618318796157837, 2.54508638381958, 0.15868058800697327, 0.007629984058439732, 2.1478002071380615, 4.489742279052734, 2.7375645637512207, 0.571155309677124, 3.1522300243377686, 1.429119348526001, 1.4250917434692383, 0.38053518533706665, 0.48066794872283936, 0.0035666574258357286, 1.3959556818008423, 2.277647018432617, 1.9222296476364136, 0.7364435791969299, 0.9752784371376038, 3.428694009780884, 2.556278705596924, 3.7492401599884033, 0.7861626744270325, 0.5492949485778809, 0.64549720287323, 1.715498685836792, 6.127455234527588, 3.219731092453003, 0.7067161202430725, 0.4671996831893921, 3.4945197105407715]"
4,3750,0.20507335662841797,-59.37318801879883,-69.95201873779297,-81.67802429199219,"[-0.9958598613739014, -0.5404884815216064, 1.9388806819915771, -0.9725863933563232, -0.15104417502880096, 2.131894588470459, 2.217851161956787, -3.927119731903076, -9.021570205688477, -1.5222399234771729, -14.650031089782715, 0.8815737962722778, -0.008708536624908447, 2.1196155548095703, -17.49526023864746, 11.766530990600586, 0.6770362854003906, -3.234576463699341, -0.859296441078186, -2.311389446258545, -3.895937442779541, -1.2845817804336548, 0.891850471496582, 2.374160051345825, 7.820821762084961, 1.1167253255844116, 7.86903190612793, 3.285107374191284, 7.080997467041016, -10.404681205749512, 9.050174713134766, 5.194885730743408, 16.288026809692383, 0.4984326958656311, -4.090118408203125, 25.930797576904297, 37.27476501464844, 0.9188486933708191, 0.31778836250305176, 4.7615580558776855, 0.7023963928222656, 2.2094907760620117, 2.0832741260528564, 3.5561439990997314, 0.12480513751506805, 1.3936368227005005, 3.3263397216796875, 1.8068137168884277, 6.116815090179443, 0.7693575620651245, 3.479548215866089, 1.737069010734558, 0.7994522452354431, 2.821258306503296, 6.720333099365234, 1.3572148084640503, 0.07836170494556427, 2.466512680053711, 0.12090572714805603, 2.2375941276550293, 4.480414390563965, 0.6724259257316589, 0.0030882966239005327, 1.8600592613220215, 5.051059722900391, 0.468984454870224, 1.0048458576202393, 2.0965447425842285, 4.251110076904297, 3.953146457672119, 5.219407558441162, 2.751600980758667, 2.5993237495422363, 1.2127207517623901, 4.568184852600098, 7.393021106719971, 8.08671760559082, 0.23207753896713257, 0.20339985191822052, 6.197241306304932]"
5,4500,0.22048282623291016,-49.82427978515625,-66.51954650878906,-76.45423889160156,"[0.8056389093399048, 7.549698829650879, 3.3740146160125732, -9.33989429473877, -2.1574645042419434, -1.9747693538665771, 28.56618881225586, 1.2733169794082642, -13.782761573791504, 7.7398176193237305, 9.774126052856445, 0.0596514493227005, -3.8570902347564697, 2.93599534034729, 33.7044677734375, -7.8066725730896, 0.8806593418121338, 9.050753593444824, 1.9654500484466553, 18.62517738342285, -3.882725477218628, 3.360593795776367, -1.2301241159439087, 7.288633346557617, 6.819642543792725, 3.9641928672790527, 8.41856861114502, -11.85116195678711, -5.171281814575195, -3.9598543643951416, -18.751489639282227, -4.2690815925598145, 0.5628316402435303, 0.06346642971038818, 3.510535478591919, 36.179054260253906, -1.2687561511993408, -0.12538552284240723, 0.5441046357154846, -6.538291931152344, 1.3667927980422974, 1.9240481853485107, 2.762439012527466, 5.141921520233154, 0.47101208567619324, 0.5792485475540161, 5.721512317657471, 2.1711339950561523, 6.3080596923828125, 0.6188364624977112, 5.786073684692383, 0.5631973147392273, 1.1350334882736206, 3.538764238357544, 11.897076606750488, 3.1636977195739746, 0.9210745096206665, 2.9580929279327393, 0.6911545991897583, 2.7347054481506348, 4.053353309631348, 1.1030464172363281, 0.040383607149124146, 3.194814920425415, 3.8127739429473877, 1.2271318435668945, 0.9288764595985413, 1.5348503589630127, 5.144383430480957, 3.403714895248413, 5.990821361541748, 1.8917886018753052, 1.5678398609161377, 0.8663934469223022, 2.124340057373047, 7.866827011108398, 5.929131507873535, 0.5605100989341736, 0.6228208541870117, 5.805679798126221]"
6,5250,0.15829992294311523,-47.11175537109375,-62.57103729248047,-77.17276000976562,"[0.819916844367981, 4.7638044357299805, 0.9649662971496582, -12.968208312988281, -0.1322237253189087, -2.558490753173828, 16.024127960205078, -8.034090995788574, -22.705455780029297, 7.894680976867676, 1.8464503288269043, -0.1591150462627411, 2.735678195953369, -6.912530422210693, 36.2158088684082, -6.0966267585754395, 0.3122518062591553, 20.581729888916016, -10.874391555786133, 11.034770965576172, -2.587918281555176, 0.8355644345283508, 0.9726240634918213, -2.9444055557250977, 8.021017074584961, -2.9129934310913086, 12.17452621459961, 3.5634448528289795, 34.52911376953125, -10.861150741577148, -6.111819267272949, -0.3759500980377197, -14.250381469726562, -4.178857326507568, 2.0712332725524902, 36.97797393798828, 8.847737312316895, 0.5572808980941772, 0.9714968204498291, 35.600337982177734, 1.4251728057861328, 5.469958305358887, 2.3925580978393555, 5.768125534057617, 1.0187832117080688, 0.6039413213729858, 3.954805850982666, 1.5768452882766724, 8.160735130310059, 1.6093225479125977, 5.2586445808410645, 0.7455226182937622, 0.8319430351257324, 1.7949086427688599, 6.247232437133789, 3.1650333404541016, 1.1283339262008667, 2.666823625564575, 1.96828031539917, 5.133910655975342, 5.304127216339111, 0.7943463921546936, 0.09994553029537201, 2.473196268081665, 4.511178493499756, 2.006192207336426, 2.307910919189453, 1.9545228481292725, 6.909793853759766, 5.612354755401611, 6.153262138366699, 4.1109490394592285, 5.062372207641602, 1.2393676042556763, 4.06562614440918, 8.268691062927246, 6.295480251312256, 0.8324305415153503, 0.9271048307418823, 9.686895370483398]"
7,6000,0.1891803741455078,-44.31570816040039,-58.49411392211914,-73.63204956054688,"[1.0826340913772583, -0.7188916206359863, 22.75604820251465, 7.200906753540039, 4.678439617156982, -0.5327763557434082, 13.329824447631836, -13.621864318847656, -34.590736389160156, -0.6593132615089417, 0.08988511562347412, -1.025991678237915, 2.116779088973999, 0.23857414722442627, -22.23384666442871, 9.909887313842773, -2.8654916286468506, 13.124078750610352, -3.89927339553833, 7.880528926849365, 3.655040740966797, 0.5506717562675476, 1.483108639717102, 1.3894717693328857, 11.392145156860352, 2.326932668685913, 10.807114601135254, -6.047174453735352, -18.573806762695312, -5.3705339431762695, 28.712387084960938, -9.00914192199707, -23.857236862182617, -4.81166410446167, 12.39028263092041, 23.96476173400879, 34.65140914916992, 2.222323417663574, 1.5752376317977905, 26.27260971069336, 1.5163962841033936, 3.6886799335479736, 1.9097951650619507, 3.195760726928711, 0.9817759394645691, 1.3915715217590332, 2.01200532913208, 4.4426445960998535, 6.03325891494751, 1.0694352388381958, 1.8755367994308472, 1.6779989004135132, 0.9949368238449097, 2.5454444885253906, 7.915532112121582, 3.6032423973083496, 1.8145556449890137, 4.382326602935791, 3.1111819744110107, 2.499788999557495, 6.222805023193359, 1.483154296875, 0.26406165957450867, 3.0789928436279297, 5.740154266357422, 1.6813459396362305, 0.7908667922019958, 2.3970601558685303, 9.364838600158691, 5.658824920654297, 9.036246299743652, 2.5079400539398193, 2.5756850242614746, 2.285215377807617, 4.172344207763672, 11.265113830566406, 6.225923538208008, 0.5350459814071655, 0.3416441082954407, 9.063490867614746]"
8,6750,0.3566555976867676,-40.09825897216797,-57.3646125793457,-75.66011047363281,"[3.7886552810668945, 0.7699449062347412, 16.418861389160156, 11.281893730163574, -1.3755061626434326, 0.6628702878952026, -6.028997898101807, 11.034337043762207, -31.1871395111084, -5.455754280090332, -3.5784730911254883, -5.513216495513916, -0.0010913312435150146, -10.795682907104492, 31.0115966796875, -11.752715110778809, -2.715698480606079, -3.1306779384613037, -8.311789512634277, 1.0197759866714478, 14.249184608459473, -0.8421575427055359, 1.0040607452392578, 4.530796527862549, 12.415742874145508, 7.6590118408203125, 14.373541831970215, -8.389385223388672, -24.321548461914062, 11.829507827758789, 29.447240829467773, 6.871741771697998, -10.845474243164062, -0.7753646373748779, 11.679871559143066, 41.95262145996094, -40.21680450439453, 4.630289077758789, 0.01952272653579712, 25.27619171142578, 2.0574464797973633, 4.798018455505371, 5.409874439239502, 9.11751651763916, 0.5834758877754211, 0.6531485915184021, 4.1363372802734375, 3.922252655029297, 9.449902534484863, 1.2286815643310547, 5.354033946990967, 1.0430248975753784, 0.9006534814834595, 2.7646095752716064, 17.95937156677246, 3.7706737518310547, 2.050105333328247, 4.405085563659668, 4.106175422668457, 3.095679759979248, 6.8579421043396, 1.7366735935211182, 0.3302971422672272, 3.0160794258117676, 7.185641765594482, 2.1757898330688477, 1.3721562623977661, 2.867396116256714, 8.398265838623047, 8.206483840942383, 16.023441314697266, 3.7583837509155273, 3.5401833057403564, 1.6513466835021973, 5.133840560913086, 10.718002319335938, 5.870989799499512, 1.717419147491455, 1.1161432266235352, 9.59174633026123]"
9,7500,0.19999003410339355,-40.21903610229492,-55.94371795654297,-71.32821655273438,"[-0.7843735814094543, -6.521635055541992, 12.244497299194336, 1.9814605712890625, -7.112429141998291, -0.5978214144706726, 29.182737350463867, -10.476133346557617, -5.410512924194336, 10.19954776763916, -1.6050395965576172, -3.20811128616333, 0.5641618967056274, -4.555986404418945, -21.482528686523438, 7.159008026123047, 1.9618622064590454, 21.107967376708984, -15.350882530212402, 2.7332260608673096, 0.7342121601104736, 3.005661964416504, 0.7905693054199219, 7.046342849731445, -9.423490524291992, -1.643766164779663, 14.46130657196045, -5.640559673309326, -41.01746368408203, 15.625160217285156, -21.523900985717773, 3.5842156410217285, -17.890491485595703, 0.6284735798835754, 12.564083099365234, 39.70702362060547, 30.354061126708984, 1.087782621383667, 2.5848119258880615, 32.81168746948242, 0.9839574098587036, 13.565035820007324, 7.5991129875183105, 5.1324238777160645, 0.8699977397918701, 0.667090117931366, 5.383851051330566, 3.7178192138671875, 11.262560844421387, 1.7093490362167358, 8.374530792236328, 1.0785263776779175, 1.0277575254440308, 4.07146692276001, 14.854545593261719, 2.5115323066711426, 2.579808473587036, 4.695289134979248, 1.5979827642440796, 2.673889636993408, 1.4037312269210815, 1.8237800598144531, 0.29715651273727417, 3.379868268966675, 4.515139102935791, 3.019374132156372, 1.7238199710845947, 2.201927900314331, 9.132672309875488, 11.628870010375977, 4.444023132324219, 2.211507558822632, 3.6920812129974365, 1.357468843460083, 5.4608612060546875, 9.427525520324707, 10.236037254333496, 1.6261869668960571, 0.4877890348434448, 6.5983710289001465]"
