gen_n,eval_counter,iter_time,gen_best_fit,gen_mean_fit,gen_worst_fit,gen_best_idv
0,750,0.20817303657531738,-93.67747497558594,-97.08200073242188,-98.85955047607422,"[-0.3775320053100586, -0.16717825829982758, -1.257524013519287, 0.5891605615615845, -2.9648139476776123, -3.811807632446289, -1.3582133054733276, -0.7485120296478271, 0.17663916945457458, -0.5050469040870667, -0.8252153396606445, 0.7848222255706787, 1.379394292831421, -1.721862554550171, -0.07619637995958328, -2.8287622928619385, 2.1583266258239746, 1.0449063777923584, -0.667572557926178, -0.4447213113307953, -0.845149576663971, -1.3557385206222534, -0.5846807360649109, -1.4201182126998901, 0.01749129220843315, -0.6570576429367065, 0.17257186770439148, -1.1364566087722778, -0.6907886862754822, -1.9359573125839233, 0.5176552534103394, -0.4141344428062439, 2.384030342102051, -0.9347857236862183, 0.48907673358917236, 0.5866591334342957, -2.368499755859375, -0.08142464607954025, -0.7025668621063232, 0.050409022718667984, 0.5045661926269531, 0.0010000000474974513, 0.15643996000289917, 0.0010000000474974513, 0.0010000000474974513, 0.7923102974891663, 0.2574805021286011, 0.4693286120891571, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.17533043026924133, 0.0010000000474974513, 0.010501781478524208, 0.2765766680240631, 0.0010000000474974513, 0.6659196615219116, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.4363224506378174, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.6004829406738281, 0.46573305130004883, 0.0010000000474974513, 0.0010000000474974513, 1.0543322563171387, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.6620728373527527, 0.0010000000474974513, 0.023989703506231308, 0.0010000000474974513]"
1,1500,0.2520885467529297,-92.67302703857422,-95.72882080078125,-98.2413558959961,"[0.8512372970581055, -0.39478427171707153, -1.2356526851654053, 1.4030125141143799, -4.3946123123168945, -4.177891731262207, -0.8107892870903015, -0.5563061237335205, 0.17800718545913696, -1.0651202201843262, -0.9634913206100464, 0.7365204095840454, -2.421422004699707, -2.560412883758545, -0.0019067078828811646, 0.2828376889228821, 2.034392833709717, 0.37294185161590576, -0.8172774314880371, -0.044773489236831665, 0.4307924211025238, 1.2275588512420654, -0.4140278100967407, -0.054682664573192596, 0.34492847323417664, -0.8624517917633057, 0.17369014024734497, -0.3089517652988434, -1.0631887912750244, 0.5473157167434692, 0.5182024836540222, -0.24102304875850677, 1.8607900142669678, -0.9337053298950195, 0.5101674795150757, 0.21396304666996002, -0.15492644906044006, -1.1232872009277344, -0.4595087170600891, -0.04102997109293938, 0.34595534205436707, 0.28215378522872925, 0.04806418716907501, 0.0010000000474974513, 0.6089740991592407, 0.16714078187942505, 0.28746020793914795, 0.2649494409561157, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.3381311595439911, 0.012692322954535484, 0.7408971786499023, 0.14436830580234528, 0.21239151060581207, 0.15331484377384186, 0.0010000000474974513, 0.078011654317379, 0.04111717268824577, 0.07857005298137665, 0.0010000000474974513, 0.12238460779190063, 0.12349589169025421, 0.6696484088897705, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.595079243183136, 0.07757576555013657, 0.0010000000474974513, 0.001095279585570097, 0.47950923442840576, 0.0010287744225934148, 0.031210022047162056, 0.0010000000474974513, 0.21329183876514435, 0.0010000000474974513, 0.1085045263171196, 0.40630418062210083]"
2,2250,0.1759350299835205,-91.99771881103516,-94.5196762084961,-98.58341979980469,"[-0.7951328158378601, 1.9505631923675537, 0.47005510330200195, 1.4293367862701416, 1.5578125715255737, 2.2179596424102783, -3.6325929164886475, 1.1955851316452026, 0.08839123696088791, -0.06977345049381256, 1.0315437316894531, -0.31907182931900024, -1.4790464639663696, -0.908374547958374, 1.751537561416626, 0.12555833160877228, 0.6944543123245239, -1.0299863815307617, 1.0273109674453735, 0.9503369331359863, -0.2978094518184662, 0.4374534487724304, 1.5217342376708984, 1.5925827026367188, -0.5445048809051514, -0.8483282923698425, 0.3468886613845825, -0.6886558532714844, 1.1902987957000732, -0.24085931479930878, -2.149146318435669, -0.77205491065979, 2.856348991394043, 1.8190776109695435, -1.3258602619171143, 0.5873162746429443, 0.5819528102874756, 0.26209282875061035, -4.413111209869385, -5.377722263336182, 0.022502699866890907, 0.8124802708625793, 0.0568537712097168, 0.059056032449007034, 0.05953861400485039, 0.02012082003057003, 0.6998900771141052, 0.012971313670277596, 0.0010000000474974513, 0.14232318103313446, 0.0010000000474974513, 0.09840203076601028, 0.0010000000474974513, 0.021186070516705513, 0.26579970121383667, 0.17747920751571655, 0.4170742928981781, 0.06827397644519806, 0.0010888158576563, 0.24991127848625183, 0.1685095727443695, 0.011496888473629951, 0.0607747919857502, 0.18472708761692047, 0.010439863428473473, 0.02213657833635807, 0.004694156814366579, 0.3681236207485199, 0.20272693037986755, 0.0010000000474974513, 0.10274261236190796, 0.0010000000474974513, 0.04635237902402878, 0.0010000000474974513, 0.11215484887361526, 0.10038148611783981, 0.0010000000474974513, 0.055326104164123535, 0.34762147068977356, 0.39440789818763733]"
3,3000,0.22836565971374512,-91.72930145263672,-93.38033294677734,-97.91725158691406,"[-0.8003315329551697, 2.190154552459717, 0.45394155383110046, 1.5136611461639404, 1.5783649682998657, 2.2193081378936768, -4.565781116485596, 1.1767017841339111, 0.10657982528209686, -0.11379403620958328, 1.0309457778930664, -0.3198729157447815, -1.4761008024215698, 0.8189248442649841, 1.738390564918518, -0.31203922629356384, 0.47721385955810547, -0.9407949447631836, 1.0286561250686646, -0.28999191522598267, -1.0260803699493408, 0.46011966466903687, 1.596419334411621, 0.16163720190525055, -0.5285306572914124, 0.7334696054458618, 0.3466131389141083, -0.581851601600647, 0.7102739810943604, -0.24208344519138336, -2.2297215461730957, -0.772825300693512, 2.8535633087158203, 1.8197283744812012, 1.2787151336669922, 0.622043788433075, 0.5833415985107422, 0.6185663938522339, -4.830366134643555, -5.699119567871094, 0.00391295226290822, 0.0010000000474974513, 0.04490601271390915, 0.06589998304843903, 0.02307973802089691, 0.0034491887781769037, 0.2083960324525833, 0.004245295189321041, 0.022055938839912415, 0.05750168859958649, 0.0010000000474974513, 0.032493703067302704, 0.013485497795045376, 0.031274378299713135, 0.016221068799495697, 0.11899120360612869, 0.21458351612091064, 0.07887987792491913, 0.0010000000474974513, 0.12725284695625305, 0.10587117820978165, 0.0070106266066432, 0.06530877947807312, 0.10957766324281693, 0.019084492698311806, 0.006840608082711697, 0.0010000000474974513, 0.19946639239788055, 0.25757673382759094, 0.0010000000474974513, 0.04601869732141495, 0.0010000000474974513, 0.02508379891514778, 0.0010000000474974513, 0.0783831924200058, 0.030157824978232384, 0.0010000000474974513, 0.1648198366165161, 0.47159960865974426, 0.1621125191450119]"
4,3750,0.2436084747314453,-91.5829849243164,-92.80692291259766,-98.484130859375,"[-2.5910909175872803, -8.32373046875, 1.3774229288101196, -1.3170193433761597, -4.481738090515137, -3.947490930557251, 0.33370354771614075, -0.5581932067871094, 0.08891844749450684, 0.04485393315553665, -2.0573930740356445, -0.3618861436843872, 1.9070795774459839, -2.6477115154266357, -0.08845630288124084, 0.30053624510765076, 1.4056522846221924, -1.0734705924987793, -0.7968841195106506, 0.668665885925293, -0.3103455603122711, 0.42319372296333313, 1.1352843046188354, 1.2152788639068604, -0.4712871015071869, -0.9858967661857605, 0.3681125342845917, -0.804418683052063, 1.298083782196045, -0.26936209201812744, 0.6100618839263916, -0.6991217732429504, 1.8216643333435059, -0.9928444623947144, -1.276796817779541, 0.2026117742061615, 0.6282050609588623, -0.10363907366991043, -4.660889625549316, -5.7957844734191895, 0.00988494511693716, 0.5173572897911072, 0.015507586300373077, 0.017966430634260178, 0.04187721014022827, 0.056470099836587906, 0.1057535856962204, 0.012151269242167473, 0.009430541656911373, 0.03557830676436424, 0.004487047903239727, 0.04212168976664543, 0.027756091207265854, 0.034118734300136566, 0.05027484521269798, 0.08820704370737076, 0.08957482874393463, 0.016649575904011726, 0.0010114931501448154, 0.07872570306062698, 0.07827288657426834, 0.014088556170463562, 0.026373527944087982, 0.04159369319677353, 0.03993033990263939, 0.1655426323413849, 0.0045343185774981976, 0.030607914552092552, 0.11516650021076202, 0.03865792229771614, 0.05415135994553566, 0.020931651815772057, 0.07123080641031265, 0.041666097939014435, 0.06356175988912582, 0.00746154272928834, 0.02141759730875492, 0.013571248389780521, 0.11095157265663147, 0.12890216708183289]"
5,4500,0.2590672969818115,-91.27421569824219,-91.72647094726562,-92.44939422607422,"[-2.537142753601074, -7.35448694229126, 1.0644150972366333, 1.5917813777923584, 0.10879852622747421, 2.2087411880493164, 0.5509422421455383, 1.790561556816101, 0.7319205403327942, -0.9800649881362915, -2.2218017578125, -0.3981057107448578, 1.4528768062591553, 0.03248791769146919, 1.0424717664718628, -0.12934798002243042, 0.5819599628448486, -0.7372415065765381, 1.0250303745269775, 0.6644573211669922, -0.8567853569984436, 0.4404950439929962, -0.8238093256950378, 1.2712726593017578, -2.358116865158081, 1.5313093662261963, 0.16787782311439514, 0.3469420373439789, -0.4125874638557434, 0.06588932871818542, 0.3691592812538147, 0.8424733877182007, 3.0295462608337402, 2.1624386310577393, 0.5090831518173218, 0.6386592984199524, 0.7740958333015442, -0.07583285123109818, -5.935907363891602, -5.608339786529541, 0.0294300876557827, 0.2421446144580841, 0.015972210094332695, 0.05605200678110123, 0.08318038284778595, 0.03413844481110573, 0.03923672437667847, 0.07902878522872925, 0.02027140185236931, 0.07579872757196426, 0.005989785771816969, 0.058205150067806244, 0.044055286794900894, 0.06922733783721924, 0.04676369950175285, 0.17199809849262238, 0.1564629226922989, 0.06586659699678421, 0.006723894737660885, 0.024134822189807892, 0.11854633688926697, 0.024590464308857918, 0.05657774955034256, 0.06803802400827408, 0.050970081239938736, 0.03609875589609146, 0.003749195020645857, 0.09768351912498474, 0.1196620985865593, 0.02182639017701149, 0.07694675028324127, 0.03304103761911392, 0.05976182594895363, 0.038214147090911865, 0.052005182951688766, 0.01102785300463438, 0.015351416543126106, 0.08578022569417953, 0.2862356901168823, 0.12322653084993362]"
6,5250,0.23968982696533203,-91.1346664428711,-91.43756103515625,-91.80851745605469,"[-2.6241466999053955, -7.910351276397705, 1.1174054145812988, 1.7116608619689941, -0.4003942608833313, -3.9454500675201416, 0.4041751027107239, -0.5537053346633911, 0.08745820820331573, -0.034234579652547836, -2.236151933670044, -0.36453962326049805, 1.5063250064849854, 0.5328165888786316, 1.8450065851211548, -0.10850098729133606, 1.0463666915893555, -0.8690755367279053, -0.2797723710536957, 0.765247642993927, -0.9775375127792358, 0.42707371711730957, -0.029238827526569366, -1.5023962259292603, -0.6448862552642822, 0.6628872752189636, 0.40424561500549316, -0.8278371095657349, 1.2244319915771484, -0.35496118664741516, 0.6038293838500977, -0.6202191114425659, -0.2672985792160034, 1.837005376815796, -1.3713297843933105, 0.6214884519577026, 0.6128790974617004, -0.04582980275154114, -5.910653114318848, -6.272202491760254, 0.024078084155917168, 0.21872375905513763, 0.016724146902561188, 0.03392409160733223, 0.026345940306782722, 0.040873728692531586, 0.11885485798120499, 0.00509348651394248, 0.02333889901638031, 0.02363414317369461, 0.004271969199180603, 0.015728358179330826, 0.015464738011360168, 0.05295039340853691, 0.02919531799852848, 0.11359167098999023, 0.1477268636226654, 0.06738224625587463, 0.004908530041575432, 0.03900608792901039, 0.11311008781194687, 0.003253535134717822, 0.04305281490087509, 0.06611549109220505, 0.02816077321767807, 0.07278745621442795, 0.0022868351079523563, 0.059689462184906006, 0.14799845218658447, 0.03330417349934578, 0.030772050842642784, 0.009546338580548763, 0.07441271841526031, 0.052439648658037186, 0.02684679813683033, 0.024961154907941818, 0.02431383915245533, 0.04404124990105629, 0.3670290410518646, 0.17976027727127075]"
7,6000,0.2451341152191162,-91.00507354736328,-91.2127456665039,-91.51374053955078,"[-2.524380922317505, -7.8731560707092285, 1.0223499536514282, 1.6053588390350342, 0.10191190242767334, 2.190242290496826, 2.383446216583252, 1.7846530675888062, 0.6144745945930481, -0.8917368054389954, -2.0459048748016357, -0.41230568289756775, -1.0539220571517944, 0.028007734566926956, 1.903201699256897, -0.08753810822963715, 1.8741663694381714, -1.0990087985992432, 1.0124510526657104, 0.682090163230896, -1.0061869621276855, 1.2194900512695312, -0.828659176826477, 1.1139757633209229, 0.17677991092205048, -0.7976683974266052, 0.1609114706516266, -0.632525622844696, -0.44334185123443604, 0.13594435155391693, -2.032024621963501, 0.41142886877059937, 2.970897674560547, 0.22510379552841187, 0.5212008953094482, 0.18542182445526123, 0.6120285391807556, 0.03095683827996254, -6.833017826080322, -6.221602439880371, 0.01447705551981926, 0.07131891697645187, 0.010892649181187153, 0.01889231987297535, 0.07058694213628769, 0.027971331030130386, 0.13410909473896027, 0.021166078746318817, 0.0332597978413105, 0.05649320036172867, 0.005766474641859531, 0.030667077749967575, 0.033930305391550064, 0.042432524263858795, 0.06352849304676056, 0.036364518105983734, 0.08912133425474167, 0.0296303890645504, 0.010643130168318748, 0.04199731722474098, 0.05842817574739456, 0.02554919756948948, 0.023681793361902237, 0.052082765847444534, 0.049253277480602264, 0.027174660935997963, 0.00421029981225729, 0.07585345208644867, 0.1565917730331421, 0.018320247530937195, 0.04855961352586746, 0.022533223032951355, 0.034528862684965134, 0.017748970538377762, 0.06977999210357666, 0.013758158311247826, 0.01690327376127243, 0.08318939059972763, 0.34922802448272705, 0.17174819111824036]"
8,6750,0.21265888214111328,-90.90516662597656,-91.06278991699219,-91.32451629638672,"[-2.60491943359375, -7.7339558601379395, 1.3310494422912598, 1.8231489658355713, -3.169315814971924, -4.85305643081665, -2.288785219192505, -0.47880780696868896, 0.19425728917121887, -0.47964003682136536, -2.0497820377349854, -0.2276441752910614, 1.5020341873168945, 0.6478818655014038, 1.885911464691162, -0.060772061347961426, 1.2777044773101807, -0.8095831274986267, -0.1701033115386963, 0.8521115779876709, -0.9203957319259644, 0.43759799003601074, 1.0591328144073486, -1.3019888401031494, -0.8635026216506958, -1.167224407196045, 0.35656681656837463, -0.8155254125595093, -4.603245735168457, -0.24073898792266846, 0.34349989891052246, 0.4064285457134247, -0.2923782765865326, 0.20885741710662842, 0.4723106622695923, 0.20042386651039124, -0.4390907287597656, 0.7766023874282837, -7.394257068634033, -6.453746795654297, 0.03435743972659111, 0.19850598275661469, 0.0060310703702270985, 0.018262093886733055, 0.03663285821676254, 0.050369419157505035, 0.21966718137264252, 0.005859711207449436, 0.023354262113571167, 0.04077363759279251, 0.003093704115599394, 0.0445440411567688, 0.00833509024232626, 0.029825126752257347, 0.09563440084457397, 0.1659824699163437, 0.04594126716256142, 0.01998179778456688, 0.009974483400583267, 0.046327557414770126, 0.07241044193506241, 0.004989191889762878, 0.015990104526281357, 0.08361294120550156, 0.02248951606452465, 0.050249360501766205, 0.005183157976716757, 0.07738494873046875, 0.09076448529958725, 0.015110920183360577, 0.06981027126312256, 0.03307739272713661, 0.026519030332565308, 0.020542657002806664, 0.05054141581058502, 0.007229584734886885, 0.01719650998711586, 0.030237235128879547, 0.19349084794521332, 0.05436334386467934]"
9,7500,0.24329495429992676,-90.85762023925781,-90.97162628173828,-91.19993591308594,"[-2.6696248054504395, -8.490710258483887, 0.4862404465675354, 1.5793397426605225, -4.702324867248535, -4.813226699829102, -2.2703473567962646, -0.506649911403656, 0.7511318325996399, -0.32611405849456787, -2.087155818939209, -0.3394402265548706, 1.5825849771499634, 0.6922568082809448, 2.1248557567596436, -0.13679246604442596, 1.469656229019165, -1.0026464462280273, 0.9841510653495789, 0.8003054261207581, -0.7307522296905518, 0.3886958956718445, -0.3178093731403351, 1.7398971319198608, -0.4376338720321655, 1.64955472946167, 0.18298953771591187, -0.5057438611984253, -0.5508136749267578, 0.03142079710960388, 0.46147340536117554, 0.883945107460022, -0.2759641706943512, 2.2528300285339355, 0.48877251148223877, 0.5936051607131958, -0.3675249218940735, -0.22524909675121307, -7.949575424194336, -6.541027545928955, 0.05274967849254608, 0.22715750336647034, 0.028204405680298805, 0.030059030279517174, 0.037762176245450974, 0.05239061638712883, 0.1858006715774536, 0.019964933395385742, 0.0147247314453125, 0.09498146176338196, 0.01925867423415184, 0.05036661773920059, 0.07250726222991943, 0.09314491599798203, 0.06003323942422867, 0.0487784668803215, 0.16556204855442047, 0.035481445491313934, 0.016591111198067665, 0.06802231073379517, 0.08230933547019958, 0.039235472679138184, 0.01522933878004551, 0.09332803636789322, 0.0728350281715393, 0.044111840426921844, 0.010040984489023685, 0.20866358280181885, 0.1421634405851364, 0.044796332716941833, 0.05396351218223572, 0.021040577441453934, 0.05291112884879112, 0.0541803315281868, 0.061843473464250565, 0.024449970573186874, 0.024416767060756683, 0.07172879576683044, 0.5693190097808838, 0.0921684131026268]"
