gen_n,eval_counter,iter_time,gen_best_fit,gen_mean_fit,gen_worst_fit,gen_best_idv
0,630,0.175872802734375,-90.27427673339844,-93.82020568847656,-95.89335632324219,"[2.0295166969299316, -0.6626267433166504, 0.19762593507766724, -2.2515335083007812, -1.031290054321289, 0.38223928213119507, 1.1160708665847778, -0.6929758787155151, 4.829827785491943, -1.5369459390640259, 0.4105103611946106, -1.4559670686721802, 0.6265074610710144, -6.413860321044922, 2.573763847351074, 1.541947603225708, -0.34213611483573914, 1.0483558177947998, -0.4392552077770233, -0.3410826027393341, 0.5546966195106506, -0.147691011428833, -1.0082849264144897, -4.154638290405273, -0.6762681603431702, -0.3153446912765503, 0.47937557101249695, 0.4235471189022064, 1.918771743774414, -1.6992398500442505, 0.8594900965690613, -0.19619810581207275, -0.33892929553985596, 1.1108310222625732, -0.838849663734436, -1.285801649093628, -0.9284776449203491, -1.120290994644165, -0.20733031630516052, 0.28444305062294006, 1.0872467756271362, 0.0010000000474974513, 0.2594335973262787, 1.152201771736145, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 2.014021635055542, 0.4149845540523529, 0.0010000000474974513, 2.5088534355163574, 0.2594766616821289, 4.097314834594727, 0.44742387533187866, 0.0010000000474974513, 0.0010000000474974513, 0.4608382284641266, 0.32175740599632263, 0.0010000000474974513, 0.0010000000474974513, 0.073203444480896, 0.0010000000474974513, 1.7101689577102661, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.8127774596214294, 0.0010000000474974513, 1.5468876361846924, 0.04203053191304207, 0.17734487354755402, 0.3558865189552307, 0.6285834908485413, 0.0010000000474974513, 0.0010000000474974513, 3.04325532913208, 0.0010000000474974513, 0.027918634936213493]"
1,1260,0.1894063949584961,-87.37651824951172,-92.43563079833984,-95.18453216552734,"[5.4418535232543945, -0.3426526188850403, 0.9522706866264343, -2.9562339782714844, -0.676186203956604, 1.3535194396972656, -1.2382482290267944, -0.17430156469345093, 1.2580816745758057, 1.1014777421951294, 2.1237025260925293, -1.176525592803955, 0.8902927041053772, 0.41648077964782715, 2.6019375324249268, -2.209376573562622, 0.19854126870632172, -4.748630523681641, 1.1798169612884521, -0.5508227944374084, 0.7858870029449463, -1.5995831489562988, 0.4850562810897827, -0.9801979660987854, -0.1526234745979309, -1.0442814826965332, 0.5003941655158997, -0.5170838832855225, 0.030735718086361885, -0.3130761384963989, -0.17738108336925507, -0.23966123163700104, -0.41581207513809204, 0.18895912170410156, 9.50142765045166, -1.7808014154434204, 2.66934871673584, -3.6218180656433105, -0.02315620332956314, 0.5117944478988647, 0.3251483142375946, 0.16985221207141876, 0.0010000000474974513, 0.7358983159065247, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.2564859092235565, 0.015309358015656471, 0.0010000000474974513, 0.5835767388343811, 0.4079153835773468, 0.45303431153297424, 0.7185142636299133, 0.4463271498680115, 0.1309928447008133, 0.11666378378868103, 0.46704813838005066, 0.6777364015579224, 0.549592912197113, 0.2262684553861618, 0.13820277154445648, 0.0010000000474974513, 0.2460595816373825, 0.04424421489238739, 0.17045284807682037, 0.2984468340873718, 0.0011697206646203995, 0.03613361343741417, 0.07888827472925186, 0.2218163162469864, 0.0010000000474974513, 0.5892471075057983, 0.2583880126476288, 1.321016550064087, 0.378791868686676, 0.3840000629425049, 0.7045778632164001, 0.06716293096542358, 0.0010000000474974513]"
2,1890,0.20552825927734375,-86.35487365722656,-91.21526336669922,-94.93805694580078,"[0.3982670307159424, -0.5831931829452515, 0.2155226618051529, 1.4582241773605347, -1.0355530977249146, 0.19632041454315186, -0.21221773326396942, -0.08050645142793655, 5.426687717437744, -7.168982028961182, 0.4936875104904175, 1.6000244617462158, 0.6243760585784912, -1.7896238565444946, -0.2848014533519745, 1.5291470289230347, 0.3827012777328491, 1.0288138389587402, -1.5120329856872559, -3.5998592376708984, -0.0912727564573288, -0.9045571684837341, 0.36409682035446167, -1.1428048610687256, 0.7564863562583923, -1.1939663887023926, 0.4255281984806061, -0.30116352438926697, 1.707098126411438, -1.423928141593933, -0.8961814641952515, 0.039002761244773865, 0.5618880987167358, 0.465087354183197, -0.9513682723045349, 0.7041624784469604, -1.0170066356658936, 0.5511318445205688, 0.5264586806297302, -6.24495792388916, 0.3057413697242737, 0.012311195023357868, 0.05234093219041824, 0.3665367364883423, 0.010169759392738342, 0.06669488549232483, 0.0010000000474974513, 0.05895741656422615, 0.13401980698108673, 0.9046295881271362, 0.1294165998697281, 0.34588536620140076, 0.003456349950283766, 0.22266742587089539, 0.2849832773208618, 0.014461508952081203, 0.0010000000474974513, 0.07839114964008331, 0.005891193635761738, 0.01810082420706749, 0.10521166026592255, 0.14908234775066376, 0.22776731848716736, 0.22561852633953094, 0.0012054090620949864, 0.0010000000474974513, 0.13510581851005554, 0.07146026939153671, 0.16464674472808838, 0.18394038081169128, 0.0010000000474974513, 0.3380834460258484, 0.267528772354126, 0.34575968980789185, 0.043974023312330246, 0.11156125366687775, 0.13679951429367065, 0.42458680272102356, 0.030148090794682503, 0.057084765285253525]"
3,2520,0.19319391250610352,-82.90505981445312,-89.44927978515625,-94.39879608154297,"[2.6858818531036377, -0.8240048885345459, 0.9527732729911804, -3.0390148162841797, 0.5240379571914673, 0.9498690366744995, 0.8667256832122803, -1.3684954643249512, 0.4018225371837616, 1.1721911430358887, 0.988588273525238, -1.1940332651138306, 1.17388916015625, 0.5771739482879639, -0.7597215175628662, 0.007256355136632919, -2.5506367683410645, -4.919197082519531, -0.46414700150489807, 0.29691824316978455, -0.09912566840648651, 2.2163357734680176, 0.5416693091392517, -0.9675143361091614, 0.7346057891845703, -0.993373692035675, -0.9854452610015869, 1.397890567779541, -0.7741747498512268, -0.29558634757995605, -0.7964137196540833, -0.49335867166519165, -1.7582324743270874, 0.3943771719932556, 9.00647258758545, -8.29898452758789, 1.8053888082504272, -2.2012181282043457, -0.14887447655200958, 0.08212490379810333, 0.3088708519935608, 0.13646289706230164, 0.0010000000474974513, 0.04245411232113838, 0.03732338175177574, 0.10616663098335266, 0.09143105149269104, 0.3265014588832855, 0.02733583189547062, 0.10853786021471024, 0.12706376612186432, 0.11102806776762009, 0.08415614068508148, 0.12325646728277206, 0.18930138647556305, 0.0612165592610836, 0.055310383439064026, 0.31285205483436584, 0.10169616341590881, 0.15950503945350647, 0.08889124542474747, 0.11157703399658203, 0.06768278777599335, 0.034094881266355515, 0.22757020592689514, 0.0764562115073204, 0.2905135154724121, 0.034418586641550064, 0.04452771693468094, 0.0388532429933548, 0.13039276003837585, 0.060431234538555145, 0.20961321890354156, 0.2209755778312683, 0.345507949590683, 0.5251240730285645, 0.10686812549829483, 0.3894464075565338, 0.16464225947856903, 0.027800237759947777]"
4,3150,0.204146146774292,-82.38198852539062,-87.6468734741211,-93.69645690917969,"[1.6675728559494019, 0.4979625344276428, -3.5603115558624268, -4.666323661804199, 0.6767734885215759, 10.84071159362793, 0.5145901441574097, 1.2513116598129272, -1.8774960041046143, -1.3540434837341309, -1.601067304611206, -0.368998646736145, 3.3961284160614014, -0.6007188558578491, -2.2002553939819336, 0.5169636607170105, 0.055703308433294296, 0.7000594139099121, 1.1747089624404907, 2.589183807373047, 2.3059141635894775, -0.0862879604101181, -0.9074354767799377, -0.9456178545951843, 1.6298739910125732, 0.4183039963245392, -2.07411527633667, 0.1875436156988144, 0.07711148262023926, -1.2043639421463013, 1.146329641342163, -2.388526201248169, 0.9155699014663696, -1.745361566543579, 6.034497261047363, -4.255703449249268, -1.0210267305374146, -0.9482871294021606, -0.676626980304718, -0.10520951449871063, 0.236210897564888, 0.01433258131146431, 0.03897399827837944, 0.22031733393669128, 0.06742312014102936, 0.2608814239501953, 0.07365746051073074, 0.23915809392929077, 0.04051736369729042, 0.07153212279081345, 0.16143852472305298, 0.08048775792121887, 0.3945358395576477, 0.19543002545833588, 0.2455000877380371, 0.04356775060296059, 0.028640449047088623, 0.045691266655921936, 0.06901621073484421, 0.40195560455322266, 0.14576193690299988, 0.20069895684719086, 0.05387203395366669, 0.12113185226917267, 0.017451340332627296, 0.0870586484670639, 0.5050938725471497, 0.03516644984483719, 0.0671471357345581, 0.09758450835943222, 0.2781867980957031, 0.048911429941654205, 0.08749284595251083, 0.31084150075912476, 0.20063021779060364, 0.17631614208221436, 0.1648460328578949, 0.5264719724655151, 0.02791135199368, 0.15816274285316467]"
5,3780,0.19163084030151367,-78.88426208496094,-85.60478973388672,-93.62491607666016,"[-0.6073294878005981, 0.6221497058868408, 0.37890926003456116, -0.5557824373245239, -0.39906901121139526, 10.827795028686523, -2.800645112991333, -5.658593654632568, -0.9036773443222046, 0.5180683135986328, 2.1252925395965576, -0.6762369871139526, -1.6879526376724243, -1.3694454431533813, -0.7296438217163086, -2.391385078430176, 0.9925699830055237, 0.3825147747993469, -0.1972464919090271, -0.35762280225753784, 1.9133957624435425, 0.3723441958427429, -0.7945231199264526, -0.8036389946937561, 0.9335629940032959, -1.9135645627975464, 0.45454323291778564, 1.4073572158813477, 0.6636239290237427, -1.764294147491455, -1.0339264869689941, -2.270359516143799, -0.5640251636505127, -1.70169997215271, 9.995006561279297, -7.689846992492676, -1.086987018585205, -2.947683334350586, -0.2547173798084259, 0.7283111810684204, 0.08969100564718246, 0.06414754688739777, 0.019147370010614395, 0.29789069294929504, 0.02136259712278843, 0.18324905633926392, 0.018853306770324707, 0.1991645097732544, 0.005955542903393507, 0.11906279623508453, 0.19802187383174896, 0.03294311463832855, 0.1141209602355957, 0.28202202916145325, 0.08910556137561798, 0.0731072798371315, 0.0929274708032608, 0.21750858426094055, 0.14320452511310577, 0.16674409806728363, 0.07323628664016724, 0.10960682481527328, 0.03873398154973984, 0.05593767389655113, 0.16538509726524353, 0.021268270909786224, 0.22226087749004364, 0.022110015153884888, 0.034282173961400986, 0.05738292634487152, 0.1867121309041977, 0.09352303296327591, 0.27777376770973206, 0.055471405386924744, 0.1336897760629654, 0.16356933116912842, 0.04940224066376686, 0.29790642857551575, 0.09705635160207748, 0.04017580300569534]"
6,4410,0.1613025665283203,-78.7105484008789,-83.30146026611328,-93.30277252197266,"[1.0971112251281738, -0.46538522839546204, -0.7917786836624146, -1.271281123161316, -0.773200273513794, 10.706201553344727, -0.12892508506774902, -2.570605993270874, 0.519832193851471, -0.5265363454818726, -1.5275959968566895, 0.4799637198448181, 10.07870101928711, -7.001711845397949, 1.801890254020691, 1.5538361072540283, -1.9346513748168945, -5.637727737426758, 8.886887550354004, -0.2011318802833557, 0.43293511867523193, -0.48832768201828003, -1.2678024768829346, -0.7178037166595459, -1.2455378770828247, -1.0502711534500122, 1.6074851751327515, -0.2771633565425873, 0.2601177990436554, -1.636711835861206, 0.31787651777267456, -0.23051095008850098, 2.0534839630126953, -1.9133151769638062, -2.6098949909210205, -7.6246418952941895, 0.5282116532325745, -2.3770105838775635, -0.022323861718177795, -2.2819466590881348, 0.24384860694408417, 0.09687796980142593, 0.029868731275200844, 0.7710742950439453, 0.10188812762498856, 0.23463501036167145, 0.05907179042696953, 0.15539425611495972, 0.15253998339176178, 0.44895467162132263, 0.18076767027378082, 0.17266353964805603, 0.17908428609371185, 0.2745066285133362, 0.2734886407852173, 0.23245233297348022, 0.2466757446527481, 0.10033535212278366, 0.12164000421762466, 0.5114635229110718, 0.11636069416999817, 0.31241661310195923, 0.09368234872817993, 0.1786092221736908, 0.3312183618545532, 0.08463739603757858, 0.24520006775856018, 0.05752171203494072, 0.11578521132469177, 0.09325669705867767, 0.30720919370651245, 0.19902752339839935, 0.18230485916137695, 0.1694873720407486, 0.2542252838611603, 0.3061830401420593, 0.05563531070947647, 0.3312875032424927, 0.11692098528146744, 0.10546228289604187]"
7,5040,0.15347623825073242,-78.13520812988281,-80.63777923583984,-88.78041076660156,"[-0.09273811429738998, 0.6536518931388855, -0.3784000873565674, -2.576505422592163, -0.3001376986503601, 11.580788612365723, -0.9498468041419983, 0.8652089834213257, 4.3948516845703125, 1.9820971488952637, 0.9173488020896912, -0.6524658203125, 0.8403294086456299, -2.6498513221740723, -5.564326286315918, -2.736800193786621, -2.8511719703674316, -7.278425216674805, -0.6957638263702393, 0.33153969049453735, -0.3829270303249359, -1.0978734493255615, 0.17355352640151978, 0.8903111219406128, 1.8167214393615723, -0.3622618317604065, -0.48000168800354004, 0.3600679337978363, 0.6304661631584167, 0.9236639738082886, -0.16406160593032837, -0.2037225067615509, -0.9854117631912231, -1.3833699226379395, 10.224128723144531, -7.5589728355407715, -1.8204584121704102, -0.16213543713092804, 2.363300085067749, 0.04061858355998993, 0.24421966075897217, 0.07021044194698334, 0.02372303605079651, 0.2424609512090683, 0.16047145426273346, 0.4231248199939728, 0.07263702154159546, 0.5582453012466431, 0.2941123843193054, 0.45776376128196716, 0.40171128511428833, 0.37382563948631287, 0.34416863322257996, 0.3685525059700012, 0.14103566110134125, 0.13651196658611298, 0.14305704832077026, 0.20437771081924438, 0.550774335861206, 0.5933189988136292, 0.20537947118282318, 0.28704994916915894, 0.07724464684724808, 0.0732763260602951, 0.17323873937129974, 0.18859754502773285, 0.2777874171733856, 0.08894047886133194, 0.26419076323509216, 0.21838073432445526, 0.17395462095737457, 0.16710282862186432, 0.31219422817230225, 0.19050732254981995, 0.45870232582092285, 0.2821885645389557, 0.14049233496189117, 0.7322896718978882, 0.08924808353185654, 0.08044758439064026]"
8,5670,0.20571517944335938,-77.51654815673828,-79.67926788330078,-87.9907455444336,"[1.1293667554855347, -0.3181820511817932, 0.2964031398296356, -0.40233415365219116, -0.825126588344574, 12.358423233032227, -1.0233488082885742, 1.3134057521820068, 4.385227203369141, -7.564815998077393, 0.16991505026817322, -1.767727255821228, -0.9048345685005188, -0.697782576084137, -5.864717960357666, 1.3152848482131958, -3.1700291633605957, -5.993476390838623, 12.692464828491211, -5.897482872009277, -0.4775792956352234, -1.9103190898895264, -0.8163243532180786, -0.817604660987854, -0.17677024006843567, 1.4405052661895752, 0.8770389556884766, 0.681197464466095, -1.6821463108062744, -0.5547541379928589, 0.35572269558906555, -1.4589552879333496, -0.10041296482086182, 0.34213006496429443, 8.536311149597168, -7.871181011199951, 4.637947082519531, -0.4088597297668457, -0.7720667123794556, 0.6461313962936401, 0.17802444100379944, 0.1493806093931198, 0.07574307173490524, 0.42288294434547424, 0.1931656301021576, 0.6335574388504028, 0.17827889323234558, 0.515845000743866, 0.3281779885292053, 0.4229488670825958, 0.3798830509185791, 0.586341381072998, 0.5996428728103638, 0.3742384910583496, 0.4877568781375885, 0.2383982390165329, 0.28552761673927307, 0.445103257894516, 0.7273018956184387, 0.6970614790916443, 0.27824509143829346, 0.3565920293331146, 0.1698576658964157, 0.27701282501220703, 0.5317977666854858, 0.32148823142051697, 0.6629676818847656, 0.0758521780371666, 0.30498990416526794, 0.2751304805278778, 0.331143319606781, 0.2739614248275757, 0.4918835163116455, 0.23536168038845062, 0.24135200679302216, 0.7022183537483215, 0.44053617119789124, 0.7486761808395386, 0.3345659375190735, 0.11150603741407394]"
9,6300,0.2752809524536133,-74.43418884277344,-79.2266616821289,-86.5582504272461,"[-0.47509241104125977, -0.7418176531791687, 0.21925099194049835, -4.7703704833984375, -1.0613429546356201, 12.771833419799805, 1.3506802320480347, -7.6414618492126465, 5.248589038848877, 1.268923282623291, 0.4700249433517456, 2.3126652240753174, 0.8597762584686279, -5.946059703826904, -2.7679364681243896, -2.688668966293335, -3.187629222869873, -6.9184136390686035, -9.255243301391602, 3.603195905685425, 2.9760332107543945, -0.408119797706604, -1.008671760559082, 1.3677186965942383, 0.9148717522621155, -0.5596014261245728, 0.03125739097595215, 1.3190867900848389, 0.6424745321273804, -1.8315117359161377, -5.122985363006592, -2.184558629989624, -1.9466190338134766, -0.3712086081504822, 10.60179328918457, -7.415942668914795, -1.058222770690918, -5.984367370605469, -0.08297115564346313, -7.1212477684021, 0.8878010511398315, 0.6959413886070251, 0.13341382145881653, 1.1007479429244995, 0.3828476369380951, 1.0831494331359863, 0.4949267506599426, 1.8898934125900269, 0.630954384803772, 0.8210386037826538, 1.181620717048645, 0.7666837573051453, 1.2854628562927246, 1.5531864166259766, 0.9708985090255737, 0.7890986800193787, 0.8357916474342346, 0.8789724111557007, 1.42799973487854, 2.2634940147399902, 0.5385279655456543, 0.9367573261260986, 0.3622344136238098, 0.35664433240890503, 1.1110212802886963, 0.9844040274620056, 1.245929479598999, 0.27674052119255066, 0.7593718767166138, 0.8711107969284058, 1.3955755233764648, 0.7182564735412598, 1.0753570795059204, 0.7265642285346985, 2.356062650680542, 1.3927645683288574, 0.6569699645042419, 1.9702534675598145, 0.38311517238616943, 0.4193386733531952]"
