gen_n,eval_counter,iter_time,gen_best_fit,gen_mean_fit,gen_worst_fit,gen_best_idv
0,630,0.17583870887756348,-84.28533172607422,-90.32337188720703,-92.85802459716797,"[1.4720840454101562, -0.16845789551734924, 0.312244176864624, -0.7047916054725647, 0.8942072987556458, -0.6800340414047241, -0.2721613049507141, 0.2403017282485962, -0.1660510152578354, 0.13016971945762634, 2.4336109161376953, -1.0123637914657593, 0.21731507778167725, -0.6734777092933655, 4.3397979736328125, -1.8225003480911255, -0.726509690284729, -0.24732182919979095, 1.1337295770645142, 0.08861611783504486, 0.3351692259311676, -1.0750981569290161, -0.5455392599105835, 0.3666129410266876, -0.17907913029193878, -1.9873234033584595, -0.3225606679916382, -0.7334609031677246, -6.906281471252441, -0.45228713750839233, -0.15706521272659302, -0.1455821543931961, -0.6785491704940796, -1.125917911529541, 1.063636064529419, -2.355315923690796, -1.4774311780929565, -0.9846161603927612, -0.10211002081632614, -1.9682822227478027, 0.0010000000474974513, 0.17146296799182892, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.308455228805542, 0.2883642017841339, 0.7292003035545349, 0.7581537365913391, 0.0010000000474974513, 0.6731203198432922, 0.0010000000474974513, 1.772073745727539, 0.13096976280212402, 0.14176799356937408, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.5303268432617188, 0.4117027521133423, 0.0010000000474974513, 0.0010000000474974513, 0.5211144685745239, 1.387794852256775, 0.11094409227371216, 0.5939912796020508, 1.8636375665664673, 0.0010000000474974513, 0.0010000000474974513, 0.15318302810192108, 0.0010000000474974513, 0.667870819568634, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.4919470548629761, 0.0010000000474974513, 0.4477263391017914]"
1,1260,0.1921238899230957,-78.28298950195312,-87.94477081298828,-92.66546630859375,"[1.4717520475387573, -0.37095630168914795, -1.8092221021652222, 0.7687652111053467, 1.1950750350952148, 1.9440600872039795, -1.5480704307556152, 1.1241941452026367, -2.7105746269226074, -1.062424898147583, -8.598642349243164, -1.184851884841919, 0.8150823712348938, 0.12114410847425461, -2.9774813652038574, 0.8242020606994629, -0.24528008699417114, 1.2229093313217163, 0.9988614916801453, 0.38035082817077637, 2.3591578006744385, 0.38865917921066284, 0.05575861036777496, 1.2246816158294678, -0.18386071920394897, -0.24917438626289368, 0.8273163437843323, -2.4655230045318604, 2.443216323852539, -0.4293327331542969, 1.9443243741989136, 2.77018404006958, 0.48462384939193726, -2.656857490539551, 2.403411626815796, 0.1351020187139511, 0.7875445485115051, -0.9256690144538879, 0.32452282309532166, -7.522092819213867, 0.0010000000474974513, 0.2752888798713684, 0.001066734199412167, 0.0010293881641700864, 0.49719905853271484, 0.767027735710144, 0.4327440559864044, 0.3479238450527191, 1.3013395071029663, 1.677243709564209, 1.7812708616256714, 0.001051834668032825, 0.5510759949684143, 0.0010000000474974513, 1.415603756904602, 0.0010000000474974513, 0.45792156457901, 0.39435791969299316, 0.028810733929276466, 0.0012921937741339207, 0.4638983905315399, 0.34216398000717163, 0.0855402797460556, 0.2980725169181824, 0.792546272277832, 0.1265396624803543, 0.2129632830619812, 1.0396031141281128, 1.064360499382019, 0.8628248572349548, 0.36677268147468567, 1.9713376760482788, 0.0010286164470016956, 0.3379404842853546, 0.3142082989215851, 0.0012173226568847895, 0.08424022793769836, 0.8002335429191589, 0.0010000000474974513, 0.7403784990310669]"
2,1890,0.15856480598449707,-73.3627700805664,-85.05742645263672,-91.15026092529297,"[1.4073095321655273, 0.49665898084640503, 0.6977186799049377, 5.9106035232543945, -1.0916837453842163, -0.4127715826034546, -1.541852355003357, 1.0095330476760864, -2.868436336517334, -1.0677099227905273, -9.827072143554688, -1.187025547027588, 0.7361259460449219, 0.11967752128839493, 1.21620774269104, 0.8364437818527222, 0.06365740299224854, 0.967958390712738, -2.6512672901153564, 0.5996904373168945, 1.2453726530075073, 1.0689600706100464, 0.1359541118144989, 1.185990571975708, -1.6504532098770142, 0.856461226940155, 0.6592633724212646, -4.733187675476074, 3.521564245223999, -7.6144328117370605, 1.8416064977645874, 0.47832515835762024, -2.7725470066070557, -0.7113617658615112, -1.9152443408966064, -0.8019222021102905, -0.0576547347009182, -1.6263108253479004, -0.41638442873954773, -7.315716743469238, 0.03834358602762222, 0.26351356506347656, 0.12446748465299606, 0.7834145426750183, 0.1699124276638031, 0.0010000000474974513, 0.03985488414764404, 0.10853293538093567, 0.22464287281036377, 1.2318404912948608, 1.1172420978546143, 0.0010000000474974513, 0.15992046892642975, 0.0010000000474974513, 0.40039122104644775, 0.12097923457622528, 0.35312560200691223, 0.9271140098571777, 0.0010000000474974513, 0.13497039675712585, 0.0806778222322464, 0.12714140117168427, 0.05789937824010849, 0.14008966088294983, 0.21908557415008545, 0.042540423572063446, 0.08904921263456345, 0.7620678544044495, 0.7687704563140869, 1.123954176902771, 0.13557890057563782, 0.48223742842674255, 0.0010000000474974513, 0.19526222348213196, 1.1579827070236206, 0.0010000000474974513, 0.07704213261604309, 0.4511374235153198, 0.10564649105072021, 0.4830876886844635]"
3,2520,0.20606112480163574,-71.77033996582031,-81.4166030883789,-91.23721313476562,"[1.5066417455673218, -0.7286961674690247, 1.7027350664138794, 8.930083274841309, -1.092556357383728, -0.3891749382019043, -1.5291169881820679, -0.28560543060302734, -2.117668390274048, -0.1644580364227295, -9.389236450195312, -1.2115238904953003, 1.3073533773422241, -0.20285478234291077, 1.2258824110031128, -0.585741400718689, 1.0818324089050293, 3.7160773277282715, -2.5849528312683105, -5.04733419418335, 1.4240798950195312, -0.46731656789779663, -0.7638390064239502, -1.5206550359725952, -1.9825190305709839, 0.5460954904556274, -0.5454020500183105, -0.7586469650268555, 5.03883171081543, -7.287624359130859, 1.0743868350982666, -2.761597156524658, -2.707240104675293, 0.42764461040496826, -1.5728143453598022, -1.167111873626709, -0.3213420510292053, -1.8492166996002197, -0.2554289996623993, -7.274989604949951, 0.16510845720767975, 0.2969280481338501, 0.3586936593055725, 1.1505393981933594, 0.2520752549171448, 0.07034090906381607, 0.06186189129948616, 0.4746679365634918, 0.665511429309845, 2.6579654216766357, 1.4363961219787598, 0.10183148086071014, 0.9594878554344177, 0.20145298540592194, 0.8616681694984436, 0.6429977416992188, 0.9570301175117493, 1.2390607595443726, 0.18592745065689087, 0.6330065131187439, 0.10339883714914322, 0.1551693081855774, 0.10873673856258392, 0.9030730724334717, 1.2522023916244507, 0.3237123191356659, 0.103016696870327, 1.2107391357421875, 2.0980679988861084, 1.0790736675262451, 0.19013912975788116, 0.776655375957489, 0.322654128074646, 1.0677008628845215, 1.614959716796875, 0.2074054777622223, 0.17525680363178253, 0.6065517663955688, 0.12553764879703522, 0.8495707511901855]"
4,3150,0.18407106399536133,-69.61846923828125,-77.41504669189453,-88.49956512451172,"[1.4520868062973022, 0.39840781688690186, 0.9344307780265808, 7.696838855743408, 0.9911600351333618, -0.09642428159713745, 0.15569040179252625, 0.09370884299278259, -0.11073130369186401, 1.1205053329467773, -10.617622375488281, -0.8269526362419128, -0.8820087909698486, -2.426607608795166, -0.09513074159622192, 1.2419154644012451, 1.5595543384552002, 1.5529886484146118, -0.2269188016653061, -2.8992908000946045, 3.5198235511779785, 0.6368210315704346, -0.281671404838562, 1.084334135055542, -0.6308975219726562, -3.5611114501953125, -1.6089978218078613, -5.741574287414551, 9.589455604553223, -7.922204494476318, 1.7865350246429443, 0.06316457688808441, -0.7335553169250488, -7.8296895027160645, -1.3749048709869385, 1.9689011573791504, -2.929579973220825, 1.9600577354431152, -0.9367692470550537, -1.9803440570831299, 0.42063042521476746, 0.5186911821365356, 0.9506248831748962, 1.1449484825134277, 0.12357260286808014, 0.2591143548488617, 0.41967085003852844, 0.42996785044670105, 0.6325177550315857, 1.6005436182022095, 1.3346834182739258, 0.22010016441345215, 0.7971065640449524, 0.12045303732156754, 0.7398201823234558, 0.47694194316864014, 1.0008840560913086, 1.533895492553711, 0.1498560607433319, 0.9968851208686829, 0.765364408493042, 0.3006649613380432, 0.5048905611038208, 0.5065768361091614, 0.8798176646232605, 0.5998143553733826, 0.17132818698883057, 0.7189084887504578, 1.5911611318588257, 0.867614209651947, 0.3497336208820343, 0.6223732829093933, 0.494854211807251, 0.7248505353927612, 1.0858529806137085, 0.5844919085502625, 0.06174023821949959, 0.8103269934654236, 0.8091147541999817, 0.8080260753631592]"
5,3780,0.17375516891479492,-66.04607391357422,-74.5064468383789,-87.33061981201172,"[1.7193392515182495, -0.11538095772266388, 1.7011723518371582, 12.20875072479248, -0.21129076182842255, -0.40118375420570374, -1.2551143169403076, -4.569494247436523, -1.3848261833190918, -2.905890703201294, -11.355992317199707, 1.4638855457305908, -0.39700645208358765, 0.04107403755187988, -3.336625576019287, -1.5213617086410522, -0.48708146810531616, 1.254697561264038, 0.8331548571586609, -1.9856970310211182, 0.05051463842391968, -0.5739544034004211, 0.14881905913352966, -2.631554365158081, -0.09473371505737305, -0.3110606074333191, -0.33776459097862244, 0.1747523546218872, -16.07924461364746, -8.817732810974121, 1.18990159034729, -5.150949478149414, -2.62864089012146, -0.13742941617965698, -0.7198829650878906, 0.7621967196464539, 0.27249765396118164, -1.4599403142929077, 0.4662246108055115, -8.074871063232422, 0.08069151639938354, 0.17911826074123383, 0.5413210391998291, 1.5430030822753906, 0.16413895785808563, 0.15848955512046814, 0.3008096516132355, 0.10556921362876892, 0.2558909058570862, 0.30556219816207886, 0.9349143505096436, 0.14227275550365448, 1.1608684062957764, 0.1884346902370453, 0.9102163910865784, 0.18209637701511383, 0.20542576909065247, 0.2906275987625122, 0.20960280299186707, 0.31926336884498596, 0.24142217636108398, 0.07737548649311066, 0.10769613832235336, 0.5479834675788879, 0.6310192346572876, 0.21062785387039185, 0.05829431116580963, 0.6127886772155762, 1.7906532287597656, 0.2853069305419922, 0.24122397601604462, 0.3934438228607178, 0.5942789912223816, 0.5274969339370728, 0.48291918635368347, 0.37323033809661865, 0.019978614524006844, 0.11373571306467056, 0.18620295822620392, 0.313401997089386]"
6,4410,0.18964433670043945,-65.42190551757812,-72.18095397949219,-85.68772888183594,"[1.2939835786819458, 0.6847330331802368, 3.0002670288085938, 13.206612586975098, -0.28237399458885193, -1.1355723142623901, -1.251076340675354, -2.295929431915283, -2.415510654449463, -0.9696869850158691, -15.547645568847656, 0.47407588362693787, 0.11534202098846436, -0.43352484703063965, -0.3445236384868622, 2.7415072917938232, 1.2446839809417725, -3.5012173652648926, 1.168567180633545, -8.520491600036621, 0.3702286183834076, 2.608083963394165, 0.06260430812835693, 0.14229995012283325, 0.2820715606212616, 0.3538849353790283, -0.12323018908500671, -3.6130406856536865, -18.881284713745117, -7.760923862457275, 0.9880574345588684, 0.10576635599136353, -11.794234275817871, 1.005101203918457, -2.0312001705169678, 0.29281842708587646, 1.2512413263320923, -0.19892430305480957, -0.12687772512435913, -1.9765698909759521, 0.2904623746871948, 0.19501085579395294, 0.7496601939201355, 1.6580610275268555, 0.29186007380485535, 0.42596644163131714, 0.5464385747909546, 0.2928650677204132, 0.4644492566585541, 0.6557425856590271, 1.892235279083252, 0.22046534717082977, 1.1139527559280396, 0.23090314865112305, 0.8354238271713257, 0.4190773069858551, 0.828609049320221, 0.7271385788917542, 0.18220557272434235, 0.22255687415599823, 0.3551151156425476, 0.21821175515651703, 0.44413840770721436, 0.720724880695343, 0.7581981420516968, 0.3770861029624939, 0.21600107848644257, 0.581045389175415, 1.7022281885147095, 0.8666167259216309, 0.3318946659564972, 0.1843719482421875, 0.6996288895606995, 0.40910443663597107, 0.8792018890380859, 0.2359580397605896, 0.06541626155376434, 0.7212161421775818, 0.6512763500213623, 0.6166538000106812]"
7,5040,0.1893444061279297,-62.37006378173828,-69.63165283203125,-83.62189483642578,"[-0.4412233233451843, 0.061209604144096375, 0.7819770574569702, 10.066686630249023, 4.42635440826416, -0.08285235613584518, 3.3462228775024414, -5.408246040344238, 0.48676055669784546, -8.422395706176758, -12.113788604736328, -1.4217737913131714, -0.5955422520637512, -1.2782697677612305, 4.814255237579346, -3.2490763664245605, -1.39006769657135, -1.1008340120315552, -3.369718074798584, -10.593436241149902, 0.13347820937633514, -1.2525416612625122, 2.075786590576172, -0.05734772980213165, -4.829371929168701, -3.209186315536499, -1.3571324348449707, 1.2122273445129395, -16.02036476135254, -12.634984016418457, -0.8463863730430603, -0.12298524379730225, -14.760120391845703, 1.0511105060577393, -1.8091082572937012, -1.396782636642456, -0.18724744021892548, -0.8062577247619629, -1.004018783569336, 0.10584443807601929, 0.09405872970819473, 0.23499535024166107, 0.38646334409713745, 1.2276161909103394, 0.47974154353141785, 0.188669815659523, 0.40907278656959534, 0.2502813935279846, 0.12444470077753067, 1.193591594696045, 1.0892561674118042, 0.17265690863132477, 0.343761146068573, 0.4445289373397827, 0.7559857368469238, 0.8808141350746155, 0.4685974717140198, 0.4799363911151886, 0.10172814875841141, 0.882455587387085, 0.2321784794330597, 0.12615454196929932, 0.06619343906641006, 0.34457242488861084, 0.3336920738220215, 0.48469820618629456, 0.1027267575263977, 0.03156910091638565, 0.7711852192878723, 0.2797899544239044, 0.11672748625278473, 0.6469552516937256, 0.4486689865589142, 1.1414158344268799, 0.27950072288513184, 0.1960570067167282, 0.13917481899261475, 0.1482069492340088, 0.2023029625415802, 0.22130411863327026]"
8,5670,0.19602203369140625,-60.548988342285156,-67.37387084960938,-73.99134826660156,"[2.449162483215332, 1.4056745767593384, 3.039717674255371, 8.223787307739258, 1.751949429512024, 1.1265677213668823, 0.31050533056259155, -4.373926639556885, -4.245606899261475, -11.548463821411133, -8.184718132019043, -2.1176700592041016, 2.0371086597442627, -1.1815670728683472, 0.7725973725318909, 0.6760653257369995, -1.002359390258789, -1.252565860748291, 0.05072150379419327, -5.799550533294678, -11.068517684936523, 1.1068542003631592, 2.664074659347534, 3.1439950466156006, -1.1906864643096924, -1.6573110818862915, 0.4405040740966797, -0.15835657715797424, 7.195394039154053, -11.827524185180664, 3.6401517391204834, -2.8626201152801514, -15.847528457641602, -8.055072784423828, 4.651608943939209, 6.165236949920654, -1.484736680984497, -2.1776742935180664, 0.18202300369739532, -0.08869040012359619, 0.3684927821159363, 0.1187249943614006, 0.10640479624271393, 0.5563580989837646, 0.32299917936325073, 0.34624990820884705, 0.2686588168144226, 0.15977096557617188, 0.17733995616436005, 0.8842549920082092, 0.3948811888694763, 0.0506274439394474, 0.0010000000474974513, 0.11598899960517883, 1.1346341371536255, 0.10361102223396301, 0.25823482871055603, 0.9212471842765808, 0.08817257732152939, 0.6140273213386536, 0.06524062901735306, 0.15040962398052216, 0.07708379626274109, 0.20904873311519623, 0.31058111786842346, 0.07902108877897263, 0.07042580097913742, 0.3353172838687897, 0.12326256185770035, 0.3508896827697754, 0.3426341116428375, 0.21139954030513763, 0.096121646463871, 0.43506988883018494, 0.03270798921585083, 0.2738911211490631, 0.12063133716583252, 1.6376798152923584, 0.17583590745925903, 0.4818319082260132]"
9,6300,0.18856072425842285,-59.54063415527344,-65.31378936767578,-71.07345581054688,"[0.2497105598449707, -0.6253346800804138, -0.7764747738838196, 8.360055923461914, -8.519109725952148, -1.697149634361267, 3.9922282695770264, -4.881871223449707, 3.063302755355835, -5.837160587310791, -11.031429290771484, -0.8275830745697021, -0.012402445077896118, 0.3070954978466034, 9.844880104064941, -6.089122295379639, -1.7956129312515259, -1.644457459449768, -2.6784608364105225, -10.609163284301758, 2.0071191787719727, 1.6682021617889404, 2.0484695434570312, 12.298381805419922, 0.3379743993282318, -0.5936632752418518, -0.5432860851287842, -2.88228178024292, -15.611639022827148, -8.466400146484375, -0.15553347766399384, -7.781225681304932, -12.037943840026855, -0.27852338552474976, -1.7511612176895142, 6.174009799957275, 0.03984279930591583, -0.028485354036092758, -1.7578651905059814, -13.849983215332031, 0.2912258505821228, 0.17655174434185028, 0.18809634447097778, 0.49190518260002136, 0.219496488571167, 0.3404519557952881, 0.24874980747699738, 0.14670056104660034, 0.35556456446647644, 0.3248767852783203, 0.24646858870983124, 0.07736432552337646, 0.18087606132030487, 0.03470534458756447, 1.1342684030532837, 0.3382069170475006, 0.3526993989944458, 0.14061006903648376, 0.07780098915100098, 0.3246521055698395, 0.3710554540157318, 0.2488740235567093, 0.05481148138642311, 0.16394270956516266, 0.4351181983947754, 0.21869367361068726, 0.012678585015237331, 1.1852549314498901, 0.5090712904930115, 0.3108542561531067, 0.1403695046901703, 0.1294655203819275, 0.14308172464370728, 0.9220623970031738, 0.19407565891742706, 0.23655645549297333, 0.11006626486778259, 0.21851664781570435, 0.06704720109701157, 0.34818902611732483]"
10,6930,0.17341279983520508,-60.090728759765625,-63.75580596923828,-70.37580108642578,"[1.6178500652313232, -1.0596952438354492, -0.41840940713882446, 7.550108432769775, 3.178574323654175, 3.0616867542266846, 3.9584670066833496, -4.778271675109863, -2.03735613822937, -5.401957035064697, -11.032400131225586, -1.0382239818572998, -1.6403579711914062, 0.3862457275390625, 9.971643447875977, 7.346907138824463, -1.6043994426727295, -7.124129295349121, 3.990804433822632, -11.147109031677246, 3.12784743309021, 1.615447759628296, -1.0913949012756348, 11.919062614440918, 6.851419925689697, 0.3988296091556549, 0.03376184031367302, -2.2650134563446045, -15.200560569763184, -8.829174995422363, 0.24548983573913574, -7.733612060546875, -11.835075378417969, 1.85953688621521, 0.797133207321167, 4.661616802215576, -0.02045762538909912, 1.065714716911316, -1.046245813369751, -14.170120239257812, 0.306700736284256, 0.25273755192756653, 0.29019778966903687, 0.6914082765579224, 0.5768334269523621, 0.16023115813732147, 0.30209338665008545, 0.12968434393405914, 0.3617357015609741, 0.5391693711280823, 0.522200882434845, 0.11890970170497894, 0.2700621783733368, 0.08438894897699356, 0.6327463984489441, 0.3676905632019043, 0.4015679657459259, 0.20625799894332886, 0.09005808085203171, 0.6907287836074829, 0.3419574797153473, 0.20476852357387543, 0.12651638686656952, 0.40572589635849, 0.5706814527511597, 0.21252749860286713, 0.031196782365441322, 1.2482398748397827, 0.6581015586853027, 0.35954904556274414, 0.15971986949443817, 0.4545244872570038, 0.21920883655548096, 1.1687445640563965, 0.33682411909103394, 0.3239442706108093, 0.12388969212770462, 0.3621658682823181, 0.07402930408716202, 0.591606616973877]"
11,7560,0.15724873542785645,-56.17830276489258,-62.40445327758789,-68.7616958618164,"[-2.145435094833374, -1.593517780303955, -0.23005804419517517, 16.280818939208984, 0.02473527193069458, 0.5950188040733337, 1.2463696002960205, -1.068549633026123, -1.2226860523223877, -2.6677582263946533, -13.03285026550293, 1.698335886001587, 1.7465696334838867, 2.2081902027130127, 7.12440299987793, 0.45728394389152527, 1.3947104215621948, -6.979421615600586, -1.354129433631897, -12.023717880249023, 2.9260194301605225, 0.23887446522712708, -0.6316750645637512, -1.4274885654449463, -1.772321343421936, -3.2467994689941406, -0.09875135123729706, -4.7185773849487305, 15.298617362976074, -12.105810165405273, -0.4220626950263977, 0.18860489130020142, -13.93475341796875, -4.911794662475586, -2.0050365924835205, -1.2486214637756348, 0.8822508454322815, -0.051235705614089966, -1.0294654369354248, -15.184674263000488, 0.5494588613510132, 0.1672280728816986, 0.374795526266098, 1.626635193824768, 0.3628402650356293, 0.3086150884628296, 0.2569316327571869, 0.35691940784454346, 0.4357677400112152, 1.2730584144592285, 1.6164588928222656, 0.30324530601501465, 1.0386401414871216, 0.702304482460022, 1.7057565450668335, 0.38141950964927673, 0.9053484201431274, 1.3657439947128296, 0.21599875390529633, 0.6461966037750244, 0.3775225579738617, 0.5052866339683533, 0.25579237937927246, 0.5165708661079407, 0.7013945579528809, 0.45114466547966003, 0.13698109984397888, 0.7149132490158081, 2.214580774307251, 0.4822789430618286, 0.325594961643219, 0.7074747085571289, 0.6762943267822266, 1.7135162353515625, 1.4539018869400024, 0.41196370124816895, 0.1800626814365387, 0.5340690612792969, 0.3570678234100342, 0.5461698770523071]"
12,8190,0.19050979614257812,-53.64146423339844,-61.066219329833984,-67.34406280517578,"[-1.787784457206726, 0.5859962701797485, 2.4650352001190186, 11.822975158691406, 5.153887748718262, 0.7022895812988281, 3.0449254512786865, -4.343719005584717, -2.08178973197937, -12.220627784729004, -14.26932144165039, 0.556994616985321, 1.7543020248413086, 0.45345473289489746, 7.398571968078613, -0.8188800811767578, 1.2693639993667603, 1.676767349243164, -2.72432279586792, -9.394306182861328, 2.0690011978149414, 0.6487959623336792, -0.599590003490448, -3.35833477973938, -9.499534606933594, -2.089487075805664, 0.161007821559906, -2.112173318862915, 15.667562484741211, -10.005873680114746, 0.00839051604270935, -0.5926463007926941, -14.987239837646484, -6.709351539611816, 2.485352039337158, 2.558870315551758, 0.6476643681526184, 1.4470107555389404, -0.8797523379325867, -16.14761734008789, 0.19359533488750458, 0.24648697674274445, 0.4139109253883362, 0.6318974494934082, 0.8337270021438599, 0.48859521746635437, 0.02025984786450863, 0.33771491050720215, 0.3587939143180847, 1.3044326305389404, 0.7028396725654602, 0.14910461008548737, 0.34593716263771057, 0.4350217580795288, 0.25533685088157654, 0.6230264902114868, 0.7338626384735107, 1.5367411375045776, 0.2253064513206482, 1.0252143144607544, 0.21121656894683838, 0.4048354923725128, 0.41575172543525696, 0.27453747391700745, 0.8707825541496277, 0.31688937544822693, 0.1925375908613205, 1.0666853189468384, 1.624269962310791, 0.26881733536720276, 0.195735365152359, 0.3164325952529907, 0.42354515194892883, 0.8142905831336975, 0.777142345905304, 0.3894141614437103, 0.28125303983688354, 0.519417941570282, 0.11901553720235825, 0.7269925475120544]"
13,8820,0.22121500968933105,-53.43942642211914,-59.735416412353516,-65.9913101196289,"[-1.7519633769989014, 0.8072313666343689, 2.635756492614746, 15.781916618347168, 5.76487398147583, 1.002639889717102, 5.021584987640381, -4.520594596862793, -3.395899534225464, -8.289399147033691, -14.337882995605469, 0.32667288184165955, 1.8565768003463745, -0.1265256404876709, 7.5792365074157715, -6.490128040313721, -1.6872637271881104, 0.89875727891922, -2.7412049770355225, -9.929134368896484, 1.335330843925476, -0.8295407295227051, 3.1932337284088135, -3.478895902633667, 1.866387128829956, -1.6514630317687988, 0.6099392771720886, -2.0781147480010986, 17.036352157592773, -10.001821517944336, 0.2933715581893921, -0.978299617767334, -14.198046684265137, -7.249115943908691, -0.5955991744995117, 2.556264638900757, 0.8771226406097412, -0.04316622018814087, -1.2447798252105713, -16.30728530883789, 0.3195308446884155, 0.26995572447776794, 0.6481592059135437, 0.830479085445404, 0.7841141819953918, 0.5971198678016663, 0.2910730242729187, 0.1942136585712433, 0.5610881447792053, 1.3489513397216797, 0.9111495018005371, 0.256165474653244, 0.2051108032464981, 0.5634111166000366, 1.7364685535430908, 0.31056898832321167, 0.37381038069725037, 0.7120028138160706, 0.3148050606250763, 1.0228623151779175, 0.434529572725296, 0.7455242872238159, 0.235563725233078, 0.2222948521375656, 1.510635495185852, 0.3190525770187378, 0.16457323729991913, 2.3479764461517334, 2.7581021785736084, 0.35694965720176697, 0.24069197475910187, 0.4763078987598419, 0.5828419327735901, 1.157166838645935, 1.2228033542633057, 0.5676051378250122, 0.2708660960197449, 0.40726542472839355, 0.17008045315742493, 0.6093344688415527]"
14,9450,0.1890726089477539,-50.830596923828125,-57.643150329589844,-66.33647155761719,"[1.3907537460327148, -0.5232239365577698, 2.4209821224212646, 10.98853588104248, 0.3818265199661255, 1.0382871627807617, 1.5455654859542847, -1.9874173402786255, 3.9616260528564453, -8.567051887512207, -12.667308807373047, 0.9734816551208496, 2.5653035640716553, 1.9281682968139648, 10.38062572479248, -7.387032508850098, 4.722638130187988, -4.980286598205566, -0.7862449884414673, -8.02771282196045, 1.0881776809692383, -2.311852216720581, 2.2296669483184814, 9.894923210144043, 0.03173399716615677, -3.1955316066741943, -0.0127188041806221, 1.1378992795944214, 20.056100845336914, -14.033614158630371, -0.6057155132293701, -7.151642322540283, -14.033726692199707, -10.753742218017578, -1.1362453699111938, -2.9459047317504883, -0.7703298926353455, 1.0447289943695068, -1.078325629234314, -17.735532760620117, 0.4478226602077484, 0.36162906885147095, 0.3243967294692993, 1.3220183849334717, 0.765752375125885, 0.35830968618392944, 0.31371915340423584, 0.6032681465148926, 0.5306100845336914, 0.5534141063690186, 0.7312478423118591, 0.2394176721572876, 0.7113892436027527, 0.38685667514801025, 0.8750213980674744, 0.5763764381408691, 0.6295128464698792, 1.1180710792541504, 0.25503361225128174, 0.6983612775802612, 0.29932278394699097, 0.34784942865371704, 0.09309413284063339, 0.583633542060852, 0.6003758907318115, 0.5443059206008911, 0.2228972613811493, 0.8090994954109192, 1.8214389085769653, 0.22616639733314514, 0.4409518241882324, 0.47460243105888367, 0.40208011865615845, 1.1089166402816772, 1.1633126735687256, 0.5577664375305176, 0.1357252448797226, 0.3629332482814789, 0.2563339173793793, 0.8275198340415955]"
15,10080,0.20414280891418457,-49.48707962036133,-55.20623779296875,-63.50065612792969,"[-2.3800361156463623, -0.7176926732063293, 2.5815534591674805, 9.48884105682373, -5.33231782913208, -2.404726982116699, 0.8147720694541931, -3.3702428340911865, -4.90570068359375, -6.5409464836120605, -12.88238525390625, 0.33042746782302856, 0.7704525589942932, -0.06468912959098816, 9.92754077911377, -7.367550849914551, 4.93586540222168, -6.103715419769287, -1.6253629922866821, -9.090479850769043, -10.29736328125, -3.2696239948272705, 1.505185842514038, 8.250575065612793, -10.534536361694336, -1.1418784856796265, 0.1644059717655182, 1.119734287261963, 24.02082633972168, -10.64363956451416, 2.55859375, -4.4564971923828125, -15.049458503723145, -7.7813825607299805, -1.415374994277954, -2.9129016399383545, 0.03651377558708191, -1.3793518543243408, 0.22151446342468262, -18.324087142944336, 0.3782167434692383, 0.26854631304740906, 0.3326359987258911, 0.9153950214385986, 1.1869081258773804, 0.3656248152256012, 0.10661841928958893, 0.4805901050567627, 0.4759592115879059, 1.2840794324874878, 0.7057808041572571, 0.24770697951316833, 0.7290238738059998, 0.24544183909893036, 1.2491084337234497, 0.6161487698554993, 0.7828214168548584, 0.9591925740242004, 0.32909178733825684, 0.6871351003646851, 0.1717582643032074, 0.7546236515045166, 0.40020760893821716, 0.3801354467868805, 1.182088851928711, 0.369086891412735, 0.22971145808696747, 0.4477993845939636, 1.2966063022613525, 0.587181568145752, 0.4021990895271301, 0.8951287865638733, 0.5262582302093506, 1.3762094974517822, 1.1439450979232788, 0.5543104410171509, 0.15906010568141937, 0.665654182434082, 0.17021191120147705, 1.544887661933899]"
