gen_n,eval_counter,iter_time,gen_best_fit,gen_mean_fit,gen_worst_fit,gen_best_idv
0,630,0.17565464973449707,-84.07317352294922,-87.39125061035156,-88.94694519042969,"[-0.45956021547317505, 0.4765300750732422, -0.16224466264247894, -1.9748800992965698, 0.9635753035545349, -0.0676800087094307, -0.9833540916442871, 0.7802783250808716, 0.3582783341407776, 1.7307287454605103, 0.2534390687942505, 0.6802771687507629, -0.8179358839988708, 2.9992079734802246, 1.3519772291183472, -0.5656681060791016, -0.17474566400051117, 6.783559799194336, -2.2326860427856445, 0.5930029153823853, 0.7730432748794556, -0.012314438819885254, -0.3000016212463379, 1.1366995573043823, -0.8947911858558655, -0.9063699245452881, -0.3055334687232971, 2.072488307952881, -0.28633788228034973, -0.8929417133331299, -0.15189367532730103, 1.4212836027145386, 0.5695712566375732, -0.12375664710998535, -1.0055031776428223, 0.6942368745803833, -5.761506080627441, 0.8324436545372009, -0.3785035312175751, -0.16992653906345367, 0.0010000000474974513, 0.0010000000474974513, 0.6426501274108887, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.3572086989879608, 0.029747523367404938, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.204466313123703, 0.10003972798585892, 2.485225200653076, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.13113300502300262, 0.18851962685585022, 0.0010000000474974513, 0.2860330045223236, 0.0010000000474974513, 0.6093605756759644, 1.4301555156707764, 0.0010000000474974513, 0.3975062072277069, 0.38015666604042053, 0.441518634557724, 0.0010000000474974513, 0.24952305853366852, 0.2473117709159851, 0.0010000000474974513, 1.6205370426177979, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513]"
1,1260,0.22815537452697754,-83.5930404663086,-86.63169860839844,-88.45673370361328,"[0.8853267431259155, 1.1542917490005493, 0.6435686945915222, -1.0658740997314453, -2.037822723388672, -0.32357242703437805, 0.4084312915802002, -0.6232434511184692, -0.3927176296710968, 0.7934741973876953, 0.10358856618404388, 0.247713103890419, 0.15554660558700562, 1.1459780931472778, 1.0419334173202515, 0.772348940372467, 0.14611400663852692, 0.19252203404903412, -1.044905185699463, -1.0437003374099731, 0.2928563952445984, 0.30756163597106934, 0.41346055269241333, 7.141648292541504, -0.8323612213134766, -1.426446557044983, -0.39886635541915894, -3.1464040279388428, -0.16373276710510254, 0.4454391598701477, -0.4804379940032959, -0.32251134514808655, -0.629533052444458, -0.9696879386901855, 0.3463498651981354, 0.600777268409729, 1.4209797382354736, 0.17460909485816956, 0.18822045624256134, -0.2742113769054413, 0.04043453559279442, 0.023271529003977776, 0.0833216980099678, 0.0010000000474974513, 0.023003458976745605, 0.2518707811832428, 0.13220494985580444, 0.0010000000474974513, 0.04725644737482071, 0.0010000000474974513, 0.011372528970241547, 0.001084786024875939, 0.32652318477630615, 0.059376105666160583, 0.27361103892326355, 0.0010000000474974513, 0.0011929181637242436, 0.383547842502594, 0.0010000000474974513, 0.0010000000474974513, 0.11007014662027359, 0.18920354545116425, 0.216487318277359, 0.5618892908096313, 0.12174301594495773, 0.0565631166100502, 0.11389365792274475, 0.7732272744178772, 0.36381879448890686, 0.04516777768731117, 0.0010000000474974513, 0.0010000000474974513, 0.140694722533226, 0.0776800885796547, 0.0010000000474974513, 0.08956341445446014, 0.16684578359127045, 0.029726995155215263, 0.01615387573838234, 0.025143129751086235]"
2,1890,0.25801920890808105,-81.51524353027344,-85.64733123779297,-88.48987579345703,"[0.8728962540626526, -2.328993082046509, 0.4420340359210968, 0.33906832337379456, 1.1056897640228271, 0.6312502026557922, -0.0011807233095169067, -0.14779086410999298, 0.3587366044521332, -1.0956666469573975, -1.1835289001464844, 0.6559109687805176, -0.8257708549499512, 2.698150157928467, 0.10450887680053711, -0.46971645951271057, -1.3885159492492676, 6.602858066558838, -1.3656705617904663, 0.17153328657150269, -0.5681700110435486, -0.5241344571113586, -0.382708340883255, -0.13684184849262238, -0.47269198298454285, -0.10497018694877625, 0.11983822286128998, 0.7864168882369995, 0.36017411947250366, 1.2733488082885742, 0.9894464015960693, 0.15006819367408752, 0.45312070846557617, 0.40791869163513184, -1.2745094299316406, -2.7169926166534424, -4.953388214111328, -3.4646289348602295, -0.5072327852249146, 1.7894823551177979, 0.1634577363729477, 0.4877120852470398, 0.29736432433128357, 0.02520555816590786, 0.09262380003929138, 0.354417085647583, 0.09495411068201065, 0.030288798734545708, 0.0018197230529040098, 0.001417087740264833, 0.014175459742546082, 0.19506658613681793, 0.024558061733841896, 0.27910250425338745, 0.19437263906002045, 0.20394232869148254, 0.21077679097652435, 0.1792658567428589, 0.24275076389312744, 0.01428194809705019, 0.0010000000474974513, 0.010085000656545162, 0.17490150034427643, 0.21033503115177155, 0.234226256608963, 0.0013841127511113882, 0.28311648964881897, 0.3887905478477478, 0.06942763179540634, 0.10723236948251724, 0.23715780675411224, 0.12157007306814194, 0.0014977087266743183, 0.07385361939668655, 0.06173090636730194, 0.6669997572898865, 0.3792978823184967, 0.10998387634754181, 0.09236671030521393, 0.00647941417992115]"
3,2520,0.25285887718200684,-80.66958618164062,-84.14022064208984,-88.01533508300781,"[2.1439671516418457, 1.2731754779815674, -0.33040735125541687, -1.1344397068023682, 0.2557612955570221, 1.9948368072509766, 0.3233656585216522, -0.7445821762084961, 0.05584182217717171, 1.8616054058074951, 1.631888747215271, 4.010494232177734, 0.18573899567127228, -2.5583577156066895, -0.5022523999214172, -4.340145111083984, 1.1911709308624268, 5.689178943634033, -1.0004932880401611, -4.665783882141113, -0.44488489627838135, 1.5650485754013062, -0.3175034821033478, -0.5190961956977844, -1.1314564943313599, 1.538983941078186, -1.2713451385498047, 0.5194571614265442, -0.2936210334300995, 2.583841323852539, -0.061695750802755356, 0.012803733348846436, -0.3374361991882324, 0.05502965301275253, -1.0460487604141235, 0.8314509987831116, -5.26783561706543, -4.253867149353027, -0.34272500872612, -0.11881676316261292, 0.05295095220208168, 0.01437627337872982, 0.06143033131957054, 0.10112342238426208, 0.010044480673968792, 0.054699305444955826, 0.06729601323604584, 0.1361406147480011, 0.0010000000474974513, 0.006585888564586639, 0.020903760567307472, 0.008692003786563873, 0.0705503523349762, 0.0010000000474974513, 0.09608327597379684, 0.0010000000474974513, 0.029169052839279175, 0.15315750241279602, 0.08075343072414398, 0.0010000000474974513, 0.033885326236486435, 0.0377773679792881, 0.0521981418132782, 0.0033291776198893785, 0.018013371154665947, 0.09715398401021957, 0.024122191593050957, 0.3812149465084076, 0.07164229452610016, 0.01941167749464512, 0.010250612162053585, 0.03308858722448349, 0.031166749075055122, 0.0010000000474974513, 0.0010000000474974513, 0.08850716799497604, 0.008619940839707851, 0.2664439082145691, 0.01948210410773754, 0.04179221764206886]"
4,3150,0.26152491569519043,-80.04108428955078,-82.96165466308594,-87.96533966064453,"[0.48834046721458435, 0.8616405725479126, 0.03680013120174408, 1.081092119216919, -0.2717421054840088, -0.04330389201641083, 1.8929718732833862, -0.7207101583480835, -1.1778297424316406, -2.1141738891601562, 0.7751004695892334, -1.366589069366455, -0.3928188681602478, 2.8370625972747803, 1.45184326171875, -1.1737635135650635, 0.993087112903595, 6.501722812652588, -1.0712080001831055, 1.3529118299484253, -0.8415381908416748, 0.21366050839424133, -0.1805531084537506, 8.172262191772461, -0.8134104013442993, -1.1238270998001099, -0.24756690859794617, -0.8237669467926025, 0.5890417098999023, 0.23036272823810577, -0.47919762134552, 0.12683457136154175, -0.08844278752803802, -4.310654163360596, 0.32814085483551025, -0.4428257346153259, -5.166937351226807, -3.5195205211639404, 0.05225936695933342, 0.40465134382247925, 0.037114664912223816, 0.048213545233011246, 0.03309788182377815, 0.0047091832384467125, 0.027090542018413544, 0.04789995402097702, 0.007591728121042252, 0.06950832158327103, 0.006251984741538763, 0.004884607624262571, 0.03409725800156593, 0.07801516354084015, 0.0010727703338488936, 0.02427743747830391, 0.116225965321064, 0.1209876611828804, 0.0887133777141571, 0.09822794049978256, 0.030711887404322624, 0.006315264850854874, 0.215637668967247, 0.12726932764053345, 0.02659556269645691, 0.11238004267215729, 0.07146632671356201, 0.05864112824201584, 0.08055403083562851, 0.2417655736207962, 0.11037289351224899, 0.028525862842798233, 0.037366945296525955, 0.0072520459070801735, 0.015652233734726906, 0.007328836712986231, 0.016949757933616638, 0.07856923341751099, 0.07438544929027557, 0.005358675494790077, 0.058822374790906906, 0.0010000000474974513]"
5,3780,0.3199808597564697,-79.17558288574219,-81.12823486328125,-84.78132629394531,"[-1.7237005233764648, 0.46688488125801086, -0.39498504996299744, 1.304762601852417, 0.21061545610427856, -1.7676244974136353, -0.5860382914543152, 0.03577936068177223, 0.7178512811660767, 0.7891027927398682, 1.0763401985168457, 0.6851180791854858, -0.9792687296867371, -4.676025867462158, -0.3772974908351898, -4.304653644561768, 0.6100078225135803, -1.8256926536560059, -1.4457520246505737, 0.3923019766807556, 0.1357254683971405, 1.0956802368164062, 0.13158130645751953, 8.211115837097168, -0.6703444719314575, 1.6878471374511719, -0.05568331480026245, -2.461642265319824, -0.386469304561615, 1.9698454141616821, 0.390924334526062, 1.223069190979004, 0.39136525988578796, -0.36328285932540894, -0.873819887638092, -1.8421907424926758, -6.365731716156006, -3.843364953994751, -0.2719102203845978, 0.06967835128307343, 0.014439556747674942, 0.006471422966569662, 0.05339238420128822, 0.048908915370702744, 0.01882173866033554, 0.043807003647089005, 0.06220163404941559, 0.013114296831190586, 0.01183510385453701, 0.0010000000474974513, 0.008263606578111649, 0.021813731640577316, 0.01722593419253826, 0.04706607758998871, 0.00835588201880455, 0.04375384747982025, 0.06459454447031021, 0.06066411733627319, 0.038647446781396866, 0.08517034351825714, 0.034208089113235474, 0.013460659421980381, 0.019532684236764908, 0.10996688902378082, 0.01649525761604309, 0.05198676139116287, 0.022796230390667915, 0.04139309376478195, 0.029654130339622498, 0.012934038415551186, 0.034478794783353806, 0.0010000000474974513, 0.050004344433546066, 0.006776783149689436, 0.006855171639472246, 0.05036056786775589, 0.058234378695487976, 0.002780557842925191, 0.02146546170115471, 0.016351433470845222]"
6,4410,0.21997332572937012,-78.89210510253906,-80.26326751708984,-84.31635284423828,"[0.8928604125976562, 0.36406847834587097, 0.9890933632850647, -0.8878663778305054, -0.6338396072387695, -0.05035533010959625, -1.7154041528701782, -2.5478694438934326, 0.046796899288892746, 1.3606778383255005, 1.669290542602539, 0.07538780570030212, -0.8239048719406128, -0.7180312275886536, -0.5543619990348816, -0.6143305897712708, -1.5111114978790283, 0.9328247308731079, -0.9936597943305969, -0.9015700221061707, 1.443849802017212, 0.44438984990119934, 1.641947865486145, 8.653467178344727, -0.979682445526123, 1.3500632047653198, -0.9793349504470825, 0.6654970645904541, 0.7475624680519104, -0.4809102714061737, 1.0917203426361084, -5.937965393066406, 0.6105048656463623, 0.16620856523513794, -1.0339405536651611, 0.7360286116600037, -5.922783374786377, -4.666893482208252, -0.3030456006526947, 0.1974041759967804, 0.010523340664803982, 0.04468287155032158, 0.03089284710586071, 0.0010000000474974513, 0.0395117849111557, 0.031672898679971695, 0.019614648073911667, 0.038896095007658005, 0.0032167192548513412, 0.0010000000474974513, 0.03318885341286659, 0.009167295880615711, 0.006124902982264757, 0.05261022597551346, 0.019423391669988632, 0.027285248041152954, 0.024815648794174194, 0.06240774318575859, 0.02263629622757435, 0.00797537062317133, 0.010715275071561337, 0.01007835566997528, 0.026441320776939392, 0.028366276994347572, 0.008988895453512669, 0.029041195288300514, 0.03144773840904236, 0.04636392369866371, 0.029156072065234184, 0.005394462961703539, 0.0117681585252285, 0.01877647265791893, 0.005447372328490019, 0.011469519697129726, 0.011465339921414852, 0.06680207699537277, 0.03044707141816616, 0.04659343138337135, 0.028903553262352943, 0.027587883174419403]"
7,5040,0.18492722511291504,-78.58572387695312,-79.63102722167969,-83.9425277709961,"[0.8996294736862183, 0.5333537459373474, -0.6780660152435303, 1.0046415328979492, 1.0496457815170288, 0.02733684331178665, -0.6313693523406982, 0.4934366047382355, 0.04976309463381767, 1.3485851287841797, 1.0334336757659912, 0.06298456341028214, 2.043478488922119, 0.22922047972679138, -0.5703619122505188, 0.6158113479614258, 0.6609984040260315, 1.0045315027236938, -1.014097809791565, -3.8561370372772217, 1.4557560682296753, 0.48326346278190613, 1.6107670068740845, 8.703265190124512, -0.7377948760986328, -1.2016245126724243, -0.9739924073219299, 0.6088321208953857, -1.9250528812408447, -1.187199354171753, -1.1145111322402954, -5.942358493804932, 0.6174295544624329, 0.13971549272537231, -1.0219396352767944, 0.6262117624282837, -6.127148628234863, -4.653083324432373, -0.25060489773750305, 4.636664390563965, 0.014461726881563663, 0.045659493654966354, 0.041941069066524506, 0.017767762765288353, 0.04089311510324478, 0.03717068210244179, 0.05854185298085213, 0.05563972145318985, 0.007487609516829252, 0.007781692780554295, 0.03778581693768501, 0.008455590344965458, 0.015050993300974369, 0.0535610094666481, 0.020753253251314163, 0.058761198073625565, 0.019392650574445724, 0.0963166281580925, 0.0173043180257082, 0.056805215775966644, 0.021029729396104813, 0.01258933823555708, 0.06503880023956299, 0.04146137461066246, 0.03451724722981453, 0.03975260630249977, 0.06422028690576553, 0.09809739142656326, 0.08853763341903687, 0.021645667031407356, 0.017418058589100838, 0.02687898837029934, 0.006445806473493576, 0.032273948192596436, 0.010692588984966278, 0.06953667104244232, 0.04546891152858734, 0.05542188137769699, 0.050176650285720825, 0.03225310519337654]"
8,5670,0.23259425163269043,-77.97974395751953,-79.17233276367188,-83.10737609863281,"[-1.6899548768997192, 0.6429911851882935, -0.38905850052833557, -1.0773427486419678, -0.5403797030448914, -0.22169449925422668, -1.3763731718063354, -2.6522905826568604, 1.614363670349121, -1.1806293725967407, 0.9897102117538452, 0.7450469136238098, 1.4390881061553955, 3.0518369674682617, 0.883842945098877, -3.5396740436553955, -0.04854852333664894, 7.467309951782227, -1.08278489112854, -3.822178840637207, -0.49441617727279663, -0.6482129096984863, 1.5700963735580444, 8.709632873535156, -0.5106877684593201, -0.1906898319721222, -1.8185144662857056, 0.9085536003112793, -1.9058725833892822, 2.5376415252685547, -1.0442382097244263, -1.2632789611816406, -2.6824800968170166, -5.928593635559082, 0.19683727622032166, -2.0755860805511475, -7.056297302246094, -4.245771884918213, -0.19329555332660675, 0.430695503950119, 0.023540401831269264, 0.06127395108342171, 0.07300791889429092, 0.05125048756599426, 0.08856508880853653, 0.07659946382045746, 0.016063403338193893, 0.0794488787651062, 0.006978062447160482, 0.01753229834139347, 0.043115995824337006, 0.02599937841296196, 0.06227055564522743, 0.032289471477270126, 0.0886901244521141, 0.14023417234420776, 0.0253610797226429, 0.08510607481002808, 0.10030663013458252, 0.008831558749079704, 0.027179846540093422, 0.048013441264629364, 0.09794959425926208, 0.14099328219890594, 0.04746038839221001, 0.05647977441549301, 0.04745339974761009, 0.1849798709154129, 0.08736281841993332, 0.0441933199763298, 0.06394567340612411, 0.07165700942277908, 0.04084645211696625, 0.057128023356199265, 0.018109923228621483, 0.09737230837345123, 0.13681787252426147, 0.03941189870238304, 0.054036401212215424, 0.03890618681907654]"
9,6300,0.2033214569091797,-77.76513671875,-78.78656768798828,-83.0572738647461,"[0.9723793268203735, 0.2891165018081665, 0.9956232905387878, 0.4992448389530182, -0.11202578991651535, -0.28785964846611023, -0.06594224274158478, -3.0576255321502686, 1.5525413751602173, 1.3194663524627686, 0.7194523811340332, 0.05739409103989601, -2.217811346054077, 2.978908061981201, -0.5758991241455078, -0.683050811290741, 0.8954907655715942, 8.139180183410645, -0.9093886017799377, -0.8484010696411133, -0.8459122180938721, -0.5752496123313904, 1.404748558998108, 8.877668380737305, -1.0885980129241943, -1.416285753250122, -0.4080982506275177, -3.981020450592041, -1.265911340713501, -0.3839947581291199, 0.864610493183136, -0.03270374983549118, -2.542426109313965, -5.752851486206055, -0.9909195899963379, -2.1626594066619873, -7.0997796058654785, -4.796496868133545, 0.054692454636096954, 0.34033825993537903, 0.09965333342552185, 0.17511087656021118, 0.0892203226685524, 0.07384765148162842, 0.10151901096105576, 0.14809121191501617, 0.11221721768379211, 0.18019898235797882, 0.02480882592499256, 0.059147682040929794, 0.1409568339586258, 0.0647442564368248, 0.15515409409999847, 0.11184708774089813, 0.10362964123487473, 0.16695554554462433, 0.10867390781641006, 0.376714289188385, 0.15222734212875366, 0.04317913576960564, 0.21910858154296875, 0.05579104647040367, 0.12221091985702515, 0.4319148361682892, 0.09421578049659729, 0.1902255117893219, 0.23339441418647766, 0.2409895956516266, 0.2938360571861267, 0.14569629728794098, 0.0978730097413063, 0.055855534970760345, 0.04496157914400101, 0.043511223047971725, 0.03387074172496796, 0.21600426733493805, 0.3097577691078186, 0.11233242601156235, 0.12310324609279633, 0.08451003581285477]"
